500 3000
302 377 16
186 21 3
212 210 14
309 436 5
303 350 17
59 302 18
96 343 4
464 440 8
196 482 8
92 474 5
347 242 17
396 312 10
5 48 18
467 7 6
41 370 7
285 40 14
407 490 6
499 262 2
107 479 4
99 148 20
190 224 3
121 358 15
214 280 16
384 35 1
444 392 13
497 227 11
310 146 1
448 124 20
382 372 3
313 74 19
360 21 8
59 260 19
366 477 9
497 306 18
242 100 12
335 279 20
359 229 19
472 160 20
109 169 3
303 203 17
389 197 5
351 247 20
23 450 12
464 442 15
318 482 16
380 103 10
140 466 12
54 272 8
191 266 15
410 41 14
31 381 6
455 439 2
453 42 3
476 81 14
224 420 14
473 424 12
51 195 16
316 376 15
408 217 11
350 108 19
71 229 11
275 389 3
14 434 13
82 392 9
453 152 1
218 329 14
10 232 1
440 66 12
308 418 3
152 163 4
197 336 11
161 268 15
173 79 13
300 434 15
498 279 19
474 107 3
367 226 18
341 56 2
500 463 20
434 281 20
228 275 13
222 32 6
265 98 2
97 298 18
446 353 10
80 447 5
223 474 20
460 301 15
117 329 4
350 481 8
403 251 13
117 274 11
458 122 2
452 413 2
395 230 20
305 127 16
270 347 9
28 200 20
189 450 11
245 335 12
489 411 12
483 403 20
454 461 5
395 387 4
138 422 9
267 348 15
345 304 12
140 445 7
27 295 1
113 36 6
488 397 13
252 117 12
338 110 2
215 25 13
53 108 20
61 191 9
330 281 12
68 92 2
334 216 17
436 306 9
336 452 17
25 426 17
64 155 8
393 482 9
130 455 19
153 36 19
395 344 10
45 237 12
331 160 10
288 110 8
354 250 8
267 360 9
6 121 3
184 364 14
438 332 20
289 414 10
65 236 7
257 451 3
183 63 12
301 43 10
194 410 12
451 235 19
458 31 10
225 377 15
348 297 1
298 283 8
376 69 12
155 100 10
91 50 19
374 32 19
329 130 13
430 276 9
50 423 11
189 111 8
267 275 4
278 68 4
171 59 3
231 368 14
185 81 13
58 75 12
474 232 14
408 415 5
7 456 9
297 247 18
23 95 4
89 185 5
359 11 12
478 362 19
298 75 8
465 61 12
293 55 11
222 8 4
340 206 3
483 247 11
189 186 12
473 148 8
387 2 18
142 403 10
466 294 5
212 143 14
420 211 16
280 298 11
324 259 16
190 151 15
473 351 10
441 205 6
43 178 9
316 424 9
498 47 6
84 14 15
115 32 20
180 25 14
36 228 10
447 116 4
284 447 14
35 406 15
397 487 10
448 484 1
447 328 18
123 330 12
76 453 20
147 442 10
74 119 17
349 466 18
182 48 16
180 14 12
197 348 18
159 336 13
35 3 13
104 23 20
262 111 20
178 338 16
406 225 17
196 439 6
356 215 7
191 286 18
443 258 3
269 266 2
153 403 7
440 315 3
282 314 3
145 482 18
408 294 12
138 78 16
113 319 11
6 335 8
86 465 2
37 403 5
207 469 5
435 271 14
400 335 9
500 68 13
389 233 16
496 344 12
343 45 17
472 228 3
43 232 8
400 386 17
286 152 20
152 409 8
32 378 6
475 149 6
145 208 9
227 488 16
202 232 14
128 247 16
159 467 5
342 289 4
444 198 8
82 461 6
28 87 9
252 11 11
363 61 14
426 279 12
120 174 15
33 118 20
80 49 19
476 202 18
372 444 3
267 429 15
461 415 18
44 191 4
160 467 9
80 468 2
483 431 18
240 37 3
364 399 12
133 58 4
367 49 14
333 365 14
444 279 18
475 428 6
309 274 13
371 105 8
142 357 8
90 316 11
213 155 15
98 314 2
218 322 14
222 189 3
334 226 10
399 435 3
113 343 20
214 221 11
397 56 16
251 451 7
11 324 20
80 367 16
7 66 12
314 81 18
371 302 19
374 439 1
256 315 17
228 319 4
326 64 7
200 3 3
307 60 7
102 36 11
124 58 18
206 483 16
130 224 20
65 259 15
447 351 17
282 196 8
319 72 10
101 317 13
342 450 9
467 384 9
499 259 6
384 500 2
389 120 3
21 14 16
155 65 2
88 402 4
351 365 12
497 394 6
437 230 9
347 260 17
81 181 3
116 290 13
152 254 8
435 203 12
379 137 7
13 239 12
419 462 1
23 317 9
129 203 13
48 184 12
293 226 16
170 474 3
347 234 3
166 349 16
161 25 6
186 254 9
103 480 12
95 338 16
18 342 5
464 203 2
112 210 7
14 39 20
194 275 6
487 24 18
440 250 19
377 183 4
20 41 2
206 385 3
479 298 16
225 292 13
414 260 12
420 55 9
354 328 13
421 493 19
436 474 13
131 244 3
7 90 6
395 148 20
242 271 11
165 143 3
171 219 13
111 256 12
440 427 3
236 113 16
454 311 10
286 359 10
247 191 5
481 116 2
444 61 3
390 458 3
278 306 18
181 26 18
229 239 3
348 152 2
52 40 1
91 287 5
295 132 10
162 93 9
97 366 16
176 500 5
372 122 6
51 412 10
92 422 14
249 447 7
347 409 20
358 496 2
327 349 17
91 60 12
468 413 10
146 398 8
197 183 6
166 478 6
95 8 3
278 279 13
169 298 10
397 59 13
441 145 9
452 9 17
357 483 4
318 310 20
283 478 10
300 427 17
195 66 9
215 154 14
52 212 1
479 97 3
460 462 11
332 53 3
67 320 8
114 195 8
178 398 18
447 332 9
439 1 8
485 375 5
127 99 18
101 134 11
22 169 15
428 399 2
456 386 18
70 367 6
473 46 5
361 445 8
369 425 10
246 262 2
437 371 1
101 332 17
492 299 19
309 407 16
171 244 18
333 271 18
349 65 4
441 172 14
138 43 6
301 329 5
100 456 6
410 200 6
38 24 13
473 61 18
210 329 13
161 418 12
234 81 6
102 474 1
134 263 14
318 264 12
271 6 11
365 247 9
336 400 9
321 274 10
320 188 19
375 288 3
452 255 19
297 174 14
242 465 4
349 248 16
185 467 9
449 178 7
60 168 9
415 372 10
305 174 4
371 442 7
441 80 18
262 369 15
393 488 17
138 378 4
494 257 2
209 165 9
250 215 1
227 499 10
371 184 6
125 84 15
155 448 11
184 381 13
57 336 3
409 9 20
343 323 6
98 20 14
193 247 7
69 142 14
294 241 14
250 492 6
397 356 14
394 294 16
295 79 15
323 360 16
112 422 7
404 101 5
217 147 4
263 20 5
266 333 10
365 298 18
276 231 3
215 479 10
194 428 12
350 27 12
428 457 10
365 123 6
279 8 7
235 303 12
365 111 6
49 475 17
190 149 9
475 250 3
222 56 16
124 407 4
453 71 7
393 457 12
439 72 16
226 364 2
105 131 11
115 2 13
125 165 14
150 232 13
177 440 3
450 267 7
445 75 8
184 362 7
231 68 18
232 143 15
170 385 2
107 438 1
338 449 1
154 266 18
428 342 2
454 346 18
363 490 14
345 293 8
335 28 7
113 152 20
357 15 15
184 22 9
121 269 14
129 197 4
439 221 2
231 99 17
151 424 20
116 256 7
24 129 3
259 394 3
62 193 14
190 101 18
2 13 9
262 461 5
270 209 4
322 142 18
153 21 18
211 351 14
198 149 5
433 2 1
94 269 8
195 94 9
398 107 17
199 77 2
208 313 8
127 141 10
358 432 3
159 363 19
267 240 6
199 371 15
444 48 17
16 89 10
321 346 16
207 87 6
161 63 19
10 20 6
311 25 1
173 139 9
498 497 4
190 116 17
227 147 18
311 187 7
6 110 14
355 438 19
12 207 11
311 181 14
108 37 5
38 461 1
15 445 19
464 463 3
145 11 13
181 374 11
246 388 14
343 210 7
8 407 9
465 444 12
208 131 13
40 207 18
202 128 12
322 71 1
83 396 17
192 29 6
110 54 4
340 174 9
69 214 13
165 425 17
471 339 6
496 256 4
14 301 5
45 134 16
268 283 20
12 195 6
99 348 4
320 140 14
165 28 3
172 95 16
368 111 18
20 88 5
43 64 12
382 290 18
184 440 19
374 172 15
15 138 13
273 196 15
24 448 3
11 121 1
289 207 2
109 55 2
110 183 13
95 454 12
142 8 20
29 331 2
240 215 1
15 376 18
258 227 3
155 304 18
230 51 14
61 443 13
396 471 4
357 218 7
477 264 20
28 102 20
69 403 11
444 138 10
361 165 3
146 378 8
157 172 10
37 327 14
446 133 18
301 273 7
171 234 14
453 57 13
436 405 1
173 134 20
99 487 16
332 390 19
22 218 15
401 404 7
330 34 19
394 427 2
151 227 1
10 110 12
314 50 4
201 414 13
341 179 12
346 373 9
27 3 19
379 407 9
314 368 10
210 329 12
334 471 17
308 71 10
360 248 17
165 49 2
248 122 19
188 133 14
361 110 19
277 188 11
327 347 12
94 80 1
276 390 14
235 175 13
234 391 18
206 399 8
372 470 16
292 37 4
486 304 19
150 270 1
483 499 12
20 184 16
374 7 2
252 360 12
5 180 5
167 350 5
108 212 19
483 289 7
279 98 11
268 130 12
274 83 13
339 6 12
303 115 12
349 55 9
308 92 3
168 116 12
102 332 5
324 263 8
172 469 19
368 345 20
422 453 4
373 134 16
119 430 13
449 150 1
39 403 4
90 344 16
422 29 20
454 402 17
324 440 18
198 55 16
493 316 15
455 491 13
381 488 8
396 119 5
498 148 7
239 488 9
338 360 7
13 292 4
157 64 8
322 373 18
244 157 10
99 458 11
276 493 3
169 81 17
273 349 1
152 36 13
464 436 13
253 205 12
213 289 8
48 218 20
38 466 17
233 101 7
469 65 11
51 33 14
464 89 7
484 160 13
409 481 7
303 140 14
131 29 4
172 476 9
301 93 20
482 292 6
54 70 7
190 133 5
262 249 1
36 341 10
98 237 15
179 198 18
33 391 10
493 445 15
449 112 19
394 15 2
341 402 4
362 104 9
21 463 2
128 314 6
375 92 15
125 333 18
353 381 15
25 420 15
59 224 2
199 55 17
95 329 9
134 273 13
152 423 19
279 431 1
9 16 10
69 431 12
340 492 4
305 350 16
39 112 14
140 396 12
81 406 1
296 388 6
23 46 19
307 436 3
435 150 4
349 36 18
23 24 7
304 410 16
50 214 18
456 28 15
291 9 16
4 324 7
325 342 7
30 341 9
235 243 10
328 377 9
498 350 14
18 459 5
464 208 3
393 314 11
78 189 3
420 454 15
128 49 17
474 24 19
498 306 8
385 489 3
108 172 1
270 265 14
203 152 14
348 149 1
382 464 10
422 260 8
218 444 1
27 451 10
376 10 18
105 404 15
179 271 3
222 175 9
38 11 4
174 376 12
360 469 18
303 32 10
229 54 16
110 68 13
212 298 5
100 117 15
445 497 5
259 40 19
225 295 19
462 402 5
26 352 4
397 174 14
63 29 7
304 484 10
304 202 3
181 60 8
167 147 9
308 303 17
200 240 4
97 359 14
116 402 19
153 313 14
67 51 16
51 178 16
42 98 14
191 272 17
201 262 4
329 36 4
256 372 11
283 110 2
127 245 10
449 448 1
227 67 16
379 254 11
114 448 2
217 256 15
153 200 7
38 36 14
28 65 8
487 37 18
13 258 2
21 181 10
309 430 18
296 269 17
418 7 15
86 388 9
468 131 8
500 300 4
151 13 19
306 168 20
141 44 7
262 372 10
77 24 14
223 402 18
150 126 19
365 52 1
316 74 13
483 441 7
426 165 1
483 120 16
412 377 16
1 98 6
257 105 9
409 79 4
408 465 8
26 114 6
34 314 10
340 176 7
397 314 14
135 18 3
88 110 7
51 218 17
57 360 18
50 89 16
467 277 14
143 146 12
171 303 1
399 66 4
447 322 3
169 147 8
123 233 17
122 382 2
303 193 15
54 102 13
359 328 15
411 117 15
101 269 5
342 357 13
32 350 17
381 244 20
131 243 18
334 485 2
472 223 11
371 270 12
413 381 20
43 187 4
181 478 7
197 136 4
285 489 20
428 3 11
400 67 12
376 276 1
83 274 6
263 341 9
81 241 15
378 14 7
279 330 3
242 262 15
377 293 2
290 259 1
30 389 6
338 455 3
238 315 20
59 415 13
454 402 11
493 57 10
301 61 18
200 465 2
341 488 3
232 476 8
155 134 19
203 170 8
120 149 2
299 127 9
348 112 14
426 26 1
106 239 1
9 181 14
333 111 13
496 448 11
139 71 5
353 25 16
357 483 6
424 77 9
104 243 16
200 425 17
313 388 6
2 208 19
452 244 5
500 89 10
109 233 7
207 457 10
233 410 19
157 375 14
236 358 3
115 164 20
2 232 16
111 278 6
229 219 11
90 26 18
177 159 8
101 275 17
400 463 6
374 311 20
409 458 13
418 409 10
151 138 18
273 410 5
269 436 6
173 122 4
349 40 13
295 237 1
488 447 12
171 84 19
281 374 9
448 362 19
421 71 18
452 33 18
29 294 19
44 119 9
336 131 16
242 345 1
483 99 6
195 375 7
423 311 19
240 111 12
293 23 3
436 480 16
223 466 20
307 76 5
309 350 14
90 161 1
14 114 7
208 193 12
467 85 7
294 10 6
382 466 12
286 28 2
394 364 12
309 315 7
421 68 7
286 260 17
387 164 19
210 100 8
468 66 1
81 105 14
273 392 15
83 165 19
322 20 4
301 483 15
102 427 13
381 242 8
330 444 1
80 197 20
143 72 16
201 250 1
308 269 13
282 151 2
78 490 11
7 37 19
261 144 9
146 404 7
498 399 3
419 349 12
451 89 3
493 489 6
216 288 5
500 101 12
215 74 10
136 251 19
70 458 18
201 280 17
255 115 14
168 56 6
433 148 1
76 65 2
239 35 9
471 139 2
427 118 18
401 432 16
300 159 14
146 322 12
355 30 13
253 259 3
97 178 3
449 439 10
356 210 18
210 400 8
41 112 19
175 454 18
242 454 20
88 213 2
444 55 14
116 342 8
112 340 14
61 158 6
393 447 17
409 477 2
332 215 6
102 254 1
173 486 3
91 331 6
352 216 13
9 158 16
162 381 9
75 35 17
110 456 12
211 268 6
133 123 11
367 71 3
367 26 9
315 191 19
219 464 11
247 181 14
425 372 2
148 356 8
499 465 2
150 3 9
88 351 2
113 124 4
334 60 15
84 326 3
81 192 2
231 353 2
224 266 12
364 121 8
390 379 3
381 328 17
439 26 5
202 64 16
78 367 6
52 162 9
58 364 19
353 79 19
335 410 10
226 111 19
123 114 14
360 59 18
407 243 2
133 176 9
346 441 15
235 328 1
339 254 19
280 116 3
154 391 20
280 106 16
370 41 20
158 449 2
155 450 19
495 270 3
181 174 2
426 482 8
486 197 14
287 278 10
188 196 20
68 325 2
157 62 10
383 325 11
486 451 14
347 204 18
451 12 19
106 326 13
211 255 2
188 128 20
95 31 7
148 468 10
142 85 19
339 409 12
389 170 7
485 190 16
454 266 7
484 130 1
463 65 1
183 419 11
237 109 14
197 349 17
194 108 5
53 252 11
108 392 13
107 256 18
341 441 5
367 196 18
499 47 4
394 486 1
38 166 4
98 42 5
250 26 6
11 281 2
340 382 4
36 163 5
350 160 15
206 393 20
41 75 2
252 19 4
221 484 2
117 490 7
77 464 10
92 5 11
16 84 18
224 179 8
325 193 20
316 330 15
386 349 14
326 302 12
226 44 6
441 327 3
294 195 5
441 273 1
374 119 14
334 359 14
187 306 2
166 243 6
312 252 20
187 172 12
404 246 14
416 477 3
425 305 9
324 166 8
251 49 9
112 164 14
419 406 10
56 211 14
399 134 7
474 331 5
182 489 11
272 415 10
238 78 1
199 114 12
362 329 8
154 467 17
146 358 14
470 218 14
135 242 7
316 437 16
95 199 8
220 176 16
476 101 13
371 30 4
498 156 7
464 472 11
167 32 3
340 355 13
417 243 2
285 471 8
406 422 20
286 335 14
14 452 10
497 42 9
56 293 20
305 370 18
136 25 9
427 291 10
287 107 1
179 452 17
353 126 12
432 315 2
198 219 6
366 450 2
349 141 15
57 301 1
371 121 18
246 165 14
348 437 14
213 352 15
118 255 18
281 277 14
10 397 17
218 132 7
445 321 2
349 108 1
184 493 6
267 263 14
456 50 15
94 268 5
76 50 3
230 256 19
234 312 10
450 436 4
127 211 14
236 289 16
446 93 6
69 466 11
443 340 17
3 102 15
144 73 16
229 475 16
427 366 7
467 435 10
184 385 11
238 119 1
47 228 1
164 135 9
21 281 3
328 480 9
265 393 12
163 119 7
350 266 14
75 308 5
178 231 11
184 105 12
422 471 18
361 106 20
142 16 13
29 457 10
474 407 15
131 382 17
51 16 13
3 390 19
80 500 1
400 164 18
157 181 9
362 51 3
424 62 7
396 95 20
282 131 10
410 153 11
483 466 7
381 55 13
350 204 16
335 41 10
328 239 14
169 208 2
186 123 11
457 31 12
38 428 15
307 260 13
242 488 14
150 438 5
188 97 3
491 24 18
179 500 5
186 204 15
365 475 16
137 463 11
90 139 11
375 330 1
260 481 15
282 145 18
242 249 9
214 17 16
264 441 1
159 286 4
328 149 10
249 383 20
97 457 11
335 247 4
365 225 7
442 280 16
350 56 10
392 361 9
414 235 16
233 397 2
287 381 6
453 4 9
124 144 12
486 367 18
96 27 10
264 96 11
140 327 18
498 46 2
400 114 5
75 359 20
265 317 1
8 309 17
391 6 12
297 304 3
249 485 18
296 399 5
195 102 7
104 321 15
134 428 18
76 120 14
242 212 15
49 131 10
262 167 15
224 129 12
186 88 14
12 327 15
26 140 8
484 334 5
274 415 10
5 396 16
259 142 9
60 273 5
129 427 20
72 348 7
461 401 9
232 489 7
357 41 9
158 264 16
208 311 15
418 298 18
233 198 19
381 200 8
165 430 15
86 164 4
61 335 18
219 201 12
95 38 5
152 435 3
146 384 3
442 98 4
302 182 9
117 224 9
490 404 14
167 58 16
137 23 3
216 390 2
358 288 11
477 147 6
15 273 19
28 316 18
284 114 6
161 45 10
249 52 16
405 427 20
17 176 8
225 222 7
459 131 13
323 86 20
491 446 15
46 41 14
469 167 17
334 246 12
444 81 6
476 378 1
446 98 16
176 304 2
181 103 11
49 89 10
427 114 12
240 86 14
134 252 18
173 32 14
298 462 1
445 318 12
130 238 16
488 5 2
378 426 20
480 388 18
189 39 17
147 237 11
104 265 7
466 335 14
369 194 20
283 247 19
254 162 11
471 47 8
474 102 16
419 402 12
185 489 19
30 455 8
235 40 16
387 294 10
235 307 19
70 381 12
407 306 20
415 24 20
474 316 17
239 314 9
197 234 15
309 213 7
130 411 8
404 447 11
350 93 15
411 4 19
210 312 16
70 272 8
365 219 2
52 483 1
182 203 13
241 483 10
327 178 4
12 406 15
108 373 19
344 289 18
237 475 18
471 263 10
209 185 2
423 61 9
67 421 9
415 62 7
440 100 12
152 46 14
255 329 16
153 352 6
215 263 4
411 429 1
352 435 17
210 148 16
498 230 7
351 272 7
401 131 19
296 21 5
172 102 2
106 214 4
338 176 6
287 391 15
460 191 6
65 102 18
385 122 18
487 164 6
5 20 17
429 418 9
490 172 18
268 447 17
14 432 12
481 442 14
461 68 2
256 378 10
254 475 19
457 175 16
273 162 5
446 134 17
332 427 14
329 180 19
7 400 5
308 376 14
427 128 14
464 479 9
56 297 3
195 97 5
149 42 20
316 404 17
396 486 18
10 462 9
186 61 8
54 142 17
116 190 13
41 466 16
240 80 15
28 330 3
23 134 3
240 326 8
214 200 19
214 287 19
333 352 8
304 280 19
206 297 16
226 12 4
78 349 4
395 124 15
80 262 5
432 341 11
322 293 18
352 136 12
176 497 16
497 269 9
70 400 16
479 478 2
184 446 4
477 32 5
190 71 19
342 40 19
104 69 9
40 10 5
137 40 3
53 475 9
459 4 2
423 32 15
339 329 16
315 126 18
411 31 18
24 368 5
254 159 3
44 459 16
45 291 4
362 383 5
74 107 12
236 228 17
323 434 6
47 470 18
354 286 2
88 192 5
387 44 17
456 318 16
423 294 18
345 184 14
137 495 20
384 469 7
248 2 4
422 197 13
468 221 6
307 288 16
320 498 15
166 60 6
266 299 14
45 130 17
33 500 12
162 214 8
259 391 7
370 188 14
125 243 3
22 454 7
497 75 9
344 274 5
183 218 3
331 136 14
178 433 15
476 5 11
23 21 20
325 451 17
362 487 18
176 444 10
100 192 18
306 440 11
47 263 14
294 59 3
60 461 12
6 34 14
295 340 5
322 469 17
382 408 18
311 335 1
45 345 17
429 54 12
44 58 5
405 346 11
481 151 11
1 461 19
351 127 6
372 61 17
294 270 11
457 65 9
433 109 15
274 146 17
462 233 2
422 489 7
337 9 10
20 225 6
161 326 1
201 103 4
238 166 7
369 362 5
302 289 11
29 250 3
362 394 13
341 42 14
292 297 1
465 236 9
301 25 8
481 431 13
321 161 18
218 115 10
23 120 2
387 38 8
150 270 4
455 491 13
104 411 8
222 321 9
82 406 20
438 230 17
367 415 9
132 102 5
300 381 7
279 76 4
82 339 2
292 255 19
405 20 15
452 274 19
120 186 17
3 318 16
286 418 12
12 330 12
361 390 13
6 144 12
368 127 11
353 360 16
328 208 2
382 187 14
266 192 17
321 236 9
178 103 14
451 439 14
36 150 8
461 9 20
448 101 7
353 356 3
223 340 4
365 331 4
98 84 4
145 209 20
484 475 1
160 229 6
154 58 16
449 151 19
418 288 10
428 321 8
414 112 2
126 464 2
95 373 6
279 236 18
21 437 4
353 175 11
406 453 11
461 309 1
229 108 10
94 18 3
92 38 20
301 59 7
138 367 6
365 216 3
194 266 18
314 212 20
355 255 2
205 113 5
276 218 15
447 454 6
124 92 18
151 135 14
280 459 20
428 25 20
427 147 9
34 319 13
189 491 10
293 118 9
163 375 12
372 125 17
138 419 12
473 347 5
283 390 14
417 445 13
475 255 12
491 455 14
328 36 6
114 252 8
256 423 20
196 261 20
23 333 14
43 87 8
10 170 11
341 145 3
25 302 9
445 443 12
430 398 1
409 96 9
348 445 5
329 361 2
360 129 4
260 298 8
347 267 3
97 352 12
269 215 1
243 314 18
199 310 16
129 74 19
194 201 7
71 17 12
375 411 20
376 288 13
394 487 10
373 467 18
182 299 6
318 375 12
46 35 1
164 139 17
451 101 12
225 448 19
36 492 3
45 466 12
381 205 18
243 43 5
477 262 8
129 400 3
181 237 14
267 193 10
56 296 17
73 167 5
441 188 13
89 143 18
97 136 9
460 357 18
262 361 6
468 287 14
363 304 17
86 241 2
190 257 15
278 322 14
22 70 3
127 258 14
317 297 1
475 224 20
217 202 12
360 304 16
251 152 2
243 289 19
72 488 13
189 488 1
56 476 10
439 69 8
366 324 16
433 207 18
12 20 4
368 419 18
6 51 4
184 263 1
8 488 18
386 142 9
111 291 6
210 330 20
301 454 4
363 452 12
387 183 18
2 116 12
85 70 10
407 17 12
380 390 7
209 219 19
348 186 4
97 20 10
203 93 20
53 370 19
242 97 11
321 245 2
39 337 20
106 68 6
82 152 19
146 268 10
236 387 8
231 147 3
499 355 7
107 78 2
18 271 12
191 317 5
263 409 2
184 62 17
72 196 20
211 34 20
437 368 13
434 186 9
335 421 5
377 201 9
90 489 1
289 300 8
101 225 9
267 101 2
210 235 19
259 103 2
318 285 16
293 244 13
33 47 6
347 156 12
450 411 20
273 239 11
321 251 6
11 171 3
156 376 4
300 181 5
395 305 7
353 31 14
31 363 6
118 490 12
423 48 20
258 102 10
432 429 11
20 52 18
244 350 7
457 385 4
36 169 7
187 65 4
113 444 6
497 472 6
441 129 18
401 255 5
174 346 12
257 318 3
64 119 1
275 58 12
379 431 19
368 128 4
192 9 6
317 476 13
97 302 9
258 457 11
130 284 9
342 287 17
350 260 13
9 342 6
500 160 16
65 195 5
210 329 16
6 271 14
281 485 11
326 319 2
260 174 17
451 326 16
81 443 7
82 271 12
202 45 19
234 39 18
462 76 20
237 85 9
182 256 2
484 106 11
71 403 7
414 325 15
430 240 18
45 274 11
419 308 2
305 126 2
464 258 16
153 135 9
338 355 5
269 210 15
219 428 9
431 319 11
49 87 1
389 77 3
418 318 13
26 317 5
260 119 7
141 471 12
3 389 1
131 7 3
490 185 6
491 385 11
91 1 9
331 446 8
396 343 7
455 487 9
100 435 10
478 232 3
214 430 3
124 476 19
480 296 1
22 51 1
75 351 18
492 378 15
206 165 13
131 349 14
136 45 15
319 133 20
240 389 18
246 140 19
29 405 8
386 455 10
9 412 10
402 334 5
384 336 17
206 345 20
136 380 9
74 86 2
159 303 13
297 433 17
189 49 18
78 475 16
453 82 17
104 64 5
463 278 9
29 163 18
81 470 16
415 272 1
104 59 5
55 309 8
119 225 15
346 60 2
309 333 10
309 226 8
407 132 19
172 424 6
371 427 7
241 326 8
156 409 18
407 431 10
3 346 15
460 242 16
395 244 15
23 306 15
229 261 17
59 484 11
254 308 5
221 60 12
392 239 6
234 219 10
49 102 11
20 389 2
150 116 11
197 76 1
178 420 6
498 476 18
108 180 9
194 31 9
24 76 16
168 497 17
424 419 18
332 5 8
170 249 10
16 348 6
288 498 18
13 44 4
217 296 9
17 104 16
263 295 6
389 453 19
134 157 9
362 140 16
430 455 13
19 207 12
374 120 3
448 393 17
385 314 17
323 426 19
296 483 13
270 136 3
203 233 4
278 57 8
86 361 20
422 18 7
192 160 12
366 113 10
347 492 2
457 194 13
231 331 4
221 34 10
77 178 2
336 63 8
298 281 15
9 413 11
66 134 14
470 412 3
174 388 8
347 138 16
452 82 12
155 273 8
46 216 20
357 107 1
456 312 9
276 364 2
484 280 16
306 53 13
400 150 7
138 97 9
467 180 1
264 254 9
222 268 13
44 115 17
493 201 6
213 357 17
146 189 1
479 57 5
297 391 10
312 3 19
486 82 14
376 44 9
395 419 15
423 2 13
212 34 7
466 422 3
400 134 19
306 28 2
316 474 5
460 356 13
273 349 14
