10000 120000
4233 6527 2
6040 4735 17
399 3602 5
2747 4954 9
4896 1290 19
5795 7234 16
1665 7933 12
2621 7124 3
1022 566 3
4072 5013 20
7692 4305 19
8907 232 3
8938 2805 17
1951 2512 15
2622 2661 8
5007 5589 4
3500 537 16
6357 8699 16
9251 4991 9
8004 2207 12
4995 1967 11
1919 3511 17
5467 9750 7
5317 4429 10
2582 2733 13
1937 1427 17
9794 44 19
5001 4248 7
4947 1410 5
5603 1666 19
2950 2062 13
7429 5591 10
6829 9728 3
6968 3795 5
6379 5651 7
2886 5310 10
2198 6624 10
5251 2849 1
1170 9591 19
5457 847 10
6708 1499 18
8208 2385 18
6752 1178 17
769 561 10
6505 2857 6
4851 691 5
6626 3104 20
308 1124 9
9235 9776 8
6664 9224 2
2981 8975 11
5579 3534 15
8923 8802 17
7775 826 7
1131 1271 1
4436 4648 4
4946 1659 7
7723 9746 13
8162 8938 18
4446 8584 7
9022 9277 15
1407 1115 7
9158 5538 6
6673 6683 13
9050 8483 11
5005 973 16
3391 3664 20
1903 7059 10
3956 9975 14
8051 732 8
3965 9007 3
66 8868 11
2025 8376 3
1291 4791 18
4262 4557 16
1628 1093 1
1026 5907 19
4422 1141 1
6298 2634 13
5149 7129 11
4395 869 8
8798 4338 13
8293 8808 11
2077 36 19
1745 9315 14
8830 7376 14
8891 4438 11
9199 50 10
4433 6766 18
9239 1713 5
6010 3489 5
6181 2475 5
4233 5070 10
9417 1818 10
9777 6737 9
9246 4010 20
1854 178 19
5522 394 18
5414 4901 20
1201 3541 4
9301 9385 19
4095 5120 17
5453 2195 17
4989 8943 13
6054 6872 15
3654 5554 1
2668 2247 14
6359 2416 6
2947 4481 20
3733 5411 3
5234 7070 13
167 8238 16
334 8117 14
5954 7413 18
9871 9814 11
4439 4828 2
1217 5006 18
3783 836 1
9191 1022 19
5169 5144 16
1312 2611 6
5328 1324 1
5224 9517 13
4763 4011 19
8369 7088 16
3932 3369 1
1203 4776 18
5610 6401 16
613 1433 7
4565 2453 4
3390 8924 16
9881 3983 16
5591 7764 9
8996 1960 10
8335 4205 3
9981 1132 17
8857 393 9
1261 111 5
3836 7123 3
4063 8544 3
4822 7487 18
1691 2727 18
6967 263 9
748 144 3
4458 1851 10
3794 2172 19
7904 6694 1
4052 6067 17
2631 1455 5
246 3 1
5946 2058 18
4325 3255 16
9002 9333 14
5972 8862 13
9703 8104 5
7036 5892 19
5138 7600 11
6148 982 12
6230 5059 20
2128 5834 19
7417 1126 14
6240 2732 12
6450 9684 15
5539 5726 17
4756 1811 16
3613 8144 12
2366 5675 1
2958 3447 2
1517 836 6
8076 9818 16
7588 6461 9
9135 1775 10
8792 7799 7
7541 111 11
7269 7907 17
4282 3036 5
3786 9812 19
2440 6164 6
2482 7396 4
8129 1077 12
8398 8563 11
6344 6968 14
6129 6279 7
8377 2553 13
8699 5746 14
7885 9749 1
3010 7793 13
7875 5571 7
1704 4888 1
2046 9020 14
121 2654 16
1484 3570 9
2280 6419 20
4000 985 4
1262 5590 13
9002 3102 8
729 6098 16
375 3940 10
951 3223 13
572 1116 4
6990 6792 5
383 1391 17
4015 722 6
9748 7065 1
5957 5206 12
3166 3943 2
6823 1372 4
8283 2316 4
6507 3324 6
4161 2714 18
8034 6523 4
1402 1885 15
9684 7732 20
1833 8191 16
7847 1362 15
9129 8444 4
6335 8243 15
217 7291 2
9719 1921 2
5262 9396 9
2751 1509 9
3653 8040 4
7190 8437 10
5643 6294 12
461 5516 2
1026 4057 19
8733 2688 7
1179 457 14
705 7213 9
5629 1649 6
853 7038 5
9395 2103 4
6968 3119 19
5698 1098 20
8328 2109 9
410 1371 1
7848 8169 13
3139 9657 6
1626 5296 11
973 2893 12
6856 9279 14
1945 9271 15
2189 231 10
4554 4808 13
963 7264 4
2579 1572 10
2649 757 11
6095 5066 3
9363 1831 17
5810 8333 6
1201 3766 15
2038 5282 2
9250 8820 2
6198 1493 18
3273 9012 14
9655 3152 19
7620 5183 20
1536 4407 1
589 9470 12
6674 78 5
2074 8464 7
5259 290 1
8741 5020 2
6143 1780 1
6712 7958 19
2689 7286 1
4909 5419 7
5709 3440 2
751 3771 14
9055 2771 4
3881 6137 18
971 8044 20
9741 4216 12
7276 8842 1
2781 9845 5
7438 7665 16
7448 1170 3
2805 9715 12
5378 2397 13
232 7617 10
6002 4136 3
7973 9975 11
4171 4940 16
2538 1402 18
1183 6768 2
9452 5807 11
3055 6694 7
3422 8222 15
2170 3221 17
6871 7969 2
473 2891 8
3035 4247 14
4126 3704 6
9038 6515 3
7203 6125 20
9581 1151 20
489 2888 10
2983 9552 20
5769 8535 3
4360 6693 16
5764 3784 7
670 5328 15
2257 4484 17
4850 7251 20
8822 9619 11
1638 637 8
1311 8720 9
1730 229 3
6511 4182 9
1496 1081 16
1774 1094 1
9377 139 19
5128 5315 17
5518 5668 8
35 8877 13
8596 9751 9
4832 9013 20
9684 7554 12
4340 3145 18
4299 5626 10
5322 9373 17
4259 321 10
9645 627 3
3121 2208 1
2602 3600 10
8242 6016 19
3946 7309 6
4984 5988 16
3224 1587 3
5874 2596 18
9032 9806 1
5384 4437 3
4420 2444 17
4029 973 5
8173 5629 8
6508 512 13
7856 5790 8
867 8142 20
5360 8772 11
7553 6895 17
8195 7608 14
2122 2737 8
2939 1996 5
4517 7782 13
2274 4467 20
1545 4145 1
6164 1240 3
1376 5606 15
2273 1551 16
2969 4810 5
835 1431 12
2250 1969 20
6576 6577 17
5759 8548 14
7077 1011 18
6880 3974 18
9018 6435 15
1057 1158 14
1414 1560 2
5692 6815 13
7215 8672 19
7484 8478 2
1958 9659 13
936 5469 7
7338 467 14
3687 8148 4
634 7408 6
4535 7021 18
2789 6803 19
7695 8423 10
970 2958 9
7656 9755 16
1489 9493 14
166 6408 17
3763 9498 3
3056 2765 5
6266 2885 4
3202 4074 19
8794 8102 1
7995 9282 8
2736 2074 9
2759 6548 17
7160 2558 18
6663 4128 16
9609 4302 17
7193 598 13
8733 8006 19
710 3620 17
4842 8655 9
7609 6528 15
1349 9658 10
7349 3452 8
4124 4478 1
4722 8153 7
7502 9914 8
4101 4585 4
3844 8889 3
7336 9219 4
2371 8329 5
5725 9384 4
4420 5935 14
790 6964 13
6011 7417 13
8259 1191 2
6293 215 14
7481 8953 6
2690 9102 20
2094 8331 17
5631 4757 8
7893 2491 16
6913 8357 19
7601 4600 3
6967 7427 1
2459 8923 1
8032 1240 11
3950 706 18
895 480 16
9132 5731 2
1249 8712 5
7037 8488 6
3845 8992 1
2902 5050 16
8944 5598 3
8287 3111 20
3099 7303 14
7473 1410 7
3662 2872 12
9563 900 13
3804 2795 5
61 3126 2
7365 5539 19
2252 6795 6
38 7581 16
4819 1859 1
7021 4162 11
2990 2396 12
8187 7804 20
9998 3312 12
1109 9187 16
2347 5598 13
218 3759 9
7758 8016 1
2485 257 18
8606 3299 10
899 852 15
5904 6892 16
9543 1810 13
4107 2498 18
6033 3618 19
8691 3286 15
4797 5782 5
2561 3275 20
8488 6928 9
5603 2145 6
6421 9394 5
710 6701 14
390 1464 2
5315 5141 6
1761 8096 20
3830 7434 12
7599 4867 18
3698 3143 6
3323 9436 12
1215 7396 4
5513 4234 15
5940 4590 18
686 596 17
7955 2249 2
783 4095 13
4146 2121 3
1239 8436 6
2900 4737 7
2473 750 10
4248 3380 15
9650 8516 8
9965 752 11
8544 987 15
8258 6370 20
5560 8648 18
4411 6622 5
2312 2577 13
6092 3612 3
3997 4123 9
1184 9227 17
15 4748 18
7452 448 20
9840 16 7
5319 9624 9
8763 2012 8
853 8254 14
6707 9790 5
6577 2025 19
5609 9775 11
3937 4404 20
8242 5534 2
2434 6893 7
4600 898 7
8435 8162 8
3384 3356 13
8145 6696 8
9116 2620 9
2848 6384 6
4469 1550 16
6723 815 2
407 3711 8
3681 5316 1
3092 9213 11
6315 3034 12
1482 6995 1
3054 7129 6
6224 7686 8
6537 6944 11
6418 3944 3
6737 7185 7
6125 1700 16
1940 1860 7
5158 4737 4
526 691 12
8972 2886 6
8620 2549 5
2981 6192 4
2979 7625 20
4304 1999 9
8712 6922 16
9605 2842 9
9833 7592 19
3686 1911 19
514 8932 18
6927 3488 5
6781 8299 15
6185 6148 18
8610 8485 18
2383 8031 13
2116 5746 18
2907 1294 20
4198 6806 11
3856 2429 2
9235 7532 11
2679 8885 11
2564 8942 15
9468 5448 5
6000 829 17
5210 2568 15
1 6294 11
2841 3301 4
2399 6833 5
201 7324 6
9865 3649 12
329 2794 12
9460 5031 19
5014 3854 10
5443 6672 19
7792 1440 19
1209 8801 5
8644 7918 19
8041 6891 9
9761 8736 10
7523 1328 16
4978 5793 5
6777 3748 9
378 6689 9
6031 6581 4
748 1915 9
7795 1885 12
5012 6436 11
8171 5834 15
7604 4366 15
8344 8417 12
8672 1781 1
4875 104 17
791 7786 10
7875 9719 5
6692 7942 3
6691 5194 11
5443 2570 17
9967 6859 9
7420 5026 17
7107 40 7
7838 8896 8
5388 7151 2
3235 1795 12
3418 2886 12
9465 5973 15
6839 7190 14
9289 2007 5
4674 3283 20
4923 6216 11
2462 3288 15
9223 9854 20
6237 854 2
5282 314 13
7493 9385 13
8630 6609 14
5859 6523 2
6076 8170 13
4832 2459 6
2487 920 4
5968 9781 16
5532 9147 1
8997 684 17
7972 707 20
9366 67 4
6048 3688 2
7221 1970 6
5500 8570 7
8979 1565 5
5334 6248 12
303 5067 18
1588 4235 14
7671 577 12
9558 1339 9
425 1321 18
5633 2056 6
5853 990 20
7202 3703 13
2372 3969 19
6875 4018 13
8412 5147 9
8561 9576 2
1716 7580 18
4308 6478 17
2163 4472 11
3075 284 6
80 9310 14
9310 4651 1
1174 3482 4
9831 4784 6
740 764 19
3747 7973 5
144 9645 2
6880 7137 17
6809 5443 17
4023 4242 12
6670 4907 10
8782 4426 15
6918 5451 18
4833 6718 13
5596 4001 15
8192 493 1
8429 1009 13
6351 7133 17
7848 1289 7
6526 521 13
5708 6380 4
8095 4501 4
8344 9595 3
3548 7072 3
1318 5838 17
8738 2669 8
3362 4117 20
8802 1195 10
6662 8964 6
2132 1358 19
5535 4386 12
673 8260 11
3720 3665 7
3791 2668 13
852 2094 16
5896 6694 20
5484 8396 13
4694 873 16
1014 6480 20
972 1804 12
8080 9746 4
8005 5023 13
5632 8058 5
7373 8172 3
433 4173 9
1662 9728 1
6843 5411 12
6492 7895 8
822 9643 18
1432 4564 13
2674 9724 15
2210 6743 16
1040 4579 8
5913 806 7
600 3015 17
9060 572 6
3786 3962 1
507 9748 5
4735 5276 9
9691 4444 6
8049 6955 15
9394 393 17
1952 4478 16
9799 5038 19
776 6781 8
3956 2032 7
3033 7411 13
3803 5546 3
7044 4438 14
4618 2207 11
4750 4889 16
9931 6536 3
2119 5973 19
6891 6774 6
1448 957 20
1865 2570 4
4531 5908 15
6193 3579 3
8124 5229 20
4855 3280 1
3012 2884 14
619 4796 12
4672 4918 1
4047 7984 7
7858 9643 14
5130 4488 12
9944 8912 9
3846 2135 10
6154 9647 9
240 1410 5
1265 1709 20
5398 359 7
7281 3486 5
4955 7867 6
2431 4266 13
8338 9494 11
4381 5630 9
5064 7506 18
4080 2757 20
3595 3559 20
3639 1430 8
7387 6995 12
5909 6229 4
26 4593 7
8488 7480 17
3604 98 3
5474 1695 19
2094 658 13
3927 9598 8
1828 8843 15
5194 5069 9
4365 7622 7
4837 8888 5
2165 3968 10
3760 5266 14
575 3536 5
6478 7391 18
7007 8965 14
6837 6497 8
1356 1181 7
4676 8667 20
2959 2755 7
1874 7300 6
2928 313 15
7617 920 15
7211 7792 20
5690 5313 20
8461 1095 3
6833 2784 11
7482 8815 11
8567 5871 11
5126 9706 2
7970 794 13
967 9426 13
5079 5359 20
4276 4514 11
6785 7703 18
652 256 13
3305 6574 6
8504 9165 2
746 9396 3
1732 8444 13
6369 4031 9
6281 3827 19
996 8707 5
3617 1436 16
8205 7549 11
4799 1044 2
1055 7868 4
8148 91 8
1898 7127 1
6309 521 1
8803 6232 3
9620 7125 8
1471 3405 18
4709 4493 17
6558 6742 19
8910 4260 2
3885 47 4
7013 7167 10
7810 1119 18
851 6067 13
217 4350 20
8327 270 6
1904 603 14
9928 3958 5
4286 627 13
165 1993 5
1837 9390 19
9744 5356 12
5659 6372 9
7476 4681 20
7080 148 10
4620 5147 10
3389 6573 13
5463 4484 9
637 3649 4
6299 2654 6
7394 6099 14
5852 4872 3
9362 3245 8
7173 373 16
7075 2876 13
4779 5577 7
1731 4836 13
4809 1250 7
2404 9332 11
3025 2048 9
7588 5236 15
3936 9795 3
9618 5873 14
9973 121 6
1626 2214 17
4433 985 13
3873 3150 10
5210 9696 11
2239 5527 19
2652 8029 11
1176 3757 11
1323 976 19
7784 2825 19
410 8417 15
1987 1998 16
284 1249 14
9645 2330 19
1738 8018 12
8427 53 8
356 5013 1
365 4606 6
8687 5056 3
3901 3120 1
1344 3286 11
1906 3455 17
5166 9423 12
4541 334 4
7482 8135 6
800 4762 3
3356 7958 5
4909 9396 3
9873 3389 19
8638 9357 13
5308 6362 1
4536 1682 14
9994 9440 9
4183 1907 16
4351 4830 2
9372 5851 13
4603 2171 1
9609 3578 12
1517 7489 1
8241 4730 18
4176 9349 3
9215 5812 11
2728 8908 7
1612 2024 16
5629 8402 20
9300 5585 8
9416 7935 12
5975 8466 19
924 9842 7
3438 9382 10
4026 4319 20
7352 9152 3
9912 6157 6
9645 430 13
3738 3270 10
1747 2249 13
8063 3088 2
391 3557 7
8488 1902 13
518 1082 6
4879 5920 16
1801 5949 3
4207 2484 3
9304 1422 15
3551 4578 16
7204 8593 11
5241 2942 5
1847 6224 17
5910 9979 4
8602 559 1
5895 4464 5
6228 8453 13
8704 1954 5
7788 9131 18
5398 8153 11
8419 1485 12
388 6295 2
3610 5510 15
7283 989 3
7228 4912 10
9498 1159 2
766 3749 16
5895 1862 16
4768 8334 8
801 4038 20
4684 5477 18
4038 3668 1
9618 2631 17
1734 529 15
4802 2899 20
8778 9318 16
8235 3426 10
9720 4758 7
9633 1281 6
1029 6669 17
4112 8306 11
4817 5177 19
4989 4220 3
700 564 17
284 8971 2
5607 701 4
9951 2275 18
1912 8885 9
4493 3722 5
4168 4676 7
381 8346 9
1694 5155 7
4821 4331 20
2043 5740 13
3322 9844 17
6775 7287 15
7718 9324 16
6746 4336 19
2551 8743 13
3554 8002 16
7425 2055 13
5397 7903 18
3102 7152 17
9726 743 12
6773 9718 8
8922 4468 16
7279 8063 19
4876 4330 18
8952 968 20
3305 6746 9
4593 3445 2
1242 3425 3
3388 1480 7
1851 8818 9
7391 6145 8
7059 2589 11
760 3462 20
6410 1180 6
2164 3361 7
8522 4204 20
7288 7493 13
3395 8567 15
7180 957 3
4174 1703 1
348 1724 16
287 2510 12
8369 2376 14
8816 1436 5
2722 7745 14
809 520 18
9847 7096 20
5112 2831 11
9463 3623 12
1346 9316 19
6285 3084 10
6430 2922 5
664 5089 17
5752 4214 6
6185 68 15
9629 6581 6
872 4407 13
5084 2297 12
1430 4132 3
3146 1804 4
5623 1582 14
4922 425 7
4484 3562 9
5146 6340 3
7927 429 8
8235 341 17
773 4950 3
4010 8674 2
643 627 7
9342 6791 2
6839 5441 8
2913 1537 6
2101 1293 8
9485 4905 7
6715 1917 2
9913 5573 2
4155 3227 8
355 6717 7
4185 7796 18
3300 40 5
3150 4154 15
6723 303 11
1686 8645 1
5041 8441 7
152 2533 1
6699 1427 13
1916 9744 5
3382 4596 16
8713 2237 12
8447 8638 10
2700 8346 1
8672 3834 14
2701 9568 2
8090 4730 5
6522 9268 18
7262 9223 16
8341 9646 9
7366 9715 18
7837 1662 4
692 801 2
1527 2591 20
5748 5264 16
7929 9280 13
612 9740 1
4412 3049 12
