1000 10000
793 659 8
255 524 17
56 454 6
973 421 18
584 144 4
310 194 14
375 52 13
809 139 8
407 64 4
664 75 8
648 512 4
927 315 19
977 558 3
986 415 5
548 680 19
247 785 8
536 332 5
523 156 20
425 226 19
916 451 20
389 795 7
628 926 11
26 171 20
576 908 1
140 11 4
826 477 8
944 244 2
625 79 4
908 473 14
811 849 17
418 98 20
626 615 6
141 358 11
186 858 9
71 914 11
64 211 6
243 97 10
920 728 17
4 575 1
735 800 9
271 483 1
128 617 7
680 633 6
897 822 13
6 434 12
181 946 19
205 922 20
115 923 19
786 533 5
291 462 16
681 894 7
804 293 8
300 924 14
280 378 2
633 120 1
139 162 19
179 633 4
591 449 11
310 765 8
780 372 5
47 479 2
552 276 11
74 510 8
71 289 6
143 21 18
310 114 16
923 46 16
21 158 20
994 207 5
438 86 19
663 533 5
191 546 14
945 961 18
567 774 9
560 440 11
877 816 4
626 17 5
492 200 11
670 822 2
288 862 6
352 657 1
226 792 9
659 745 4
932 147 15
670 278 16
999 964 10
980 966 12
910 261 15
242 592 4
225 921 18
530 745 14
270 455 13
615 830 7
247 760 4
488 554 14
650 617 4
260 932 16
359 561 11
518 677 4
727 857 16
961 60 13
684 896 15
460 802 2
572 551 17
288 864 5
827 949 12
162 329 5
781 206 8
224 767 2
674 333 12
820 456 11
96 750 2
590 907 12
804 775 16
843 92 14
96 950 19
109 614 9
340 617 10
814 921 10
380 831 12
484 860 5
717 969 5
94 999 4
347 331 12
79 154 18
107 137 8
648 585 10
223 68 20
823 473 18
457 698 16
318 92 3
435 201 6
99 982 5
183 234 10
158 426 16
570 490 14
169 521 10
263 841 14
348 897 14
637 388 9
877 281 11
507 965 7
970 260 4
377 735 14
552 545 4
269 14 8
765 213 13
163 949 6
693 113 4
348 332 3
475 717 3
225 189 4
646 675 10
479 885 4
872 81 10
334 453 10
748 327 8
352 467 13
168 289 15
162 134 3
420 150 15
736 603 9
869 550 14
636 897 18
237 536 19
202 193 4
154 233 15
365 526 8
694 107 2
910 87 14
672 492 14
10 229 7
781 337 19
483 621 12
373 246 9
654 957 7
195 700 18
65 794 9
453 88 6
210 578 6
500 233 19
682 649 20
312 22 15
425 915 15
811 766 4
939 712 4
202 931 5
44 249 11
586 10 15
203 979 17
337 132 7
559 107 17
463 632 20
352 470 9
465 728 4
767 261 4
771 911 6
570 712 12
979 650 3
681 145 7
997 232 13
877 763 20
868 837 19
432 326 2
596 637 20
536 392 6
441 186 6
675 829 16
322 243 5
516 608 7
71 615 8
560 401 5
421 340 13
978 333 6
528 255 9
561 14 1
287 172 11
589 272 19
962 249 8
65 530 15
157 918 5
128 932 4
241 600 12
395 751 20
469 802 8
556 496 16
317 141 1
16 315 16
25 637 14
714 867 19
990 363 11
459 654 16
689 637 2
409 112 1
170 704 19
851 818 9
230 912 17
403 354 2
985 844 10
348 817 1
513 736 5
649 738 6
479 737 3
794 623 20
379 5 14
153 691 5
432 814 6
347 16 3
358 455 17
240 367 11
450 544 16
321 324 17
153 63 8
41 562 8
788 895 11
841 159 14
409 169 8
818 69 14
388 153 9
778 428 14
451 600 3
478 958 5
710 703 4
797 425 2
519 254 18
172 268 19
824 530 9
790 366 10
126 558 18
450 519 4
129 936 6
661 334 19
381 80 3
46 204 18
337 447 8
548 648 16
587 968 2
530 559 1
60 749 2
293 782 13
212 748 17
258 553 11
952 564 8
671 532 15
921 857 10
468 450 7
278 422 3
636 93 19
183 409 8
52 945 20
508 601 17
347 54 17
436 434 5
219 166 9
232 345 2
869 750 2
809 822 20
867 121 4
784 558 9
286 149 7
642 923 20
232 244 15
182 81 14
594 312 10
457 262 15
405 356 20
74 239 17
985 343 19
89 762 13
785 589 5
255 394 17
594 541 1
502 23 5
718 148 15
527 935 16
671 469 11
354 128 17
765 223 9
1 681 9
82 110 2
756 149 19
552 383 8
896 889 20
468 821 7
121 457 20
564 950 4
919 687 1
342 897 19
989 306 13
706 724 6
136 872 8
719 676 2
572 299 13
290 44 4
404 781 14
312 236 4
465 904 12
28 748 14
692 85 9
583 224 18
344 653 7
899 778 10
14 551 7
150 511 17
23 827 13
823 722 12
954 7 12
783 69 2
184 520 3
783 149 4
84 292 2
271 630 15
58 594 5
728 916 12
44 51 10
732 893 14
414 40 20
622 963 5
648 763 20
884 726 5
846 789 20
733 137 7
931 829 5
532 150 1
584 867 6
859 699 15
918 494 6
994 620 11
873 23 7
957 745 6
908 788 1
7 936 8
805 719 16
572 593 7
452 633 15
229 346 9
268 549 6
786 505 12
135 896 12
89 781 9
47 398 3
414 176 10
185 843 4
821 730 15
432 36 19
793 724 19
643 293 19
597 160 16
903 459 5
36 519 6
871 314 16
771 97 1
449 412 18
624 563 18
516 968 20
202 464 17
284 45 11
216 470 11
705 281 1
60 837 15
422 378 11
557 167 19
311 528 7
16 947 7
589 994 20
350 990 5
222 604 14
435 224 4
207 792 20
852 82 1
177 861 1
1 139 18
842 372 8
223 341 11
668 457 7
265 884 17
199 966 9
15 459 1
643 139 16
939 349 3
135 599 15
898 176 17
510 40 6
280 710 10
217 267 6
774 232 7
345 862 9
924 101 6
530 559 20
659 896 5
72 955 12
866 444 3
451 187 17
824 770 13
311 533 13
260 652 14
673 996 11
631 382 12
15 629 12
141 935 10
246 633 18
711 308 10
347 170 14
589 147 10
918 448 20
789 735 13
466 484 13
936 786 2
357 909 6
207 804 2
111 408 20
428 542 16
388 718 10
453 401 18
276 297 11
773 161 9
362 22 9
237 562 11
141 610 1
367 850 16
559 92 17
651 821 17
928 142 15
256 907 3
925 783 8
354 605 4
65 888 2
591 176 20
664 560 1
611 436 3
52 765 1
461 961 16
461 340 4
192 266 18
603 772 16
943 200 13
847 789 2
772 842 9
519 663 16
685 54 1
285 668 10
434 597 15
227 752 8
946 383 15
504 782 6
64 575 10
563 337 2
688 542 17
648 168 14
999 22 12
916 864 7
847 778 15
895 64 15
346 593 18
348 511 18
938 24 8
830 481 13
695 269 13
130 117 15
447 450 3
21 219 14
109 532 19
360 891 4
49 332 13
542 973 7
395 31 20
684 158 1
947 135 15
137 47 2
113 379 14
742 61 9
36 430 15
515 593 18
727 32 6
731 183 6
722 237 20
464 610 19
624 325 5
368 932 5
564 665 6
648 222 10
282 87 16
514 149 4
752 890 15
710 351 12
60 377 17
241 498 20
197 141 17
276 190 12
131 326 2
844 311 6
262 230 5
35 543 14
753 346 20
152 738 19
188 107 10
495 743 3
100 144 9
954 149 11
959 99 15
720 315 19
656 501 14
91 83 20
297 804 6
691 494 14
481 26 13
203 643 4
391 188 3
431 310 9
520 783 15
198 950 5
397 718 13
781 491 4
544 19 10
298 117 10
501 526 16
975 774 17
597 568 10
898 250 10
708 888 18
682 242 20
129 492 9
749 866 14
728 634 8
671 914 18
924 203 5
823 326 20
890 753 6
627 959 3
679 521 14
937 348 10
533 961 11
135 635 7
76 36 6
803 358 5
808 734 17
122 47 9
676 366 7
687 909 5
470 591 20
531 926 9
341 585 15
585 666 6
319 841 17
147 684 1
86 908 2
18 690 7
346 385 5
528 119 3
506 802 20
812 189 12
762 427 20
357 496 5
407 714 9
23 339 3
27 480 10
701 662 20
873 850 7
866 663 11
220 973 2
24 492 7
837 548 1
631 384 5
372 962 3
605 885 5
44 874 14
936 415 10
550 861 15
497 176 3
74 916 19
667 78 7
706 174 14
326 353 9
144 466 10
918 128 6
303 179 15
605 933 1
191 296 13
146 218 13
816 952 11
104 584 19
364 524 15
262 766 1
740 647 15
133 276 8
126 842 4
741 250 9
988 596 4
585 477 17
483 798 20
948 958 20
247 76 17
783 889 2
2 470 6
603 739 13
129 579 4
308 821 11
90 385 7
374 343 9
546 304 2
728 378 16
440 544 3
912 405 1
346 815 9
531 510 3
663 791 13
748 619 15
834 498 11
465 247 3
912 688 3
841 580 12
318 291 8
52 409 6
353 245 13
224 108 17
430 585 14
661 496 3
2 152 2
604 834 14
635 662 2
646 513 7
67 473 2
246 679 15
77 691 7
104 163 14
634 411 16
843 502 15
707 687 10
507 739 15
81 340 11
940 469 19
292 322 12
696 220 5
685 863 11
993 776 5
251 553 4
983 317 4
314 959 13
898 782 13
807 878 18
214 707 13
786 603 12
410 467 12
255 679 9
511 703 1
845 752 5
25 701 12
92 929 14
316 379 1
371 448 15
653 251 8
472 120 13
585 813 15
605 709 16
574 832 14
300 532 8
566 325 13
210 769 11
956 773 3
111 219 20
121 867 5
245 62 5
774 885 19
258 494 16
692 433 19
237 613 15
457 979 7
720 450 18
632 8 19
917 702 11
730 838 19
90 796 1
309 6 11
738 547 8
377 877 20
840 425 12
405 964 4
700 177 9
43 222 19
84 840 17
973 230 7
148 588 18
76 777 13
552 438 2
663 635 10
189 510 5
46 371 12
143 365 13
446 372 13
582 4 11
929 837 18
9 713 3
887 537 19
67 165 14
400 602 13
263 72 6
153 894 2
443 103 12
701 928 2
790 444 13
49 580 1
893 712 6
353 655 15
224 255 14
813 684 12
885 486 19
587 590 1
269 395 6
954 38 18
475 548 17
251 315 19
273 388 5
396 31 3
275 810 2
107 961 1
350 580 12
770 145 3
759 103 13
883 860 13
954 530 1
988 572 15
385 718 20
478 993 4
699 950 7
546 225 12
486 986 5
837 154 17
839 261 19
538 967 19
389 56 12
383 357 15
848 108 15
614 134 4
437 672 11
235 652 8
795 892 3
32 896 14
324 551 1
579 856 3
593 26 3
243 743 7
741 236 7
877 384 7
358 489 13
111 714 14
450 949 13
568 70 2
463 829 17
328 705 15
992 373 17
441 345 5
377 982 20
731 839 20
176 788 10
352 765 17
444 654 20
175 199 5
946 708 3
547 239 19
229 664 17
93 807 12
141 220 4
222 37 17
499 142 1
19 560 7
841 691 13
252 531 3
25 678 15
130 287 8
638 482 19
902 921 1
281 154 15
794 93 8
990 518 20
638 56 11
177 937 1
664 634 8
798 513 14
823 92 2
303 855 15
140 256 9
547 948 5
468 892 17
824 501 6
128 180 14
231 771 1
547 454 4
734 221 10
656 263 12
579 957 11
493 782 8
367 853 2
43 946 13
976 39 8
660 813 14
34 254 14
780 144 19
446 828 13
992 238 14
788 697 7
649 788 1
766 899 3
663 900 4
160 127 18
853 803 20
3 773 18
360 424 7
517 3 14
587 100 16
483 498 5
819 296 9
953 132 11
145 819 1
444 303 8
352 410 7
827 579 16
271 749 10
538 358 13
497 950 10
278 887 12
963 221 1
182 978 10
686 74 11
840 529 2
683 21 12
569 453 13
525 224 8
522 376 12
198 448 3
751 432 7
83 114 19
777 874 5
463 596 2
887 375 14
426 678 16
219 92 19
375 796 4
854 686 9
991 884 11
510 512 15
270 907 20
972 236 14
608 509 16
730 258 9
318 356 4
799 283 15
424 191 9
502 126 8
387 334 19
621 945 6
592 955 10
223 495 19
755 733 14
566 814 8
795 217 3
596 615 7
463 187 12
406 746 9
661 345 15
726 800 17
364 302 4
792 979 10
776 387 17
173 549 20
585 890 12
630 560 12
884 329 5
917 271 7
668 710 15
38 85 20
57 64 15
408 798 12
931 412 3
535 156 4
467 607 11
957 971 13
212 897 9
689 691 13
18 23 14
77 623 13
265 460 7
275 824 9
884 457 14
797 763 3
845 132 18
167 702 4
825 829 2
527 412 19
452 513 17
265 707 17
265 759 20
643 634 18
930 292 1
917 664 2
669 28 11
914 172 12
290 731 9
687 820 5
280 563 2
171 163 14
392 980 5
164 134 16
865 984 8
63 489 14
638 370 20
974 164 9
567 666 6
94 900 10
72 421 9
21 485 7
985 213 14
700 388 16
797 907 1
842 431 12
840 610 12
133 862 4
683 444 10
974 958 18
378 691 12
957 51 17
157 395 10
335 427 14
252 435 7
996 657 3
148 544 2
123 36 16
212 427 19
598 909 18
679 586 6
349 286 10
259 872 15
849 403 15
264 113 7
542 868 4
795 431 5
903 691 4
948 722 17
838 890 8
9 323 16
970 241 9
71 947 19
240 499 16
504 462 1
199 464 7
690 966 12
315 939 8
408 476 16
563 371 13
122 858 16
949 946 11
587 319 7
138 233 14
359 668 4
884 582 2
147 867 12
278 979 19
910 468 12
845 603 20
67 602 5
932 780 9
27 148 11
806 106 17
520 162 2
122 949 16
766 179 12
223 379 13
986 34 2
668 251 14
769 623 20
626 657 9
276 261 18
237 46 18
268 801 15
684 313 1
468 422 7
122 616 5
709 890 2
421 646 5
177 322 11
98 903 12
975 970 8
594 429 3
160 748 12
58 209 5
366 689 8
19 944 7
425 946 2
877 834 20
652 278 18
847 776 17
244 350 15
207 340 13
812 780 20
708 892 11
491 695 20
794 91 15
512 69 5
331 993 18
179 141 11
714 282 8
553 942 7
416 557 4
308 740 11
762 151 17
890 722 6
431 116 13
42 161 12
433 423 10
674 538 17
171 550 20
30 265 13
623 631 3
69 657 20
297 707 13
965 88 12
665 47 6
982 797 4
306 317 19
603 549 10
916 852 4
538 937 12
846 216 7
852 986 15
573 329 10
228 199 9
260 64 1
753 314 16
782 338 13
721 699 13
918 440 8
883 748 12
413 22 19
879 595 8
594 370 1
334 605 9
6 304 17
208 801 12
788 648 1
204 779 9
784 602 7
44 922 3
848 486 11
771 236 1
733 541 7
640 265 19
764 194 5
621 981 6
755 384 5
194 413 17
467 761 20
316 54 19
367 923 20
173 928 19
541 495 3
167 500 19
745 672 9
439 729 14
353 451 1
53 407 8
626 294 14
941 673 1
581 733 2
636 291 17
601 123 6
736 585 20
845 469 16
613 555 9
924 637 8
199 860 19
32 793 16
823 703 1
611 891 11
616 248 14
481 842 16
429 343 1
529 358 7
276 711 14
953 308 8
926 952 2
52 623 10
406 980 19
947 593 4
88 147 10
635 948 19
760 593 19
664 288 13
898 470 9
502 92 5
507 253 18
393 783 16
852 683 5
393 347 9
888 418 11
475 387 1
491 317 11
122 852 5
416 52 7
653 864 5
718 210 6
801 153 16
468 814 5
334 954 19
951 898 4
767 873 2
746 845 7
626 326 13
471 94 14
110 726 1
845 784 11
372 870 18
339 436 20
824 920 14
24 191 18
557 615 13
316 976 11
708 611 3
847 151 15
675 648 12
814 581 4
514 561 10
802 743 3
166 42 3
457 617 3
967 765 7
822 380 14
980 471 1
404 7 12
68 741 16
810 617 5
870 817 16
652 310 10
945 930 18
180 371 14
930 728 17
760 568 10
366 885 16
333 848 18
399 487 15
574 366 11
321 57 3
624 886 10
639 515 10
63 863 8
395 40 8
58 353 6
335 241 9
67 999 18
429 308 2
294 886 11
11 451 13
482 125 8
128 348 1
512 372 15
997 103 16
448 365 9
785 80 20
860 90 15
61 933 13
787 829 6
283 82 20
43 324 6
819 955 13
339 468 2
566 610 5
9 14 13
704 6 15
590 901 7
653 286 10
502 514 19
763 863 15
541 49 14
902 106 14
519 511 10
664 368 9
376 771 14
617 387 9
384 911 19
427 674 18
210 662 18
803 995 17
161 962 11
259 868 11
873 817 2
68 729 13
522 552 4
946 530 17
750 404 20
603 992 12
5 352 16
441 344 9
564 26 8
747 985 4
78 696 9
745 770 20
768 183 17
639 798 3
937 837 6
973 729 17
100 364 11
729 213 11
761 114 10
419 188 7
961 686 8
184 103 6
920 93 11
74 753 10
192 221 3
518 979 3
544 68 12
598 38 7
596 528 4
489 724 8
189 807 4
903 480 7
487 183 16
985 482 18
676 670 4
49 616 20
822 872 12
360 672 11
116 786 13
308 165 14
443 484 10
464 163 4
16 633 20
684 330 18
334 467 16
158 395 10
887 27 2
667 773 2
776 98 15
756 176 3
433 122 10
707 49 5
885 310 20
139 603 14
214 134 10
321 145 6
52 537 14
95 663 16
20 549 3
708 33 7
925 761 11
964 619 10
252 424 18
979 243 4
543 137 4
453 686 12
290 939 12
549 83 11
261 56 4
21 422 12
767 652 1
187 480 4
747 13 8
511 758 13
845 12 17
680 255 1
898 549 11
455 939 15
23 836 8
17 78 15
772 803 10
811 314 7
515 846 1
887 66 20
893 807 11
844 305 19
581 572 10
746 757 4
528 562 6
166 200 4
120 405 11
161 776 8
482 14 4
703 187 5
284 627 8
372 208 3
439 676 8
91 470 8
119 458 12
115 521 5
166 269 1
325 724 17
162 442 8
448 252 6
466 482 15
362 773 6
697 645 18
424 78 6
151 959 10
327 195 6
894 92 12
992 615 11
102 75 11
787 72 6
986 779 17
659 587 15
14 420 17
71 191 13
233 373 7
848 489 13
160 270 5
64 828 17
338 793 19
384 53 5
30 898 19
975 962 7
240 899 2
429 100 3
569 803 10
911 968 9
96 815 20
807 124 13
973 68 6
349 824 12
647 769 19
529 166 16
338 255 14
142 597 11
503 887 5
946 641 1
529 815 4
914 39 10
766 23 19
998 948 2
472 942 12
878 901 16
475 148 12
946 432 12
547 121 5
703 967 12
150 843 10
871 200 17
704 807 19
346 63 5
12 317 20
462 934 14
638 273 7
471 530 5
996 716 4
683 587 1
826 172 5
853 96 11
816 776 16
269 98 17
351 330 17
440 828 9
459 651 5
954 410 4
385 527 4
40 385 5
804 735 3
664 646 15
253 537 13
99 179 17
981 905 1
454 691 13
631 439 13
258 22 5
746 70 4
977 510 6
337 378 12
392 598 8
561 740 7
763 719 3
908 786 10
798 131 15
66 228 6
615 734 18
661 936 13
844 952 7
588 610 20
72 408 17
591 481 10
945 112 15
333 742 20
784 382 12
447 651 15
611 501 18
947 285 14
485 859 19
65 624 15
514 637 18
419 144 9
550 696 18
446 295 11
903 50 5
973 262 12
564 270 20
424 91 12
257 566 14
171 789 19
572 887 16
891 484 14
167 624 20
861 51 8
633 281 11
472 658 19
937 71 4
50 306 18
127 633 3
768 489 13
25 457 16
492 97 19
922 368 10
322 943 7
895 670 16
976 16 20
206 852 5
370 857 19
490 767 5
562 323 3
904 670 15
471 836 14
209 398 8
401 895 5
954 379 19
793 423 20
689 730 7
836 18 11
389 338 2
181 486 10
273 129 6
801 516 7
671 89 12
61 450 2
744 673 6
925 747 15
876 764 10
255 797 11
280 460 14
62 484 10
713 411 20
601 842 2
747 631 1
729 774 19
884 846 4
536 746 18
11 878 2
504 824 15
929 257 2
667 954 19
952 718 3
500 225 16
374 286 8
615 632 13
194 608 15
258 639 20
822 92 11
625 269 9
533 22 2
789 889 3
507 914 20
347 940 12
884 652 13
185 768 9
701 31 13
812 833 1
494 877 8
567 738 12
264 530 7
839 85 9
917 568 11
466 150 18
803 368 5
247 479 6
365 543 19
61 795 7
635 160 8
269 637 13
497 75 9
791 978 19
502 455 18
575 657 20
849 222 16
813 660 19
452 433 1
637 703 5
183 173 17
274 533 10
760 653 8
434 587 5
649 673 8
485 743 2
525 707 5
973 424 9
48 762 4
782 540 17
388 941 3
603 403 3
6 904 2
847 379 10
298 239 4
330 791 13
702 615 18
900 659 20
791 125 14
331 594 18
716 189 3
838 229 16
610 624 14
148 510 18
245 105 14
202 51 2
96 156 9
81 698 17
418 739 16
353 254 11
612 521 15
165 623 4
334 620 12
284 941 10
258 836 12
689 383 17
614 601 11
278 425 15
924 913 18
801 823 1
40 688 1
69 92 19
86 327 10
511 878 15
707 62 2
247 778 9
517 808 6
414 543 15
549 572 12
709 360 3
618 253 19
283 641 5
868 501 16
111 568 9
885 170 13
731 807 8
188 5 8
340 374 18
93 307 7
293 682 12
430 793 18
244 284 5
308 466 6
595 802 4
497 158 7
492 314 2
872 699 9
850 708 9
315 56 12
686 81 15
358 503 3
210 510 12
991 857 18
58 462 6
559 818 5
315 902 2
674 611 2
876 179 18
781 385 7
757 121 19
648 67 12
452 584 19
615 83 20
579 344 9
888 106 20
44 744 2
816 371 17
613 117 11
440 947 11
994 80 13
527 632 8
736 932 10
194 483 12
595 547 7
896 609 4
467 357 12
862 41 7
856 848 9
928 304 5
95 838 20
737 691 11
399 308 9
286 698 18
219 134 2
67 433 11
577 931 4
653 48 18
915 901 8
262 202 3
643 265 8
510 238 15
252 576 18
25 824 10
411 560 15
380 813 17
974 49 2
580 706 5
658 26 16
176 791 19
453 460 12
766 781 3
704 541 4
707 63 7
245 836 2
778 231 12
921 685 4
90 762 20
873 220 12
520 632 18
914 20 10
516 46 6
718 650 3
831 678 19
599 854 18
512 150 2
490 502 16
287 357 14
893 994 12
386 127 20
772 865 20
924 233 1
527 658 16
429 82 9
727 1 6
246 168 2
711 67 17
323 855 14
248 850 2
533 312 17
267 232 18
624 490 3
905 943 9
242 657 17
170 752 3
453 836 6
384 830 2
25 687 6
329 759 1
648 177 16
496 266 12
546 464 10
319 546 7
857 850 10
707 315 2
462 21 14
713 732 5
256 86 1
777 712 4
582 80 1
338 156 9
780 554 15
433 973 7
87 802 4
996 977 13
789 194 6
674 328 13
482 159 5
28 590 11
617 763 7
286 982 7
359 935 20
853 591 5
284 167 8
83 467 16
721 771 4
747 989 14
984 668 4
278 287 19
780 288 4
897 342 13
573 529 8
446 229 12
10 660 3
922 573 6
179 686 12
401 661 20
253 460 10
473 704 6
531 519 19
502 922 20
206 991 20
518 1000 13
453 605 19
919 685 17
572 106 12
222 746 3
42 609 13
561 129 6
992 568 2
485 692 10
858 654 20
795 289 13
781 604 8
362 228 4
344 867 3
832 612 8
253 301 1
855 225 17
490 945 9
498 578 20
918 679 16
269 428 9
494 231 5
717 679 5
603 345 7
560 889 12
846 951 11
748 980 2
990 439 20
588 607 18
996 229 9
955 725 3
426 533 13
331 671 14
769 468 8
601 278 13
479 29 12
921 329 11
585 349 3
752 152 1
870 487 9
335 706 15
601 381 10
235 80 5
804 68 19
352 737 4
297 545 3
68 294 13
667 78 10
812 888 16
861 705 13
73 803 10
700 774 11
743 119 12
973 166 3
986 501 5
200 714 8
101 771 9
5 282 17
169 77 11
677 850 16
132 510 4
176 403 19
29 624 17
518 479 2
470 576 1
478 659 10
939 355 12
611 576 1
865 778 8
5 783 7
11 504 18
79 593 10
989 883 16
564 67 19
627 46 3
7 881 2
730 819 16
738 806 17
324 829 7
104 71 1
940 845 18
478 679 13
550 47 13
985 530 5
884 465 2
584 531 1
257 786 18
991 555 5
428 495 9
133 58 13
19 947 1
223 600 13
727 815 17
505 590 20
528 646 10
342 431 2
786 781 10
414 783 9
714 696 17
908 981 15
851 177 15
402 734 18
485 406 17
391 169 18
188 804 14
861 644 8
863 407 11
51 592 5
261 535 4
679 838 8
890 116 18
998 86 5
628 677 5
680 959 15
238 889 16
10 223 10
377 32 12
970 378 11
966 404 15
827 505 10
394 136 12
450 107 10
886 642 10
648 903 4
728 448 12
981 474 8
760 346 14
918 244 5
780 282 5
462 219 2
169 674 1
583 184 1
858 714 11
564 948 11
236 222 3
281 603 20
592 176 8
689 156 1
9 695 8
251 437 20
931 655 9
661 108 1
586 712 18
674 815 11
959 987 19
289 549 12
92 149 8
434 489 18
881 679 9
728 983 6
349 101 8
552 439 16
467 91 14
992 801 14
207 695 10
99 386 5
202 755 1
48 962 5
9 841 6
346 255 16
664 396 18
298 506 7
541 467 4
800 687 5
794 786 4
160 718 7
522 187 11
243 292 20
845 500 4
379 543 2
64 835 19
588 244 14
378 305 18
783 389 16
186 485 4
497 381 10
474 484 2
51 886 20
188 239 9
894 540 12
712 761 2
461 789 18
674 690 5
497 322 6
122 419 11
91 888 8
178 389 2
460 628 8
516 238 13
732 339 4
822 695 12
614 446 10
489 935 1
966 250 1
201 145 10
114 133 13
543 363 11
137 527 1
285 475 20
464 904 7
302 460 13
857 9 12
285 86 16
969 313 17
580 159 15
313 173 12
869 807 11
461 124 2
841 803 16
899 20 11
27 44 18
177 715 9
58 796 14
709 769 6
977 599 11
716 597 12
860 133 6
510 829 8
337 816 6
992 466 9
159 771 20
727 24 19
53 192 10
694 525 15
852 230 18
773 295 4
241 192 14
809 910 10
301 858 19
195 188 18
215 952 8
644 513 4
8 419 15
285 335 9
446 524 18
927 632 11
319 639 1
439 600 17
574 978 3
812 57 7
615 213 2
77 405 9
236 759 20
608 676 9
315 243 9
812 710 7
958 264 12
676 444 15
149 380 17
454 162 6
