3000 30000
1840 221 2
2940 1655 5
2142 1877 13
1995 243 5
467 235 4
1967 1780 19
2777 1975 17
334 2111 13
2633 2068 7
356 2255 7
334 172 2
1885 2540 5
2271 2586 9
1553 2869 16
2310 2041 14
2222 522 1
1738 755 10
1217 2789 10
1698 2787 11
1364 1272 20
1079 268 16
1023 1766 6
1155 2702 17
830 2494 19
2957 912 19
2174 2852 7
1034 2354 12
1091 1393 5
1726 668 6
546 1345 1
1410 2130 17
1437 2343 15
115 2937 16
1166 1129 7
2549 243 8
2311 1922 7
1094 308 17
2410 647 6
1076 2231 3
2380 561 13
601 2662 16
2528 1252 12
1919 2573 7
389 2825 6
1620 155 14
978 2454 7
2836 1093 19
1047 1187 17
1733 137 2
1858 1565 10
2556 428 6
2695 470 3
1472 1167 4
615 1409 15
1865 2394 6
691 205 7
2271 935 8
2264 632 6
1595 2996 15
511 1243 15
2491 2953 15
1960 2652 5
225 2218 10
2504 250 14
2208 502 1
2925 2154 7
365 2398 6
1512 706 11
2136 1815 11
421 1597 4
2439 2270 18
1287 1518 3
351 7 16
599 2618 20
900 231 10
2954 2147 16
492 1747 11
1675 2157 8
2695 535 8
764 2913 14
136 1053 11
1726 2057 11
949 2887 15
2910 915 11
1199 1959 19
245 2438 8
14 1067 17
1403 1835 18
2195 371 6
556 1107 14
270 1830 18
2213 2134 12
2585 1484 19
370 1124 5
1683 2197 9
1805 1207 4
1276 216 10
2893 205 15
817 1583 20
2483 815 5
1862 2981 2
1541 1740 20
1145 144 1
1955 673 6
2710 676 15
54 61 6
2167 552 20
640 99 19
995 2503 8
1855 1160 11
826 1235 20
1857 568 15
1295 1435 10
857 2822 13
1727 2223 1
364 515 14
2367 2682 17
1821 2818 3
1846 372 8
675 1229 16
1975 1032 20
2198 898 14
2637 2564 5
2337 1703 20
396 1656 12
2527 413 9
1779 2401 2
2153 2803 3
650 2578 2
2290 151 10
1380 540 13
500 228 1
1628 579 18
2853 1743 11
2115 1312 2
2877 2686 7
1234 121 8
546 507 19
2438 2171 3
1739 703 14
117 2786 9
2362 466 19
1458 2029 17
1986 340 16
1054 1432 7
382 544 20
583 1192 20
1310 2521 18
1573 1595 2
420 367 9
294 851 9
429 1904 18
1671 251 11
282 1657 1
2430 2955 4
2529 1386 18
479 2241 16
1984 1803 20
2334 1504 9
1159 922 10
2893 1769 6
1407 2684 5
2540 2273 14
2743 574 15
373 2398 2
2745 1219 5
1028 36 15
2839 17 17
215 1682 19
1069 2686 1
403 2629 2
1398 27 19
1365 408 6
321 968 8
1947 2681 9
2091 626 10
1362 2640 1
1899 275 12
1745 2078 20
2456 1033 1
2565 1734 6
2117 1212 13
2546 2386 5
815 2494 4
2901 2624 2
723 356 17
2220 535 12
1535 1666 20
2680 2491 17
28 411 3
2615 359 18
1203 2384 18
164 1065 17
2082 199 18
1676 1672 1
1039 672 2
543 2232 20
302 435 13
1949 2366 9
1431 245 9
66 1090 10
2684 1900 6
380 2809 6
1686 1186 12
2496 2509 11
759 1445 12
1184 2186 17
65 2308 5
1565 671 1
810 434 18
1761 374 18
2030 728 20
731 2128 20
1524 2010 5
2421 2407 16
452 2740 4
1943 2635 14
2591 1239 10
322 2954 4
2024 1675 20
1665 2506 9
1780 1703 14
2587 890 12
1593 1066 13
1864 861 16
1381 1878 7
55 2912 16
904 2167 4
1084 2815 11
175 1659 16
2453 2876 19
224 608 10
198 2814 10
2587 2415 8
1132 27 9
1943 1505 15
98 1309 20
161 2141 8
1366 694 9
2886 1495 15
1518 1232 6
1681 579 12
84 60 1
2267 2874 3
1331 499 14
2150 1543 6
2179 852 17
2392 1927 5
1816 983 15
2888 557 6
1446 1827 8
1383 338 4
39 2338 11
926 982 16
1749 1821 4
2573 2730 15
2383 946 7
1941 2563 6
2659 1154 10
96 1294 7
2929 2838 11
1977 775 2
2502 2280 19
2166 1485 4
687 2969 13
1078 1667 5
1654 2408 17
388 1236 6
1503 2349 5
362 1756 19
1552 639 12
216 184 18
1294 600 9
1266 2816 4
428 715 6
1235 330 6
184 2341 8
1407 2486 11
674 1830 6
2487 745 20
132 257 20
716 2139 18
1331 2011 5
2497 1683 18
1885 2136 6
2253 1881 6
1842 412 10
2987 1709 10
236 772 13
647 2731 17
1107 1852 20
2641 2074 17
2794 1210 4
799 404 14
1460 2447 11
2302 1344 8
434 2129 3
1121 454 12
2208 499 17
794 493 2
2723 2135 15
1951 719 3
123 2682 16
1450 249 6
2315 10 17
442 2638 5
118 2359 15
1492 780 16
2527 360 16
1497 371 17
2523 1042 17
765 376 7
1232 2900 5
477 2573 3
2540 1512 18
1098 1937 7
2241 2783 16
1934 2966 3
14 2491 10
2736 1352 1
1756 1102 2
293 2610 15
771 2082 5
920 1710 16
1570 2645 2
1717 1477 1
1748 1357 4
698 2581 17
2585 215 20
2615 1346 18
1477 65 2
1820 1163 3
361 969 12
659 336 1
1378 1916 3
1936 367 10
2968 1035 3
221 2512 15
1799 2421 18
480 2838 3
2732 2298 7
307 2963 8
1564 1298 7
343 582 14
2487 1229 15
3000 2631 16
2119 2469 7
1389 736 3
573 2282 12
1924 1808 5
332 29 19
830 1485 13
2257 309 3
1020 1851 16
1879 2039 5
1152 1471 13
1390 956 18
1848 966 6
2746 2150 2
703 1632 8
35 314 18
206 1324 13
273 989 6
1823 16 1
2030 486 17
1386 470 5
1033 2167 18
2414 2039 6
745 2767 14
2663 1132 10
593 1248 18
2540 1953 10
1843 878 9
1110 1000 11
1041 51 15
1271 321 11
837 2392 14
1521 2420 1
359 1351 16
119 2934 10
2614 935 13
2916 1211 2
928 424 11
1763 890 16
273 861 20
1672 539 17
2563 2055 8
2822 185 16
354 1452 18
1019 1420 18
2049 606 5
2410 222 4
2417 2140 12
1041 1224 18
2423 2596 4
623 1280 4
2614 194 2
1145 1026 18
918 1984 16
1392 1059 11
179 265 3
2228 476 7
169 2044 16
2587 2683 20
271 73 18
696 2009 3
2589 2720 19
1867 1940 13
2087 25 17
1580 554 10
1712 2649 14
1052 756 12
312 1906 9
2649 2924 10
1615 2670 8
1602 673 14
2151 1289 8
500 806 12
11 2591 15
1046 863 5
618 2664 15
2419 1761 5
1437 1881 20
854 1585 9
833 2666 12
2475 2346 10
2445 1320 20
2632 1000 16
2981 1841 4
1467 2682 9
451 2955 19
323 801 12
1345 1942 5
1968 2125 16
1420 2238 7
234 1816 6
1829 1853 6
548 287 8
2501 2735 13
1862 1850 13
1896 611 5
2021 1915 19
462 2776 20
535 569 20
1726 285 3
1183 1918 10
1597 1781 15
1103 416 5
1832 110 20
1038 1488 7
2987 1746 9
395 1181 20
1978 964 1
2323 1139 15
2027 675 12
255 2070 20
718 1407 14
2433 2045 20
750 1560 7
2461 732 9
2134 792 17
140 1889 10
1436 2411 13
1490 715 10
1407 2506 9
919 1091 3
2580 2737 15
45 2555 5
1753 904 13
2791 448 1
2837 611 14
2092 1369 9
2180 2723 13
2552 2627 8
20 815 18
2045 2630 16
2157 197 3
2363 1141 2
1413 2559 7
1366 681 12
1287 223 3
1441 629 1
2215 876 2
666 1496 5
349 564 20
2448 1334 3
2191 1247 9
1401 177 8
2140 2272 15
2008 1206 20
694 2277 8
2427 1327 10
1630 1625 2
2705 291 12
934 526 19
1217 2927 16
2137 2361 3
2460 1361 11
1615 1210 8
2359 105 3
2655 2468 4
1308 1655 3
871 855 10
1066 1732 1
1151 428 10
2224 32 2
2856 658 1
602 570 19
106 2047 13
168 373 2
108 1617 6
396 74 8
1024 1266 2
2928 2488 2
299 2250 14
2583 772 3
1729 516 17
2917 2268 10
364 1219 19
1889 270 6
1655 1905 18
1362 977 10
2105 2622 7
1237 2757 9
913 466 4
926 1373 8
2388 2735 1
1732 2176 14
2068 1454 6
2509 36 8
504 252 15
2125 1829 17
2635 1919 1
160 1888 14
2042 1153 1
2714 1462 19
414 819 7
1715 1916 20
2637 1870 20
1457 38 12
519 1566 1
1330 2739 17
333 991 10
1147 2365 3
1775 384 4
1697 2935 10
2875 1215 2
613 876 20
2416 1577 18
1430 1731 3
271 921 5
1985 1969 17
1068 2814 4
2524 2922 18
1707 412 16
2928 2379 20
1027 1238 5
2781 1385 9
891 2145 2
535 553 9
1675 2877 18
804 2696 10
330 988 6
1595 2404 15
1968 2644 9
174 1375 17
2408 483 14
914 2621 6
1756 1468 1
2524 2533 18
2599 471 19
1583 1489 13
1280 1190 19
1950 1306 4
2493 757 12
537 688 1
433 1616 10
1350 1396 1
1523 1832 5
313 12 14
1830 477 20
936 902 12
739 2479 9
1999 975 9
1214 1178 17
890 381 5
2560 285 20
1576 2589 9
2600 2169 7
1029 2453 20
2759 1738 8
1054 1352 12
602 972 4
2622 2065 2
2331 1852 4
860 82 1
2955 415 20
298 2049 13
1485 2003 6
1652 2812 11
349 1946 15
2566 556 16
2242 151 2
1559 893 8
1411 1995 7
544 118 14
119 839 11
2641 1630 5
1577 1204 19
1380 1251 20
2263 2128 3
543 1594 11
2409 174 11
2334 1386 6
1173 2143 17
2790 626 11
353 681 8
912 1821 13
1268 2708 6
720 862 18
2499 1943 16
1927 733 9
1075 2956 9
2229 1943 19
1398 1237 8
1920 2035 18
1149 2051 14
477 1466 7
472 1485 19
1017 1057 6
486 2027 5
966 1367 8
2941 1218 18
1558 1144 6
1602 1116 18
207 1006 10
1138 1961 9
754 316 9
2416 521 17
1559 2042 3
1195 2705 12
352 2026 17
2235 2284 1
746 2527 5
2403 1335 8
556 2050 16
616 2710 13
617 2079 10
2122 1361 6
2145 2359 4
91 1598 2
805 1891 12
2057 1324 2
2241 972 20
1419 404 18
33 2828 15
1050 228 13
2564 1801 16
1534 306 6
817 344 1
259 1344 16
1878 1468 15
1279 1480 7
1763 1530 9
809 1560 17
2977 804 12
331 946 10
544 2097 15
2162 1796 5
2315 390 2
1555 2207 12
1007 2570 16
2755 274 20
1244 1371 6
835 2919 10
807 1722 1
97 2916 5
2735 2722 16
289 488 19
1895 2923 15
204 2844 10
1187 1199 13
1769 2862 13
683 991 15
22 2021 3
463 1886 4
44 975 14
2141 2658 16
498 1487 19
1055 2065 19
409 584 3
1510 273 10
1967 566 13
382 804 5
107 1166 15
2471 2632 13
884 1888 13
2345 1011 3
2521 2731 18
2921 922 3
2087 1385 7
892 2290 20
845 1068 9
2870 2665 3
2118 1261 8
445 1907 18
2092 13 14
729 1412 7
1167 1273 4
2818 1342 7
603 289 17
1217 872 1
1507 2903 16
1913 945 20
2954 1953 18
2430 535 3
782 2964 5
1139 2655 18
2346 1263 7
1077 1133 4
18 1688 16
2909 2229 7
682 2510 17
1310 2385 20
962 1770 16
2796 1351 20
1974 1489 3
2871 2215 12
2627 781 17
843 234 9
1337 2758 18
1524 404 14
676 795 15
2147 2196 1
1593 2758 16
2462 1955 20
927 571 4
1847 2798 13
2272 1339 1
2782 116 15
1993 2251 19
498 618 20
1299 2493 13
300 444 5
1708 1733 18
662 1664 17
1410 2474 1
577 2430 12
1148 887 6
2596 2995 13
488 1065 19
45 2169 10
1103 2419 1
1250 425 12
316 2306 1
5 427 1
750 2560 15
2812 1825 11
2254 2237 1
2213 1730 11
1144 2339 10
147 1109 12
1685 2932 3
174 1451 4
1887 2317 1
2844 1255 6
2676 1599 9
69 2172 16
122 1051 7
1349 240 11
1196 2820 20
2872 291 1
282 1436 8
2882 547 16
1708 2968 9
605 1 5
705 2267 5
376 1529 9
229 2965 6
1472 2217 2
2285 1369 12
1755 519 6
2802 217 15
1809 49 7
1620 2238 5
2121 75 2
2365 1711 5
1456 1195 11
576 2940 12
539 1108 7
2732 645 6
1655 301 1
2761 2256 12
1404 264 11
2234 2411 4
1683 700 5
890 661 13
985 822 2
2729 2196 19
2950 1135 18
228 1871 5
2117 572 9
2485 1404 14
979 2688 1
1239 2114 5
959 2380 3
1307 709 5
2455 301 12
2041 157 20
2673 2617 2
1832 391 2
1833 1547 4
1438 2070 2
190 1798 9
2214 2402 11
2094 2387 5
2781 1107 13
528 381 18
2040 402 4
1019 2790 12
531 2346 1
444 118 12
518 2751 1
1792 716 14
649 1774 6
2020 2814 6
2748 1791 5
2902 2339 20
1986 119 7
729 2128 6
581 1170 4
2493 1226 15
1888 636 3
2890 2768 1
453 160 19
1876 45 11
2340 1736 8
788 1810 12
932 154 19
1494 1890 11
685 2070 4
1182 2281 10
2317 451 16
1478 2001 16
1392 1786 19
2737 2125 2
677 2122 19
2142 1122 8
1430 654 4
914 772 14
1801 662 7
754 2152 17
1421 214 12
764 26 1
104 1614 8
1156 659 19
2981 2585 1
2774 1876 13
2191 2731 11
396 747 11
1395 2757 7
1133 1550 18
1308 1363 9
2206 2168 10
642 909 5
1695 2894 13
593 2236 4
2959 182 2
2061 1258 11
909 488 20
1818 1098 17
2398 2118 20
162 491 8
2219 1880 20
489 838 12
1371 2990 20
2914 1450 5
38 1382 4
2646 1220 6
2687 274 3
1380 2165 20
1594 52 8
1004 1176 20
2312 996 6
256 461 3
678 1612 15
749 421 9
55 1102 15
2423 1543 20
733 1438 9
2560 907 13
1632 2625 12
2528 124 14
2099 1990 2
937 124 5
725 877 20
1710 2399 6
2266 2730 12
54 1450 16
1144 2040 12
2214 1884 12
1183 1986 19
2289 2344 4
1867 587 11
1085 2776 2
660 1936 12
2472 2483 3
1086 1111 6
2390 2544 11
1548 799 7
842 979 5
132 2495 6
898 2498 9
1573 2961 11
2285 259 6
1314 2215 19
265 2554 12
2839 273 13
1026 2465 9
2189 1714 7
1342 898 19
2559 2320 20
2241 524 19
1967 1232 20
2310 2513 10
2975 2187 13
1664 353 15
2550 1029 16
1849 2214 6
2669 1882 2
2758 1993 19
1506 566 19
2474 1026 2
1957 2980 12
2694 553 4
521 1575 11
146 472 18
1517 542 6
1463 2934 7
273 2416 8
322 114 5
1804 1923 9
2880 853 12
497 1725 5
117 1873 12
2200 2559 3
264 563 13
2811 972 4
2604 2681 1
833 2268 16
387 2575 16
1147 2129 2
1635 2654 3
670 789 4
935 617 14
2445 2637 4
2217 607 20
1052 1961 15
774 734 2
910 2524 14
2326 2774 11
1477 744 7
1415 1746 9
170 1037 1
2278 2673 20
2908 2410 9
2341 873 1
2077 2653 8
1467 2600 9
58 1150 18
1960 2188 7
448 1708 7
2503 1243 14
2284 423 20
2370 796 19
2226 480 1
2071 1807 12
317 1441 16
1801 277 9
1017 320 17
2156 2678 13
1539 1161 4
426 2433 13
1731 2760 5
1747 448 16
680 1251 16
2567 2734 8
2574 387 14
957 2986 1
902 53 18
1423 2031 7
536 670 11
2913 1146 18
446 561 11
1923 1187 11
2123 2393 8
910 1211 12
503 737 15
1145 2829 10
833 1808 3
638 27 2
223 116 13
1305 1240 12
9 2831 7
2404 1423 4
768 1166 17
2172 13 17
459 412 2
2590 800 18
609 1540 19
2812 444 19
398 1918 10
1574 1701 8
1702 2148 5
2286 2820 9
1467 1243 3
1555 2652 1
575 1012 20
1347 832 19
2845 2527 7
1094 2662 7
2082 1346 20
2774 2455 6
32 727 6
351 1798 13
2660 1281 15
24 1688 16
2323 949 1
2846 1886 1
1898 60 1
1575 1879 20
387 1182 11
174 327 2
1991 1116 18
524 1983 16
1037 2094 12
516 2098 14
1867 772 15
1363 1252 16
1649 37 19
1533 472 10
384 276 14
2469 1429 2
518 811 2
1702 786 5
825 2858 10
745 148 9
46 422 16
1366 1134 19
1224 69 8
241 2251 19
414 164 11
1735 2359 3
675 2228 2
2296 268 19
1802 2116 16
123 904 8
2611 2852 1
880 2555 12
331 365 12
2753 597 15
1106 1744 9
2434 2236 7
894 538 13
831 2022 13
48 665 4
1430 2804 2
699 501 6
1746 41 20
1945 1333 3
2762 2141 18
2270 1551 12
1641 1858 11
1846 1716 11
1832 2091 7
1598 658 15
168 2138 10
2677 2646 8
2343 1749 14
2488 1550 1
1377 1761 1
2687 81 13
2523 721 10
1063 2847 6
1629 1994 2
2373 1040 3
1576 1688 1
458 1871 11
2169 2522 14
2799 782 7
2017 538 20
826 159 13
2045 2108 17
1242 2439 19
518 519 11
1838 2871 16
350 2444 18
2748 680 9
12 1195 18
1829 2783 9
2827 606 14
1031 1478 1
1646 388 3
2064 2407 14
2253 2451 17
1215 1090 9
1569 978 16
2226 2840 15
1320 2079 14
8 2237 14
1013 275 3
653 1445 13
1255 2858 16
976 478 17
2391 1992 6
1890 1731 20
324 1489 14
877 2712 8
315 41 18
2308 933 6
93 1041 4
1620 1730 4
838 1489 3
2282 1060 20
2084 1991 1
1694 2079 16
169 798 8
1960 587 16
2285 2670 1
2217 1325 8
2088 1233 12
2112 2873 9
2411 2471 20
768 786 4
2075 133 17
610 2511 8
1301 2454 9
2334 528 16
1588 2359 7
2085 145 12
2201 1143 9
477 969 1
2975 2849 3
353 1872 20
1052 2589 15
2551 526 6
367 1836 6
1940 1853 8
2328 1090 9
2238 2794 5
2116 2913 12
749 1626 11
1956 2736 10
2478 1253 4
1146 2715 1
1008 2514 5
539 459 18
2964 1620 8
356 1524 9
374 1161 2
1035 1080 12
1969 2547 6
672 1769 9
696 2062 9
2254 1655 10
232 2901 1
1180 36 19
544 764 10
453 2969 7
73 643 16
1517 1677 8
2837 439 12
633 413 7
1001 112 13
1200 1165 1
2985 1156 19
2596 517 11
799 2942 3
113 2728 3
2632 1769 16
93 768 17
1285 2906 13
1752 2493 15
16 210 2
2433 2644 18
536 1691 7
2955 733 2
639 429 8
1445 410 16
405 2176 11
598 964 19
334 2837 5
2185 2518 12
257 2312 5
463 976 4
2096 1251 19
367 914 4
212 51 4
1237 2645 12
111 1402 1
1066 1909 14
915 2334 13
2744 201 5
1307 929 8
2106 2821 16
2807 2005 18
28 2850 2
2056 2619 6
1987 1631 16
1494 1930 12
2327 2504 15
2755 2610 18
590 1367 4
469 450 5
2410 977 13
2617 794 7
40 2145 7
1472 1559 2
1180 2001 11
108 2472 16
1231 2762 19
2551 601 20
2401 2420 10
2179 2587 9
1413 2667 19
1829 518 19
8 121 9
653 2587 5
2795 2420 10
2871 209 16
459 1443 17
2057 1382 12
639 2505 11
1343 1543 4
1066 2798 16
2190 689 8
600 1940 12
1012 1509 3
1520 2723 6
418 2250 15
206 246 13
1047 2237 17
1055 1745 20
1097 492 8
1416 2899 20
1962 240 5
1879 2801 16
2236 148 7
2078 2322 7
2848 1087 11
440 2230 19
1723 1104 7
118 2062 7
1965 2522 16
425 342 10
1392 2975 15
2226 2324 9
577 2970 14
337 2696 9
1459 195 1
6 329 16
1710 714 2
1346 1348 1
52 1514 4
728 2599 13
2714 1120 8
2781 792 20
456 1195 4
2513 2020 19
