5000 60000
229 2125 7
3058 808 5
3501 4854 1
175 4040 2
3949 1286 8
3040 2623 6
4561 2166 19
4335 3111 6
2648 1900 11
4829 4116 1
2488 2535 15
3473 131 4
2605 1143 7
149 1401 17
3204 1159 19
1224 2423 9
580 3423 19
4993 473 10
4195 2672 6
3592 672 15
4574 2720 10
883 741 13
2520 105 9
1861 1929 19
1274 3704 10
667 445 3
1958 4730 20
4531 968 13
3740 3260 4
712 1432 6
1945 727 2
4319 3795 13
4316 865 2
2953 3129 7
115 3133 17
851 3835 11
4239 1998 17
579 3207 3
272 4762 5
1687 1147 12
2341 695 18
1877 3920 1
1798 4302 15
3812 1148 8
3279 3685 4
1694 1794 7
3853 1695 18
915 1761 12
4460 1746 18
3344 2303 13
2431 1170 14
3826 2954 20
1432 1625 4
1517 451 6
2788 2213 13
3839 3952 18
1208 1411 17
1591 996 13
285 673 4
278 2236 10
709 3469 20
3293 3911 16
91 3037 2
4701 44 14
460 613 9
730 3506 6
1412 629 4
4303 3787 15
1855 3611 14
2775 1434 3
4089 4937 9
1502 3875 10
2171 3029 15
4704 2619 20
4926 4977 17
2938 2090 9
518 4100 15
1772 918 5
311 638 10
2495 3407 1
51 2522 4
3877 1363 10
3228 2084 11
4628 4904 9
573 4118 7
1135 4803 15
1913 3227 17
2166 4297 10
2813 4158 17
3557 3625 8
2156 4500 7
3755 4883 14
2217 652 17
3647 998 9
2164 7 6
4595 2230 7
4026 3820 8
4311 232 8
1019 4683 18
2537 3476 16
1905 3818 14
3546 334 1
856 2343 8
3815 2084 19
4590 1801 8
676 4585 6
908 1270 17
448 3832 15
2773 4902 16
1284 3337 3
2142 1951 4
953 2013 5
1087 1748 20
2334 3729 13
2077 473 1
848 2132 2
1506 3337 8
1830 57 12
162 1037 2
453 3105 19
1429 3999 14
1753 360 9
1639 869 11
213 1815 17
715 1797 3
2192 539 17
2160 1346 5
1155 3766 17
250 932 4
3486 1390 19
4077 819 19
730 4723 16
3120 3286 14
2104 1541 4
1105 272 10
3335 2954 8
242 3816 8
1131 2142 16
4283 3838 11
1219 755 9
1289 3513 13
4833 110 19
734 4414 4
580 382 16
4666 3540 2
4645 2406 3
959 3718 15
2819 2308 15
2482 3592 10
1374 2793 13
3083 3552 7
3632 35 11
4940 1120 16
1711 3012 11
3642 2704 18
930 2054 18
655 3077 9
3156 4705 15
1748 4008 20
243 816 7
872 695 11
2681 2168 14
4814 4807 14
4417 1851 9
520 4811 2
3172 3356 13
2049 969 18
1193 2512 12
1026 2190 7
3219 4351 1
3616 863 19
2404 2285 5
725 3073 15
3296 2867 15
260 542 20
4420 1983 9
4849 4686 11
3848 4877 11
2021 2398 7
4960 2259 4
3393 4302 14
2874 319 5
3320 4136 13
4931 2813 15
3773 3550 19
156 2177 14
2632 66 1
2244 1323 3
3914 119 16
3760 4100 4
1682 2478 9
4943 1343 10
4103 3970 19
4734 3675 14
2225 494 9
4537 2880 13
4438 29 1
4211 4272 4
2059 2436 12
4177 347 20
4284 1071 14
2479 3064 18
3478 3869 12
4946 2084 2
2445 3408 5
44 2074 8
1386 4597 2
4045 4595 9
4361 2597 13
3297 4083 5
3453 3853 12
2837 781 17
4116 1128 8
3918 2398 6
1893 2785 19
83 4816 13
3278 2572 3
818 4076 18
1078 4294 8
2936 186 11
4263 2927 7
1960 4207 20
3584 2097 7
3777 4384 18
445 4897 3
3567 4139 1
147 1810 18
973 2270 6
3669 3905 8
3793 275 16
4514 478 8
1915 3143 4
610 287 7
1906 2796 17
3074 2627 16
2775 1970 4
1734 52 17
762 3913 6
2958 1782 18
4060 2991 19
540 2542 6
3014 1147 13
4649 3897 9
1708 990 10
4439 849 15
4327 4492 5
102 2416 1
611 179 17
2057 1904 1
1638 1520 16
95 1801 7
2 4384 6
3915 3345 7
2407 600 19
2009 219 8
4631 1494 6
76 3671 3
2866 1891 5
3952 3255 7
1138 1761 18
4297 4073 7
96 4922 11
4732 883 3
2355 1823 3
1850 4601 8
1770 1927 4
4808 22 10
3288 3621 19
3491 4632 8
29 2418 13
4411 309 19
2620 1935 16
479 1389 20
1513 993 16
3573 1611 7
2994 4194 11
1604 2357 12
1633 2443 13
1432 887 3
2055 1448 10
4035 692 11
1396 2721 19
1296 23 6
4653 415 4
1816 2 20
3266 1897 5
3641 4074 16
660 2606 6
2578 2754 8
1490 4511 17
819 4570 14
2980 189 3
4407 2148 13
1095 889 19
3149 1024 9
4382 1168 1
1774 66 15
3610 1365 18
2195 2345 13
2537 4472 3
1857 1552 14
2034 635 4
1285 598 5
4105 4847 19
3518 4814 9
2120 378 4
2598 1082 19
3715 70 8
3625 4640 3
1519 1793 5
966 1787 19
1811 4476 9
1073 941 11
2321 4764 20
3549 1131 9
1183 4677 1
3485 1077 1
3004 1079 13
3132 3616 7
20 820 15
4857 3612 16
1106 163 6
2985 759 8
2223 327 19
2986 283 7
3376 235 1
2807 2823 13
1431 1686 11
2883 1870 18
4990 1428 4
1240 2257 18
4134 447 8
3443 1585 2
1164 1502 1
2416 4509 1
512 1970 1
92 2372 16
1526 4905 20
4648 672 7
194 372 13
1562 2359 7
1806 4888 8
3324 4601 14
4484 2634 1
4309 1335 20
3479 4380 13
2697 1146 8
3346 2844 1
3660 4678 12
1689 1310 4
3894 2563 10
4476 3900 1
1535 1082 5
1640 500 3
4974 2529 18
4310 2529 1
3087 3764 17
2783 4262 12
399 4326 15
1299 4900 13
485 2929 12
4786 4293 13
3579 4066 10
4483 3431 18
4774 2030 17
3080 1936 2
1449 3598 6
1755 2037 1
2663 1445 5
1479 3179 17
4711 993 16
1500 4642 3
2978 1396 5
2465 2621 15
4054 803 14
4277 424 3
3764 3598 18
1499 4742 8
249 2623 3
499 514 20
777 3394 2
911 2002 10
948 2533 5
3175 2409 7
4886 23 2
2863 1830 16
1101 4509 10
2598 1353 20
401 2498 6
3161 1261 10
1738 2631 3
2892 4823 18
3712 735 17
4762 3734 17
791 3431 11
3891 3266 9
4812 2155 11
794 701 15
562 517 17
2937 1419 12
4754 3635 5
4606 3179 17
2470 2442 18
1333 923 16
309 3078 4
405 4500 14
4136 1359 10
2066 2479 6
3018 917 1
314 4149 16
3801 4222 17
3421 1922 19
4800 3212 6
1847 3447 15
4944 372 14
713 4960 13
763 129 11
691 1243 13
2907 3342 13
3827 1554 2
1093 1769 3
4210 1563 13
1595 2191 10
3232 4859 10
704 3187 10
2906 3250 12
3057 740 14
3475 3150 1
3460 1429 15
1509 417 6
2705 4566 9
1867 3257 5
1944 4507 2
129 1870 19
3954 2518 9
4521 3475 9
3112 3766 2
3525 4161 13
3350 2719 15
1400 86 15
795 2425 10
1750 4381 2
2244 4669 8
1782 4793 16
518 2152 10
4672 1153 10
3912 1818 20
4959 3876 16
2442 2490 20
159 2082 7
4564 2209 6
1193 832 6
3822 1366 16
4741 1302 10
4734 3123 4
1930 4003 14
1137 1738 17
1829 4590 7
3293 1742 7
903 3070 19
2023 1270 14
3597 120 5
2673 2965 10
1263 2723 9
2991 3200 18
1411 4583 7
1726 2434 13
3852 4558 2
1166 3946 9
486 920 19
1757 577 20
1882 2551 6
4923 2854 19
1629 2707 9
415 3589 14
3992 2857 12
4199 1786 18
2452 4412 5
4287 117 4
516 2842 16
3023 2967 17
4329 1652 1
4971 2929 15
1716 2368 8
1304 3556 12
1806 3592 9
4143 4061 20
3087 2940 18
215 2168 12
4745 4677 17
4558 3072 18
322 3654 9
475 540 11
4744 605 2
2230 4111 5
3496 1725 19
3713 1608 16
1640 1154 14
4783 1746 5
2050 97 16
4163 2405 17
4619 4189 9
3688 2247 6
540 4863 1
3605 4728 2
1705 4498 9
1766 525 16
1408 1392 19
4765 895 20
3271 260 10
1425 976 4
4244 910 20
2645 2852 14
4052 455 19
4309 4083 19
543 3156 4
2544 383 12
1170 1543 10
3162 1259 14
610 1858 17
949 3616 18
153 219 14
3889 1927 2
3962 1994 20
1276 4011 11
2927 4918 7
1908 4254 9
2714 1634 4
2771 2077 4
1348 2244 11
4825 1609 15
718 3342 9
900 3827 15
1921 1508 19
2146 4383 4
170 3321 15
3255 2083 18
1048 4095 2
4124 3798 19
2754 3000 5
4686 1882 18
374 852 10
3050 702 4
883 3084 17
4258 2556 4
4484 3255 14
2150 2658 5
2791 4026 17
9 3331 7
4597 2741 20
220 3704 7
543 4384 20
3313 1472 3
3290 725 18
882 2927 5
1153 1118 4
3221 4165 6
1816 3382 12
2127 223 7
4113 4103 4
4393 1156 6
819 1184 10
2767 3891 5
4149 787 6
461 673 11
763 385 9
4369 1739 6
665 1506 6
3507 1186 15
3924 3445 17
2942 4039 13
4521 3839 11
2270 271 8
2004 1770 8
4071 1509 11
4918 3079 10
17 21 18
2589 4358 5
4209 643 15
1912 3157 17
2480 3789 2
3890 2991 20
2055 1239 6
3170 1483 6
2085 122 3
214 4198 18
684 2235 10
252 3327 10
378 984 4
4407 664 7
1532 1510 18
3690 311 18
4343 1737 14
689 1290 11
4207 1742 17
4563 2835 8
1145 1169 17
3926 639 3
369 1145 5
4076 3406 10
3391 4674 9
2939 2233 20
4520 4858 11
4019 904 3
2728 203 8
3326 4016 6
3386 2824 1
1600 491 20
4605 2017 15
1795 3931 4
659 2569 11
1006 3041 19
135 880 1
3102 1809 18
3609 2766 7
2944 3766 16
4407 251 2
1490 1651 1
3220 3056 12
4463 3807 8
2936 3703 16
4719 4145 10
3294 1104 18
2032 63 18
3249 2183 9
4858 2887 11
1602 883 13
1267 2538 17
3684 1593 8
54 19 20
1948 3820 20
3199 2696 4
2509 4983 9
1792 782 18
4421 3051 9
3394 2999 14
4704 176 12
3856 4779 6
1121 179 6
3269 4606 6
1764 2061 1
2106 679 3
2544 1649 18
3900 4594 15
3021 4024 12
2084 4463 10
2341 272 19
1020 3767 1
3729 1943 5
3098 1183 3
2766 553 12
2853 1076 15
3138 967 19
1389 4726 14
4576 1631 20
4000 1739 1
467 748 17
2818 4035 9
287 4128 10
4082 572 15
4370 3717 13
2022 2618 17
3223 3023 19
3359 125 12
3658 1069 13
710 4040 4
866 2439 19
2123 3177 9
2867 3572 8
3045 4184 5
3791 4570 15
369 4498 1
1384 3517 20
606 576 11
2587 4030 9
4991 780 17
2692 826 6
1321 2788 7
4215 112 17
1970 2439 6
2936 2049 6
2754 1287 9
517 35 11
1908 4329 4
4484 2547 8
668 1361 7
2488 4304 16
4740 2502 3
3953 2786 12
2405 432 9
2264 4577 1
149 981 12
3008 2080 11
1082 150 18
2023 3040 19
1895 2585 5
3290 1847 15
27 508 12
1963 873 4
66 1208 10
556 1995 2
1249 2153 10
1248 2760 12
873 2948 8
3054 2828 2
4307 3842 7
1273 293 2
2091 779 9
1704 912 16
528 1350 19
3171 2956 10
2158 3461 11
1696 759 3
1166 4662 6
2918 505 7
638 3154 9
3723 807 16
4025 3855 9
3730 472 12
2946 589 11
671 3262 17
3575 380 4
3298 1777 12
4998 1274 18
778 3190 11
2383 3204 19
215 3618 20
3963 1919 20
4353 3330 6
1018 2781 9
2915 1702 6
338 4010 2
1608 279 8
2089 3435 11
1560 1043 12
4400 3127 4
578 3071 16
557 4312 11
557 1546 14
1684 148 7
1821 4161 13
2870 4392 20
4965 2199 13
4997 4051 14
1093 2147 7
178 3016 6
3517 408 9
3936 3747 11
2995 3735 15
2039 2492 19
3024 2321 6
1797 1628 14
2064 827 20
4236 3915 13
904 2645 20
249 3821 3
4682 1307 9
1393 4128 15
1547 2097 13
95 140 4
499 4650 10
294 3447 19
3831 2050 20
1936 1378 10
3178 3918 2
4249 1922 6
3612 2774 19
2043 3152 9
4832 3987 3
2088 1534 3
3797 4928 17
2190 706 7
2360 3646 18
4422 4893 15
4626 1173 6
1106 3870 2
195 690 10
3963 210 1
581 4403 13
3005 2769 3
2878 3127 9
1011 2404 6
2415 3896 2
3090 278 15
66 1527 5
4808 3480 16
759 4400 8
980 1612 1
2447 2227 13
219 2054 4
2191 48 18
3848 4788 18
3204 3851 7
645 4895 3
339 680 17
3400 3860 4
4095 3556 13
4260 2313 12
3046 3957 18
1828 3819 18
3412 2201 6
2865 4433 8
3715 1419 14
44 1696 18
773 149 7
1141 771 15
2205 1529 6
1297 3809 9
974 4871 4
4803 3959 16
947 2207 11
1459 662 19
3298 1228 5
4105 4778 2
420 2210 15
1756 2536 7
3295 1500 1
911 4999 13
4827 1727 10
2417 3826 7
3458 3523 14
1722 914 20
1503 3549 7
2433 162 17
3904 681 13
4890 2713 11
1562 1604 14
3526 1476 18
153 3659 1
2783 4470 1
4988 3828 4
297 1499 19
2266 360 13
738 1348 13
3347 2241 7
139 2564 18
2551 33 20
7 3716 14
2273 1233 13
2039 3266 15
850 2824 17
3815 4659 10
35 3463 3
3364 1544 1
2755 4817 15
1019 2676 7
2322 4609 5
2215 3894 9
1781 2015 2
3709 1429 5
3439 669 1
493 1835 8
3401 1430 13
3113 4720 19
2247 2427 1
3382 3827 6
1211 4967 5
3889 1927 10
4017 516 8
4598 2150 2
3055 4745 2
1869 772 17
233 4967 9
3773 2869 9
3302 906 16
4680 571 2
1506 3907 7
4207 2946 16
1074 4270 12
502 4517 6
1180 208 13
3871 1770 1
3714 4935 2
724 1827 19
4040 1568 16
3845 794 4
1100 3979 13
1384 3405 4
4508 2059 5
527 2347 6
4702 2556 14
4863 2245 15
3560 3791 12
2540 2195 6
2640 4193 13
3981 3412 7
1980 1918 4
4731 3859 4
4216 3066 9
4990 2911 9
3939 2497 1
1187 3286 2
874 4241 7
4370 2926 3
385 170 6
2637 741 8
740 3773 19
2343 2923 8
2572 2695 17
3436 1572 20
3130 3952 20
4329 3571 12
3994 2354 12
3653 2344 19
4932 2137 10
1812 4827 12
3831 2989 16
1634 4624 7
2657 3853 17
322 1728 11
896 970 6
1208 3076 1
1247 1238 8
895 3932 11
4650 2737 5
2785 3711 20
1938 2590 11
4465 1505 6
2545 2762 3
2053 1493 20
749 3006 11
4909 3237 14
4054 1081 18
3770 1833 17
3120 3199 9
4332 3546 16
112 3441 6
292 4838 3
1551 2907 15
843 639 2
3381 3297 19
1326 2263 14
3028 2892 3
3690 2208 12
149 3867 18
3821 4742 8
1170 2106 17
580 3638 12
4539 4723 18
1878 2886 20
3703 2547 16
2613 1931 10
1914 1484 16
4719 4733 15
716 987 16
1226 2349 6
3952 166 2
4346 1081 10
4635 2331 7
2322 13 2
1674 4523 6
1711 334 5
364 815 14
1289 140 4
3771 3176 11
3855 2770 14
1789 296 20
3172 4058 16
4698 1800 10
2838 973 15
1125 1984 10
3409 1412 8
2808 1884 7
1720 1664 11
2380 3597 18
4982 3401 9
10 1983 6
476 705 5
4210 2493 15
1985 672 7
505 4414 1
4551 1968 13
2993 2313 13
2806 2192 14
2052 3356 12
1504 3881 19
457 3165 2
2101 284 3
735 3962 17
1961 1679 11
1159 4851 12
4603 754 13
275 3013 2
3390 3665 8
2826 672 6
3288 696 11
2481 1689 12
2982 2565 15
2540 735 11
2265 91 7
4843 1619 9
199 1110 19
2480 34 6
1419 2517 11
210 1477 18
3839 1362 17
4421 207 9
3888 4633 1
3094 2858 4
3069 3284 17
934 2072 20
733 3037 17
1453 497 2
3519 1875 4
4892 531 17
4329 3100 14
1740 1813 13
1293 3341 10
1978 1841 18
402 3110 18
4419 1074 16
2579 2964 17
1883 3883 7
649 3406 7
192 812 2
1420 748 8
3492 2470 11
4893 2606 20
3154 3617 1
1475 3758 15
2689 2976 19
893 3194 9
4744 903 16
4843 2236 15
2597 3003 18
143 4559 9
2374 4551 1
3967 1625 9
227 343 19
340 558 10
1948 3392 13
3741 2356 4
2299 1205 12
54 442 3
779 3656 2
2699 3393 12
955 4086 12
4961 899 8
484 3445 16
3836 1669 12
426 1859 9
1198 1510 7
3543 4314 16
4796 1268 19
4483 2062 4
3215 3179 10
4413 4 18
2679 1089 10
3364 2917 10
916 521 9
3507 1235 17
3233 3033 9
2561 1592 19
604 1377 13
1604 3262 10
1551 3420 13
2704 648 14
2031 4356 8
3105 1063 14
1307 4649 8
131 264 1
2183 1059 9
2008 4485 12
1086 4493 8
781 3345 16
4926 2195 4
4126 1416 3
38 1208 9
4242 3013 13
899 4745 14
4874 3815 12
16 852 8
1839 4022 17
174 1905 19
920 3381 13
327 2163 17
4234 3712 6
2802 2590 8
2623 4081 19
1522 4460 18
1463 2977 13
2482 2854 4
4775 3756 10
4869 3378 15
1895 3073 8
1299 4645 12
4907 133 3
3294 1673 2
2438 2197 10
2896 283 8
4839 2360 14
4553 4830 12
4608 702 7
2885 4099 9
4686 1477 14
334 1850 6
2744 298 7
250 852 19
3637 4838 6
4931 4254 2
1597 2917 14
1530 2201 17
3758 1650 9
959 3338 16
3959 4256 12
2466 3229 18
3975 339 6
4774 531 12
4277 2623 6
2915 98 16
1119 4760 6
2258 3355 1
1150 642 5
1960 2273 4
736 1458 15
1366 4776 7
473 4746 9
2994 730 1
3336 1204 13
1001 1473 13
3558 1155 11
4854 4647 19
4567 748 15
1253 187 14
1134 560 1
4388 4760 10
2780 3354 20
824 4561 16
4541 1568 8
4598 2928 17
2090 3235 13
1894 4137 18
624 3196 11
1066 573 9
3760 2193 8
4762 3107 4
4578 3985 14
1013 3389 4
3709 3298 3
1039 1141 18
2970 704 13
2566 4436 18
2754 4586 6
3127 3161 5
1863 3208 14
4267 1235 7
945 4807 2
1223 3816 18
1404 3789 7
2099 3947 18
876 2272 7
254 2487 14
726 4839 6
3825 2583 10
4744 2442 10
1792 1311 14
4594 1625 4
1824 48 20
287 1120 20
4315 4803 5
1477 1653 16
4152 571 5
1756 566 20
1101 2993 3
3444 281 5
61 2285 3
120 4633 3
3088 1651 12
315 3656 2
1207 1639 15
4755 4469 10
148 1663 7
4362 2328 14
4083 4558 20
4687 164 6
3983 1754 13
2281 4659 13
2428 2193 11
294 3679 4
4691 4403 7
3924 3532 9
126 3582 6
3083 459 16
1876 851 12
1907 4328 19
1728 3463 12
1517 3579 2
3901 2985 3
1472 630 1
893 3782 13
672 501 19
2406 1788 14
2164 869 9
2822 41 11
4438 4499 3
2997 2666 8
4941 1169 5
4414 1207 13
274 1223 13
1374 1621 9
382 4650 18
1971 2104 6
3420 2146 9
3864 2613 15
4265 4913 11
1822 187 14
152 1818 2
1781 1215 8
168 2199 14
654 4946 2
4265 1719 11
2005 4301 11
1863 4740 2
2222 3576 14
2002 314 8
1752 3983 9
831 1657 4
2968 3956 9
253 2147 10
4431 3686 2
3308 82 1
933 974 20
236 2292 4
3822 1729 5
3558 3476 6
4196 4270 3
3692 4453 14
2688 4088 1
3901 3135 10
3291 1053 1
4370 2254 19
183 2101 13
4878 2217 16
214 3835 14
3629 1852 11
1206 1443 3
3483 2479 5
18 1216 13
2090 4409 19
1502 4758 5
2464 4856 17
2486 367 5
758 2036 12
1905 2585 5
4248 1880 14
2486 1269 1
1526 4441 7
2238 3479 16
2974 478 15
2468 1576 4
394 525 4
3714 9 18
4752 50 3
853 1131 12
767 1818 7
4983 349 4
4711 1047 6
453 3279 20
4244 4794 12
4396 631 11
602 2689 17
695 4196 17
4516 4346 15
2465 2681 1
184 3739 14
427 245 7
4089 2870 15
2957 4365 6
4093 432 19
3845 65 15
2593 2652 16
4877 2155 14
2212 91 3
391 326 15
4746 2256 7
1956 1221 6
1876 2677 15
4572 4561 10
2657 3811 2
4002 4880 16
142 1115 3
3361 193 17
176 3038 10
3682 2541 20
4594 3178 20
409 4859 11
1110 842 13
1188 4837 9
538 656 19
1381 3879 18
2303 4940 2
2596 1443 5
4135 265 5
2469 711 3
3652 3808 8
3701 154 5
4104 3106 15
3934 824 9
1381 4349 18
3342 2359 17
2242 3462 5
2601 242 14
1738 2000 1
871 1057 9
258 946 6
501 2194 1
4273 2888 3
4112 1524 9
1765 2087 18
3810 1512 3
473 4124 12
511 1861 19
2537 3004 19
986 1755 2
2572 2579 20
1315 952 11
4405 2725 4
2813 2504 1
2051 4664 1
1754 1717 2
2276 3501 4
2080 2786 3
4972 3633 20
332 648 4
4416 3027 7
1618 2196 6
1558 4060 18
2986 3463 17
1234 2372 6
2316 66 3
1068 4286 19
4790 3341 7
2534 29 4
4140 502 8
3823 424 2
16 493 7
700 11 7
2421 983 3
3678 4328 14
2491 2874 18
4977 4689 13
2973 4613 12
136 3968 18
1050 1395 3
148 4022 13
3396 2288 1
4418 958 12
3706 1620 11
4622 1272 1
2149 2495 20
4211 1913 19
925 2872 12
3081 4153 13
2123 4020 9
4597 115 6
4096 1938 7
4474 2877 18
3234 4749 19
894 553 5
2930 849 17
2138 2228 9
3185 966 10
4859 4971 8
2850 4459 1
3526 3202 8
2368 4675 7
2997 1297 4
1852 2546 12
2599 3233 10
4986 3378 4
461 1763 14
975 2795 6
148 1224 8
4561 3573 7
2444 916 14
4902 1982 13
3787 2731 20
2890 2110 10
4197 3460 5
2098 3951 1
4880 1759 18
4693 1724 9
603 3984 3
4496 3842 7
2485 648 14
2994 122 5
326 2711 3
1820 509 14
656 1744 11
1393 503 20
3208 2995 14
3610 2423 8
4099 4214 3
2839 2489 1
4846 1601 19
1189 4733 18
213 2129 4
2210 3027 2
2105 414 10
814 3637 12
4902 4880 20
1281 3854 1
2484 3727 8
194 1580 20
3496 2472 14
1314 1828 9
3959 364 18
4472 2849 5
1922 3209 20
4872 1784 15
4234 2121 10
375 3540 4
1375 4061 17
3408 210 5
4485 138 6
4104 2440 3
3292 342 15
1040 1303 2
156 3786 1
4861 2557 10
3398 1563 14
1475 4262 7
3088 4406 20
2645 3178 12
682 3239 4
868 4853 18
1495 180 1
1227 400 2
3575 278 1
1014 243 1
4693 4395 12
3875 3321 19
1679 1541 7
4605 527 2
1636 3543 19
2575 2207 8
4555 1333 4
12 1030 19
199 3530 6
4700 4873 16
3924 4803 12
2203 3234 14
3428 3617 4
101 1063 16
4959 1607 6
3924 4166 7
4063 1578 7
873 2062 20
977 4711 19
1001 2063 17
706 3446 10
1077 766 10
1041 2872 10
4044 4374 6
4986 2199 20
4313 481 16
2459 881 3
2572 3784 10
1965 3176 14
904 4374 10
1168 4844 14
400 2646 13
1471 653 19
1094 2819 1
2052 914 9
2219 2554 18
1907 1182 13
1363 2233 19
1200 1562 9
4443 4798 12
2462 1981 8
1822 1929 16
1815 2581 10
1998 2425 11
344 3584 3
136 4499 6
3837 3657 18
1515 1044 7
843 1724 6
4838 3431 18
121 3976 16
3698 3039 2
4533 1112 15
3386 1132 11
147 3228 11
96 1674 19
1426 3386 12
4791 3894 11
602 2122 2
1850 4342 12
2034 2049 18
3616 588 13
3013 1040 4
628 1090 16
4105 87 18
2108 2415 14
4906 1813 16
1518 905 2
2973 3553 20
1232 2326 5
3388 1747 10
715 4506 16
4194 4414 14
2889 4093 17
1253 1363 17
2926 432 20
2657 3378 2
3212 4782 9
235 2494 17
4035 688 9
119 3709 4
3732 1856 5
2808 3908 17
4702 4370 8
1241 2995 3
4815 4171 16
1450 3179 19
1923 3071 9
3884 2090 14
2390 3933 2
2050 1093 12
1506 4657 14
4026 4546 20
751 4743 7
289 1734 6
814 1329 4
3881 3517 13
937 343 18
1941 2320 10
4394 4346 6
1829 197 1
2052 1234 12
3209 1478 2
4032 1212 7
46 1331 11
1114 4386 1
1307 2202 1
4822 3787 11
2492 434 6
1141 4779 14
3976 4523 6
1790 4950 1
3349 696 11
375 1284 12
4057 4758 18
4465 4300 20
3017 2445 12
1736 3536 14
2426 1224 7
1697 777 8
3164 4963 6
664 1819 2
376 2142 9
3201 199 5
2282 505 6
4930 4113 9
680 3193 1
2074 2768 12
4993 972 20
784 3794 12
3200 1737 13
4972 3377 1
4544 932 8
1945 3345 7
413 581 6
109 2209 17
3525 2504 15
2380 1420 19
3188 4332 18
2578 4567 4
4876 2014 8
224 3998 8
1365 331 2
4313 577 8
907 34 5
1594 3743 9
4762 2244 15
3080 3354 6
3305 385 12
82 4549 7
3197 3640 13
1613 4548 13
1630 1609 18
162 979 13
2688 201 13
3338 2403 12
3670 1601 6
1308 3647 15
4359 2662 9
1515 1451 20
407 120 4
4990 450 2
136 2979 15
4583 3432 16
2810 4987 17
4853 2272 15
2764 2188 14
760 2492 11
2349 431 11
1636 1126 11
3582 3223 8
1815 2991 5
1678 4840 10
288 2035 12
3696 2844 8
1784 4622 16
1187 510 2
1698 2879 18
709 4426 17
3790 2518 17
3678 3490 16
2311 1247 14
833 2750 13
