500 3000
62 456 20
450 500 10
1 18 2
207 353 17
1 196 8
209 311 13
1 102 1
257 500 20
10 476 20
249 294 18
150 416 7
14 273 11
228 271 9
184 429 14
430 500 14
437 500 3
47 459 1
89 328 14
350 500 9
30 273 19
188 386 17
1 139 4
468 500 16
122 288 14
84 263 5
30 349 14
1 223 3
141 284 14
166 484 6
64 314 5
44 374 18
146 401 7
75 324 6
73 316 9
162 292 16
420 500 3
113 366 5
154 440 17
40 281 7
90 403 17
137 308 6
41 277 5
152 424 16
203 414 17
242 266 4
210 438 10
248 444 7
63 431 6
26 488 16
138 393 18
38 391 3
254 500 9
44 385 5
1 10 16
1 124 1
204 344 6
1 2 12
392 500 17
225 315 4
31 275 10
290 500 18
65 267 18
189 460 8
90 422 8
8 291 17
195 315 20
1 47 19
130 263 10
90 498 3
228 323 10
193 285 4
50 275 16
81 280 2
203 444 16
201 291 11
39 352 19
130 259 12
29 475 15
460 500 11
14 443 3
113 442 13
165 481 17
195 425 13
105 484 20
36 368 3
422 500 14
180 357 16
217 443 4
453 500 1
177 256 2
67 373 6
8 352 4
245 390 12
182 405 4
167 410 15
163 304 5
1 211 18
387 500 13
96 258 20
65 324 13
230 311 5
181 252 2
65 365 14
1 185 2
198 306 6
75 369 3
1 143 5
52 280 19
474 500 4
323 500 16
198 390 5
18 406 3
97 336 4
62 251 4
196 374 5
46 485 19
1 62 16
203 493 7
89 342 1
244 433 19
232 377 20
416 500 5
192 444 15
96 360 8
109 303 11
231 437 9
352 500 9
150 263 1
69 423 17
99 358 20
41 412 17
95 357 7
57 390 1
196 286 13
92 258 4
347 500 17
16 473 9
50 327 16
1 81 7
208 451 4
165 302 5
217 343 20
55 477 12
476 500 10
24 493 6
45 338 8
30 286 18
1 179 20
222 493 16
59 269 5
98 418 18
1 43 16
109 470 16
39 295 5
336 500 14
112 330 2
9 258 11
111 300 11
207 443 11
17 328 9
53 487 6
487 500 1
374 500 16
162 447 19
103 290 7
3 484 16
241 440 16
223 338 3
180 350 2
1 214 19
190 439 5
164 369 11
151 402 9
46 459 15
1 123 17
451 500 20
212 493 6
103 282 8
87 405 19
20 312 2
33 263 9
144 438 2
66 434 20
118 286 18
98 429 10
67 288 14
114 387 16
187 336 10
342 500 12
121 286 16
95 333 12
402 500 20
82 418 20
156 363 11
1 16 11
103 480 1
183 490 19
63 448 16
45 440 10
44 410 19
1 111 19
127 304 2
22 252 20
399 500 19
221 260 4
72 264 15
79 364 5
102 412 19
145 424 12
17 372 6
1 54 15
104 354 7
209 378 14
195 302 7
137 484 17
146 471 5
176 446 19
196 284 20
1 172 7
180 402 3
143 272 7
239 314 17
20 335 4
160 334 15
84 296 8
3 484 6
31 437 1
479 500 1
294 500 1
52 316 2
26 432 18
22 492 15
203 393 13
497 500 2
232 403 16
58 423 6
176 465 10
209 408 14
18 336 4
141 293 10
222 345 5
120 336 2
213 257 15
311 500 14
180 440 7
58 331 8
1 65 1
176 298 18
196 356 16
1 126 17
18 263 19
235 308 9
3 464 5
4 445 16
330 500 20
21 461 1
188 391 20
41 431 10
1 144 7
78 443 18
113 251 7
103 281 10
414 500 14
159 298 18
94 257 16
21 289 10
34 386 15
146 322 16
218 434 5
165 316 5
180 334 2
43 443 17
151 346 16
203 366 8
210 398 5
162 412 5
99 263 5
65 489 14
26 481 8
480 500 16
215 330 9
118 354 12
172 299 2
206 427 20
212 344 7
42 435 18
158 499 17
246 257 13
77 370 17
4 415 6
206 290 14
159 351 1
133 409 13
134 251 9
1 250 1
49 331 11
12 276 10
68 427 17
13 362 18
101 479 7
465 500 15
483 500 17
37 362 16
72 412 2
118 400 20
87 281 12
168 286 19
196 314 9
216 306 6
104 403 15
1 34 9
111 467 1
158 298 4
160 417 16
5 271 6
68 498 18
82 471 12
235 345 2
54 324 2
186 467 12
192 418 17
147 478 19
92 260 20
206 491 17
85 300 10
209 312 13
221 360 8
238 437 3
158 480 16
37 289 9
1 19 1
228 317 11
101 457 2
126 408 14
101 415 5
50 302 14
189 446 10
26 291 18
193 499 14
247 263 10
52 434 2
216 337 7
423 500 2
141 421 18
236 286 18
78 272 18
236 487 8
173 407 15
28 451 5
171 265 19
78 431 11
109 255 3
33 444 19
51 341 14
11 341 12
233 451 5
1 15 8
197 302 20
318 500 4
174 307 18
104 460 9
360 500 10
41 278 5
15 454 3
130 439 1
21 364 7
90 388 9
245 365 5
117 381 17
33 378 9
155 329 9
222 358 3
172 347 9
209 452 5
152 490 1
10 389 5
217 379 10
76 275 13
1 98 20
9 396 13
185 258 3
48 340 2
106 468 18
15 359 8
20 474 11
87 364 14
144 458 7
125 275 2
29 350 19
400 500 19
1 166 10
91 440 1
228 316 5
184 425 5
18 354 14
320 500 14
98 316 16
1 41 15
220 322 2
162 411 20
85 337 3
90 275 1
18 430 9
1 117 10
61 496 10
239 252 12
59 388 7
142 487 14
105 375 4
33 477 6
102 337 16
1 70 14
210 496 4
259 500 15
1 162 17
55 361 3
466 500 20
239 289 15
116 265 7
176 463 19
126 441 15
74 326 15
238 344 7
75 370 3
105 284 7
31 378 6
208 441 12
63 325 13
91 429 5
185 451 7
128 494 19
176 387 2
197 321 1
218 355 19
201 352 11
216 362 3
246 484 12
99 435 10
4 475 14
231 263 8
187 319 2
62 391 18
309 500 13
160 378 4
143 369 8
267 500 18
232 362 11
127 472 4
1 177 10
223 280 20
192 474 14
167 400 18
1 93 16
276 500 5
245 365 8
216 317 9
86 480 10
10 307 19
106 369 7
154 405 2
187 299 1
205 440 5
136 453 13
156 331 1
196 320 18
54 428 16
121 352 19
239 391 16
83 324 3
24 409 19
77 425 8
181 445 13
42 365 14
140 474 13
229 411 5
39 378 15
1 244 18
150 422 14
213 449 1
189 364 19
186 327 15
186 359 4
33 340 4
49 298 10
200 290 1
10 403 5
287 500 9
1 59 8
1 51 4
206 311 20
93 318 11
49 476 16
54 450 17
4 394 15
155 252 6
156 289 17
65 346 2
129 341 5
1 187 13
243 294 1
103 282 20
32 365 8
147 316 12
145 342 9
214 366 11
152 416 9
77 314 10
114 408 2
66 415 19
28 407 12
1 232 20
193 398 17
123 365 4
249 396 12
37 450 17
152 408 4
129 413 2
218 420 8
234 400 3
1 183 20
50 267 4
1 73 5
1 9 20
245 409 18
57 268 19
131 486 19
27 372 7
62 334 17
64 426 12
120 443 20
178 307 14
168 396 16
191 375 11
166 327 4
115 317 7
228 330 18
182 461 13
68 329 20
55 325 7
146 338 18
164 411 10
193 276 10
305 500 1
230 398 2
44 335 14
1 17 1
209 427 3
134 439 2
1 237 4
275 500 17
217 397 6
21 332 7
385 500 9
134 317 12
424 500 11
152 317 20
249 403 5
123 478 15
164 398 12
86 468 16
64 362 4
154 267 12
1 188 4
21 367 1
11 304 18
380 500 17
462 500 13
306 500 9
237 308 14
13 461 18
1 88 2
42 349 14
128 402 14
43 471 7
58 274 16
179 478 18
97 487 20
142 272 1
106 344 15
35 476 8
391 500 8
473 500 4
92 322 17
55 306 6
165 457 20
1 61 20
209 385 19
49 324 7
34 456 6
140 367 16
227 422 1
31 369 13
215 445 3
7 477 18
73 310 14
214 265 11
454 500 13
308 500 15
133 395 5
78 276 10
176 378 8
346 500 17
133 356 13
142 408 18
153 294 15
6 313 6
165 429 15
217 281 14
1 167 15
75 340 7
26 330 9
117 257 4
9 465 14
204 392 18
19 461 5
250 437 18
188 379 12
238 493 18
180 348 11
114 345 11
37 344 16
329 500 17
111 375 10
124 460 4
404 500 5
13 325 4
156 332 16
101 389 18
42 275 18
8 301 2
43 397 11
136 357 15
202 277 16
162 333 2
23 355 13
35 411 12
106 446 16
189 473 4
235 460 1
1 186 5
274 500 15
36 263 2
216 414 1
6 327 3
106 469 5
155 440 19
40 458 2
61 398 13
150 272 9
215 471 14
231 363 19
100 303 12
211 478 5
114 451 6
80 489 20
51 497 9
128 409 20
1 37 3
10 325 19
245 252 19
1 3 10
248 273 15
39 361 17
228 324 3
8 293 11
362 500 16
169 281 19
29 400 19
204 436 15
11 406 10
75 495 20
169 345 3
131 432 5
1 133 12
132 487 2
43 423 18
25 329 3
1 33 10
186 387 13
321 500 18
1 178 19
166 345 15
327 500 14
77 441 20
72 339 19
22 437 12
170 414 19
56 389 9
41 472 3
249 344 20
201 322 10
239 465 11
138 413 15
50 306 14
59 350 15
118 335 13
74 494 7
185 300 17
183 348 2
226 266 19
99 365 9
80 421 19
11 336 7
195 290 15
60 465 5
232 333 11
176 448 11
191 491 13
155 485 16
222 347 19
135 266 12
71 444 18
7 388 5
23 260 8
2 467 16
1 101 14
237 258 6
158 290 15
498 500 15
147 364 13
138 444 16
97 261 16
131 275 12
95 377 19
2 334 17
68 395 20
191 305 7
130 318 6
215 281 1
354 500 16
175 309 5
156 407 18
10 354 8
46 388 12
102 452 14
236 388 9
247 332 3
39 479 4
28 446 13
99 481 17
218 289 1
209 418 9
137 304 9
83 485 15
204 489 16
192 372 1
108 344 6
1 212 2
20 302 9
55 353 16
146 260 9
146 481 14
12 358 13
203 388 1
210 294 2
114 283 16
222 308 4
65 299 8
1 128 8
89 382 4
10 389 7
49 451 9
193 414 7
1 78 7
222 392 3
152 459 15
110 426 16
384 500 13
180 313 5
153 467 16
44 298 15
9 347 15
183 253 20
149 345 5
180 438 5
348 500 7
145 286 14
1 158 8
222 472 4
216 428 1
36 489 1
159 345 17
29 426 16
17 351 4
15 362 20
247 452 17
181 491 20
469 500 10
93 343 18
1 203 15
141 277 2
36 264 4
110 437 2
43 357 17
147 450 6
405 500 15
1 28 19
10 457 11
488 500 16
151 342 5
38 402 3
33 378 1
135 447 18
200 472 12
48 449 9
181 373 5
148 355 7
299 500 4
1 191 18
85 493 6
236 342 4
122 398 6
33 435 19
113 331 15
65 480 9
175 444 17
71 288 2
9 265 16
164 415 2
1 165 1
11 321 8
165 481 8
141 397 16
36 298 15
23 453 2
229 339 5
70 429 14
136 405 3
122 402 17
86 302 6
109 451 4
226 478 4
120 307 9
189 373 8
101 490 17
244 445 7
96 394 15
147 468 14
153 471 17
1 39 19
49 443 8
230 417 14
457 500 18
220 379 12
207 402 16
149 260 14
53 397 6
19 416 7
87 349 3
355 500 20
210 457 4
196 301 6
32 479 19
18 470 15
141 386 20
93 475 19
60 270 15
75 341 17
100 396 7
3 294 14
239 315 1
81 495 15
1 55 4
15 384 11
111 331 12
98 400 20
39 371 14
106 402 19
175 326 15
1 142 8
16 481 4
239 497 13
1 92 7
59 371 8
242 329 18
140 368 11
46 311 14
106 436 17
216 279 2
1 195 19
194 331 18
236 474 5
25 485 17
190 473 17
356 500 6
73 395 8
45 478 15
31 275 4
63 434 10
10 402 19
3 401 9
79 357 2
228 417 11
107 454 11
190 336 20
139 399 7
126 467 13
246 456 4
249 263 15
59 368 16
100 422 13
36 252 15
139 475 2
66 298 2
1 84 16
444 500 1
232 468 3
111 483 15
79 299 2
123 313 16
244 451 17
47 294 3
33 319 17
241 398 18
199 320 11
386 500 2
237 278 17
59 386 5
242 419 9
162 383 2
41 439 15
7 417 15
9 375 11
124 469 8
209 485 10
1 248 16
54 313 4
246 319 12
52 492 13
135 301 1
242 431 19
144 361 10
205 435 17
128 447 10
177 463 7
5 401 19
319 500 18
407 500 5
1 145 8
70 356 10
81 307 11
46 435 12
250 282 7
100 399 15
98 421 10
328 500 5
157 347 3
1 138 5
56 470 20
217 308 15
94 251 15
71 472 9
194 452 10
150 402 10
224 338 8
113 364 5
179 426 10
39 412 18
429 500 7
49 289 15
242 317 10
132 327 12
17 387 17
104 328 17
41 457 18
53 419 10
230 440 19
269 500 10
86 487 8
242 488 14
215 366 4
26 353 17
101 480 9
203 260 4
156 340 9
204 335 3
145 314 1
148 341 15
19 294 2
4 309 3
1 152 2
218 385 19
40 393 6
131 481 17
214 299 11
60 478 2
216 310 13
107 328 18
1 80 13
100 319 4
131 337 9
99 281 9
140 294 5
102 377 6
162 386 2
361 500 3
393 500 16
136 319 13
167 371 12
198 286 17
174 415 20
51 357 18
185 293 13
227 444 4
243 444 13
33 304 4
1 193 11
47 463 7
146 368 10
72 320 18
186 357 2
217 266 8
152 387 12
101 377 15
59 305 20
172 351 3
59 252 14
5 271 20
179 478 10
110 260 6
76 458 9
86 380 16
16 493 20
21 320 2
23 439 14
75 275 5
90 473 5
7 487 18
1 181 14
92 271 12
119 254 5
115 376 2
52 464 2
1 137 7
279 500 12
104 403 6
184 364 19
135 419 1
146 295 2
448 500 7
221 350 13
133 403 1
232 273 8
239 381 1
164 421 6
214 299 1
57 274 16
310 500 4
3 353 11
143 370 14
186 425 6
58 263 11
176 498 1
178 408 19
467 500 12
1 75 9
18 354 15
21 396 10
29 434 19
172 252 15
1 110 3
188 345 11
478 500 4
93 343 17
232 398 16
81 466 20
35 282 3
31 432 6
100 401 4
36 291 20
265 500 13
199 269 7
192 457 13
235 448 19
113 260 13
78 309 12
188 497 1
130 424 13
334 500 4
49 269 17
148 282 17
1 79 20
1 71 16
1 197 12
154 391 7
152 467 3
12 293 16
1 72 17
228 484 12
30 257 14
455 500 7
107 353 19
4 433 13
1 108 19
45 279 18
86 341 19
250 417 8
251 500 11
152 341 12
295 500 10
243 291 2
194 488 6
239 441 5
49 296 11
15 458 5
153 349 13
128 443 10
68 478 20
235 417 8
1 90 6
198 421 6
5 414 8
233 393 4
1 60 20
75 286 18
160 298 18
207 449 6
208 419 8
25 389 9
73 350 9
84 430 13
198 330 3
216 283 17
22 361 9
231 259 16
242 311 14
78 411 14
231 388 17
285 500 4
72 289 10
146 294 9
383 500 10
31 413 19
67 427 8
128 256 17
73 338 12
26 339 16
304 500 10
1 29 9
282 500 16
237 314 7
18 345 13
179 401 8
1 241 8
128 316 4
51 401 18
99 409 7
174 303 1
1 105 4
130 480 19
48 324 3
1 22 6
117 393 8
77 293 11
1 66 12
116 280 19
1 245 14
171 382 4
119 443 6
471 500 5
1 184 4
117 312 19
217 413 20
22 459 5
59 327 1
1 153 16
143 380 8
152 440 17
26 487 8
24 334 3
39 277 5
233 370 11
151 467 2
143 289 6
14 356 15
168 471 13
456 500 5
436 500 4
57 422 16
1 154 17
163 400 17
135 387 6
50 363 1
154 394 15
12 293 19
1 44 1
51 462 10
248 489 7
206 338 16
86 356 2
153 306 19
50 450 5
231 262 11
99 359 19
239 452 18
87 303 20
240 429 3
186 476 9
243 374 3
1 173 8
419 500 4
185 477 5
281 500 2
196 369 14
207 279 14
10 358 11
171 332 16
101 318 15
65 293 5
170 417 12
201 260 17
1 134 16
35 307 12
192 326 4
73 441 15
180 457 11
247 467 17
245 280 18
102 484 15
242 357 12
1 48 12
1 135 17
76 351 1
205 447 13
112 471 8
1 32 4
188 480 13
1 77 12
244 410 15
43 288 17
43 422 17
189 406 7
143 440 13
152 450 15
118 383 13
91 485 2
68 321 17
44 251 16
170 489 8
17 457 13
140 292 5
441 500 11
182 336 19
153 496 12
106 269 9
369 500 2
34 269 19
47 468 10
158 395 19
57 348 20
81 399 8
17 263 4
204 253 14
170 390 7
108 440 5
45 285 18
49 302 12
10 460 13
1 23 17
288 500 2
160 346 10
440 500 20
142 299 14
129 303 5
182 282 19
205 386 15
159 421 17
435 500 3
1 217 4
18 447 5
189 432 14
35 443 12
58 439 4
149 290 15
135 309 17
181 296 14
197 464 16
1 218 5
170 378 10
496 500 4
170 454 5
4 283 8
67 361 15
153 260 19
9 268 18
115 420 5
154 416 6
216 358 4
26 388 10
56 323 13
22 489 8
256 500 2
234 441 3
64 438 13
60 311 4
101 272 15
29 440 18
214 478 12
105 354 14
1 206 8
223 382 2
34 411 13
167 463 9
154 367 5
29 329 6
199 335 20
1 115 5
168 317 20
7 455 8
291 500 16
145 288 19
207 431 7
145 280 15
196 353 14
231 280 9
109 484 6
185 347 19
189 458 20
242 416 6
1 202 15
245 254 4
101 336 13
129 359 12
1 233 2
14 430 1
5 390 7
115 446 12
55 496 9
162 291 6
101 423 17
148 261 3
65 349 2
71 354 15
51 293 10
107 257 6
28 277 4
148 398 8
34 436 19
217 441 17
363 500 8
207 377 13
187 377 12
4 431 13
1 106 19
172 474 1
307 500 1
160 445 19
1 12 11
55 366 20
37 272 5
97 330 5
280 500 15
12 368 11
67 303 5
1 5 8
97 323 2
169 396 1
174 370 2
1 57 18
215 491 2
80 483 19
16 338 9
193 288 1
234 464 18
181 277 4
62 280 4
83 388 8
41 363 13
223 305 10
1 168 7
53 369 11
71 408 4
197 478 2
201 456 6
1 221 18
1 4 20
125 366 12
194 349 13
17 361 2
52 457 11
8 407 11
240 495 3
189 484 4
443 500 3
192 283 12
5 317 12
137 422 16
216 394 14
40 260 9
185 460 7
98 387 4
216 261 15
130 420 14
3 292 12
177 338 4
3 471 14
79 382 5
195 282 12
377 500 13
33 296 2
51 441 19
1 151 16
100 451 17
56 412 7
246 383 2
104 376 13
66 319 7
155 303 18
107 381 8
4 388 18
213 318 8
378 500 15
222 366 11
169 368 14
125 290 8
89 390 4
28 397 9
245 458 7
38 277 19
190 297 15
210 356 15
60 367 5
99 429 7
134 470 18
116 376 9
18 347 1
100 496 2
92 309 13
98 462 16
7 438 20
113 269 2
240 377 1
107 317 1
110 290 7
149 311 8
58 463 2
51 448 13
1 216 14
75 348 5
217 273 4
248 478 15
81 318 3
198 369 7
459 500 1
105 448 19
98 439 4
44 466 8
1 64 2
489 500 8
186 284 5
29 287 2
154 445 3
75 275 20
92 305 20
140 400 20
18 271 19
126 275 8
190 278 15
198 288 18
193 419 14
225 260 3
247 366 15
1 68 8
226 376 3
145 449 14
65 283 14
158 290 6
54 490 4
223 467 16
181 314 15
174 318 20
34 291 3
235 303 11
1 231 7
170 251 1
6 257 18
48 382 20
4 472 7
140 419 10
144 310 8
79 418 11
182 398 11
268 500 16
49 379 12
191 404 12
181 416 4
168 456 4
170 468 8
14 291 5
27 270 18
317 500 6
135 307 17
117 469 15
191 472 3
31 466 14
166 256 3
433 500 20
1 235 18
211 381 2
181 412 6
94 286 16
188 371 20
103 345 4
46 430 13
42 373 8
48 321 18
12 309 3
1 40 7
247 334 17
82 466 1
70 369 1
485 500 6
202 417 2
209 459 14
97 318 1
185 440 14
43 457 10
106 361 6
93 335 5
96 258 12
187 486 10
88 280 17
105 424 2
248 345 11
1 67 2
337 500 20
55 346 17
35 379 13
1 204 7
237 448 4
71 318 8
154 315 4
224 259 1
213 347 15
139 388 8
132 367 20
185 470 14
237 482 2
302 500 19
1 200 9
190 277 17
194 283 2
146 374 12
1 56 1
322 500 13
60 346 11
68 402 18
150 283 2
141 284 9
60 338 7
207 432 17
105 423 14
1 58 10
128 442 1
335 500 4
169 374 9
53 393 14
13 460 9
61 488 12
472 500 12
20 306 2
20 485 4
241 430 17
104 386 20
353 500 5
1 20 19
205 425 14
4 303 16
149 358 5
9 350 1
226 424 18
162 327 4
249 403 18
370 500 18
1 180 13
32 419 18
84 305 10
193 293 4
222 411 11
108 307 18
44 438 11
132 332 17
242 253 1
154 333 6
203 276 19
220 379 3
247 285 6
1 131 13
86 348 5
161 327 13
231 391 19
35 257 13
41 489 12
78 323 14
19 436 12
1 127 15
1 199 3
3 305 14
243 461 14
184 466 2
133 495 20
233 342 12
11 298 1
149 381 7
1 74 8
133 339 1
364 500 9
82 299 12
389 500 1
156 288 9
33 359 10
325 500 5
99 404 5
303 500 11
41 306 17
38 450 1
98 479 11
113 335 2
67 494 3
255 500 19
99 363 9
31 388 16
209 439 16
246 273 18
34 429 15
1 13 6
112 452 10
103 317 7
19 442 5
183 278 20
83 350 3
179 392 13
172 451 16
4 295 7
408 500 10
201 427 1
211 356 15
166 483 8
1 24 20
90 489 19
141 352 3
1 150 16
2 321 8
88 495 7
175 477 8
124 370 16
207 321 8
72 336 9
1 50 14
139 444 5
1 176 10
82 317 14
145 364 3
358 500 3
227 289 5
490 500 20
206 394 2
185 264 10
240 480 17
176 302 16
63 423 5
1 122 11
36 461 8
411 500 20
124 386 1
477 500 13
1 38 17
111 479 13
109 371 10
127 418 6
45 323 1
1 69 4
390 500 19
186 423 7
38 346 19
100 422 17
413 500 18
108 498 2
95 466 7
240 465 15
3 262 19
205 470 1
73 287 10
204 468 16
79 397 20
126 315 10
241 481 20
182 271 2
180 299 9
103 498 8
1 141 1
69 472 7
11 331 1
202 433 1
204 285 16
56 340 17
124 453 4
201 312 9
130 375 19
58 450 5
28 447 9
240 453 18
1 239 20
76 455 4
104 336 12
250 320 2
41 468 18
343 500 9
107 435 14
17 356 20
89 433 1
91 419 3
216 284 10
159 397 1
4 461 6
72 373 2
48 314 10
49 377 11
45 318 20
1 213 3
173 355 20
482 500 20
13 442 11
200 421 12
28 493 17
168 499 11
31 322 15
205 328 15
186 425 7
181 376 12
58 305 9
53 384 20
43 326 3
182 381 8
36 370 1
229 424 10
241 405 15
107 438 2
219 319 5
1 201 6
227 341 19
1 220 19
176 282 5
236 473 16
8 278 12
183 406 5
1 194 3
54 465 10
48 481 20
241 389 12
1 205 12
1 155 11
122 285 8
191 450 6
312 500 11
121 289 11
54 290 14
52 357 11
1 30 16
93 370 7
159 298 13
173 446 7
157 365 10
1 156 12
20 319 3
135 312 10
104 380 8
218 497 20
461 500 5
113 264 20
1 240 11
189 454 19
154 445 15
103 486 1
9 496 7
157 358 7
79 382 7
15 466 5
166 364 8
124 392 19
195 416 14
357 500 14
207 296 16
69 463 5
125 428 3
484 500 3
85 388 20
23 343 9
124 476 18
17 299 6
139 377 16
1 182 5
63 266 1
232 326 11
1 140 8
1 91 3
1 132 4
366 500 1
175 461 20
79 411 6
224 298 15
15 428 14
464 500 7
213 283 16
249 348 6
144 466 3
316 500 16
194 279 18
197 420 17
227 287 2
117 496 3
197 378 20
202 478 11
445 500 9
69 451 8
28 436 2
191 301 12
154 414 4
145 499 4
401 500 15
42 431 20
499 500 20
10 423 3
101 438 6
204 490 20
91 361 1
77 407 20
1 53 17
470 500 5
154 493 4
110 415 4
177 450 16
188 349 8
87 444 6
50 307 3
4 278 9
37 255 6
134 334 15
232 485 17
64 340 16
186 288 5
13 484 16
48 477 12
245 259 6
1 82 16
415 500 3
266 500 8
215 281 17
158 480 11
49 456 19
222 431 6
193 373 13
45 329 10
54 410 5
91 365 12
104 255 3
38 341 19
431 500 11
86 391 11
1 242 10
102 341 19
1 234 6
170 487 10
147 465 16
109 399 6
241 335 8
150 465 14
10 423 16
91 391 6
62 350 9
171 425 3
163 480 5
418 500 5
3 380 9
172 465 19
240 452 10
56 373 7
332 500 15
31 461 9
68 463 4
108 301 1
11 294 17
229 370 19
141 376 19
75 328 11
90 357 16
34 378 9
224 472 13
221 268 18
