3000 30000
374 2988 7
1166 1636 11
676 1657 4
664 2168 3
475 2765 1
1065 2248 7
433 2006 10
1009 2167 20
1044 2183 1
1002 2905 20
1112 1936 9
1257 2889 10
599 1994 7
1019 1751 4
288 1886 13
37 2642 3
1077 2198 2
1020 2304 16
925 2041 6
417 1778 8
498 2119 13
583 2692 12
1008 2798 11
882 1628 19
620 2299 8
315 1560 15
225 2957 16
1431 1643 8
633 2836 19
1 635 10
270 1562 13
207 2166 15
335 1732 15
290 1565 19
65 1803 19
1348 2862 16
1022 2477 1
1393 2808 13
484 1765 7
504 1569 9
991 2287 10
1 1440 6
804 2054 12
379 1609 2
1020 2219 12
2137 3000 10
1079 2104 4
1144 2786 2
1456 2269 5
942 1927 8
1368 2207 12
1316 2399 20
382 1530 3
1039 2158 2
169 2317 14
1 1394 11
2542 3000 19
963 2936 4
193 2460 5
149 2233 19
1 1208 6
1111 2056 5
666 2187 16
154 2116 18
1 1086 16
602 2867 9
809 2083 18
1370 1844 17
1144 2432 12
609 1687 14
1343 2941 17
140 2211 14
844 1908 3
93 2863 16
455 1596 1
486 1747 4
1634 3000 10
1013 2194 2
669 1689 6
2 1732 13
532 2105 6
869 2213 16
181 2396 15
79 2992 6
755 1550 15
1192 2439 20
854 2758 16
1128 2344 17
821 2336 14
471 2542 3
1 1233 12
686 2622 19
281 2815 1
904 2021 8
1111 2763 1
1370 2364 2
1220 2285 11
44 2574 15
1020 1615 8
1015 2922 17
1386 2238 14
911 1912 3
1135 2953 3
774 1718 17
1312 2448 1
984 1513 16
255 1504 4
762 2387 13
1081 1744 10
948 1893 4
1454 1769 7
1458 2351 3
2996 3000 6
1098 1756 17
600 1859 9
1077 1953 11
1 261 13
1319 1559 6
356 2489 4
811 2754 4
268 2555 11
454 1664 13
143 2880 15
313 2378 18
490 2991 1
1392 1998 11
1403 2561 20
1653 3000 6
891 1930 12
945 2493 15
1312 1832 11
441 1892 13
303 1663 2
1340 2225 13
799 2998 9
818 1999 9
437 1665 2
898 1938 3
113 1638 9
815 2441 20
680 2615 9
583 2722 10
182 2187 12
368 2037 5
738 2328 12
114 2681 9
760 1721 2
1 758 14
1198 1630 17
1304 2735 7
1134 2060 14
429 1851 7
798 2341 14
1368 1525 20
1065 2717 1
930 1931 16
1 712 19
1 450 19
1 188 19
348 2607 16
858 2780 7
328 2238 13
738 2830 7
405 2175 17
1 602 9
408 2358 18
410 1656 3
2890 3000 7
1027 1872 5
703 1567 11
400 1699 12
788 2012 10
1230 2050 19
565 2008 10
1171 1977 6
1 1407 5
2195 3000 17
218 2567 4
1449 2956 14
705 2928 17
574 2498 5
183 1745 3
274 2142 8
508 2528 3
1487 2159 1
1 1023 15
1488 1699 20
433 2926 10
259 2274 16
1147 1777 16
350 1790 6
554 2764 15
1472 2257 15
2339 3000 18
192 1734 9
748 1968 8
984 1512 8
724 2397 18
14 2585 2
149 2649 2
987 2977 15
715 2561 18
635 2907 14
1423 2107 8
585 2321 12
361 2511 2
1159 2403 1
979 2954 14
2266 3000 17
127 2044 18
678 1720 20
399 2735 14
585 2048 11
309 2261 15
386 2455 9
1536 3000 9
622 2395 9
1463 2416 11
1376 1734 7
1423 1794 19
1106 1764 10
1463 2358 6
1230 1598 5
341 2795 2
87 1749 20
1086 2275 19
1374 2664 7
1199 2403 9
587 1790 13
1025 1856 12
1932 3000 8
1234 1838 12
533 2918 15
1469 1599 16
79 2711 10
1 304 7
620 2242 15
688 2489 2
1373 2573 13
1376 2004 2
19 1521 8
1008 2404 2
924 2535 18
1142 2633 8
1 992 7
407 1776 1
654 1684 6
53 2333 20
1 31 6
159 2284 4
1304 2812 16
37 2080 9
503 2785 9
2703 3000 7
1341 2658 17
612 2942 5
8 1543 18
1133 2407 8
1295 2014 15
166 2933 5
374 2760 20
1343 2026 17
1162 2339 10
232 2997 19
500 1565 15
1222 1903 1
1242 2873 8
1 574 2
1132 1959 2
112 2103 8
1 376 17
688 2264 18
352 2003 19
736 2205 16
1 114 17
650 1901 12
481 2716 5
656 2242 11
437 2659 2
1230 2080 17
1022 1595 2
1102 2939 11
982 2032 1
222 2277 9
1465 2808 2
133 2373 15
1083 1811 11
1448 2056 17
1 447 18
1059 2181 16
1120 2641 8
117 2890 9
40 2661 5
1322 2062 12
129 1558 19
1311 2351 16
1 599 8
1084 1903 11
1274 2219 4
751 2483 2
340 2737 9
449 2853 4
631 2790 11
1146 2759 20
671 2032 18
113 1882 19
784 2218 13
1 553 13
1196 2144 2
694 2106 20
1443 1656 7
953 1998 5
642 2234 13
1015 2550 13
141 2603 15
108 2582 4
258 2504 11
517 2897 12
1451 2309 3
1141 2341 20
744 2844 12
1 944 19
733 2118 1
1071 2464 12
941 2679 11
399 2817 17
45 1659 1
1479 2174 14
875 2272 8
954 2184 17
735 2687 7
896 1714 8
693 1513 10
143 2630 1
1289 1875 11
787 2845 4
1278 2181 16
549 2529 19
1123 2255 9
1143 2455 11
697 2109 5
928 1829 11
1099 2684 19
1277 2515 16
1490 2369 1
472 2487 15
1702 3000 11
318 2874 4
6 2617 5
1981 3000 18
1082 2403 2
1396 1523 1
2176 3000 6
714 2006 11
795 2969 6
766 1558 13
560 2154 14
783 2362 20
110 1645 20
1409 1698 17
403 2977 14
967 1638 13
827 1884 11
418 2205 8
236 2070 16
971 1784 8
360 1741 17
1246 1608 10
629 1928 18
1433 1794 13
275 1709 8
968 2126 13
156 2854 13
598 1615 7
1070 2305 18
2447 3000 13
1441 2029 14
1218 1862 20
1415 2997 18
1856 3000 13
1483 2614 10
263 1854 7
337 1913 20
1448 1758 15
329 2733 5
984 2223 19
96 1577 4
176 2921 13
1162 1984 12
1096 1577 9
215 2688 16
1 959 6
261 1531 3
2930 3000 5
1405 2877 3
420 1936 9
76 2269 5
549 2060 1
115 2817 17
1097 1781 14
1060 2984 8
286 1871 10
356 2198 18
429 2956 1
339 2803 7
861 2046 15
591 2734 18
678 1964 6
1186 2623 4
445 2527 12
196 2960 16
112 2146 2
1302 1623 19
911 2112 11
1334 2181 6
1762 3000 19
696 2960 8
1 833 1
776 2724 1
1198 2602 20
1 1072 17
489 2527 8
712 2531 19
1274 2471 14
233 2375 13
1403 1588 13
1610 3000 4
662 2290 1
1 1183 6
666 2360 1
512 1815 10
1041 2050 8
1271 2756 14
1379 2996 14
1321 2327 1
723 1946 19
1 974 17
1266 2845 13
1338 2334 17
1285 2149 14
711 2540 20
290 1543 20
1500 2951 15
977 2550 6
598 2389 19
403 2300 16
306 2407 17
451 1682 12
1135 2618 13
1055 2755 14
180 1672 10
1 1004 17
1181 2580 15
513 2112 11
1074 1798 15
479 1552 14
87 2962 2
762 1819 17
511 1952 1
1053 1691 5
790 1882 13
1499 2195 14
330 2795 13
1 1413 13
114 2298 9
740 1634 6
427 2730 13
227 1523 3
653 2403 2
1253 2549 19
286 2802 6
1277 2896 5
749 1815 17
895 2027 14
2621 3000 15
944 2077 5
709 2084 4
588 2823 10
891 2388 8
920 2641 4
874 2038 3
657 2277 12
1136 2625 9
1143 2802 15
1000 2458 8
1474 2062 3
1340 1676 13
1 45 14
408 1958 7
1102 2456 18
1635 3000 2
704 2185 10
16 1516 15
819 2864 16
611 1780 6
319 1798 4
664 2373 8
1373 2693 16
1352 1591 14
2001 3000 13
412 1761 13
1261 1532 4
1198 2042 18
559 2444 9
1088 2720 8
1457 1777 19
243 2256 1
1449 2556 3
1275 2132 15
794 2549 15
1 850 10
1 547 9
1466 2866 20
502 2189 17
1988 3000 7
1025 2566 15
70 2622 14
315 1717 3
991 2443 19
1327 2668 8
1866 3000 7
432 2126 4
892 2372 20
587 2390 6
623 2348 13
925 2112 11
35 1836 7
1052 2198 16
1 577 9
1139 2997 16
724 1863 7
802 2842 11
676 1975 20
1460 2404 10
882 2946 15
978 2141 9
267 2598 2
197 2745 5
1153 1842 16
190 2242 14
319 2121 10
833 2271 2
1468 2795 6
1170 2834 17
554 2447 15
991 2940 20
652 2718 14
921 1728 6
1335 2164 10
614 2565 3
566 1849 20
177 2277 20
6 2227 11
1 1284 5
156 1851 8
754 2104 9
1427 2799 14
565 2264 6
1019 2938 1
514 2444 14
1204 2312 15
233 2768 12
325 1980 5
763 1912 4
765 1507 10
667 2396 16
17 1606 1
1027 2688 1
1383 2981 8
391 2504 4
116 1917 16
492 2007 18
1342 2960 7
747 2272 14
580 1924 7
661 2090 11
1438 2016 10
851 2540 4
274 2387 3
1496 2824 14
347 2762 12
989 2850 1
945 2683 9
203 1847 11
