10000 120000
1335 5522 16
811 8160 15
2017 7865 13
1803 5699 2
3618 7608 2
533 5723 11
1051 7698 20
915 6173 18
3858 8317 3
4241 9570 12
4131 9811 1
1893 6692 7
2738 5163 8
388 7065 1
2093 7560 6
7872 10000 5
4730 7166 1
9081 10000 3
6086 10000 12
8090 10000 16
3749 5544 8
5864 10000 7
1233 8288 14
4850 5875 7
2823 7823 12
2159 7461 18
3314 6833 9
3926 7253 11
4114 8470 4
3185 7157 19
3241 9163 6
1041 8068 20
9486 10000 12
1608 5005 13
426 7761 8
180 9023 3
1585 9419 20
2859 5654 19
4696 8320 17
1529 6754 6
246 5695 9
4158 8197 17
1498 6943 14
2969 9656 5
3606 7072 17
4822 5389 15
275 7183 16
2109 7895 1
2905 6450 11
2981 5572 14
2956 8712 20
552 8881 14
4933 8154 2
3680 6465 1
593 7935 20
156 6527 6
4639 7814 8
3207 9605 1
2756 6329 20
4702 9840 17
2614 9515 16
8652 10000 11
2398 6833 10
3115 7299 7
1205 8869 18
1 2843 18
1333 6430 8
3718 9778 20
3387 6760 13
4830 6621 17
3217 5438 11
741 8267 2
1725 8044 15
4752 8066 13
754 8769 19
3107 5801 20
2236 9661 4
272 7806 17
4915 6367 15
5935 10000 7
4924 7782 1
384 5103 5
4285 7602 14
894 8068 9
363 9992 6
3845 8996 9
2872 7287 7
4110 6899 5
8818 10000 18
3025 9350 14
1 3135 18
1701 8153 20
879 8817 4
679 6987 15
2134 5363 12
1 897 2
1040 7459 15
2988 8100 17
3409 9570 1
3291 9238 10
3038 6553 19
2134 6872 3
207 9287 5
3375 5862 3
2031 5339 9
350 5692 20
1214 5151 8
9805 10000 17
392 5024 1
4392 5834 12
3622 5450 3
4069 6966 9
3164 8470 5
1794 9305 15
2036 8333 10
3359 8297 8
3125 8943 18
1734 6629 6
4412 8156 20
3661 9943 7
588 9377 2
3253 5746 2
3343 6005 12
4306 5209 14
4724 7266 13
1938 5242 9
2903 5720 12
447 6314 20
3031 5065 13
4236 8765 2
324 9148 6
3430 7759 6
4491 8254 13
2358 7022 14
153 7396 12
3520 8489 11
3017 9496 4
9606 10000 14
3192 9955 17
3723 5921 4
317 5772 13
3540 9809 17
1992 6091 2
3993 5303 16
1 1394 3
3496 5981 4
306 7501 20
3959 6893 9
1311 8613 14
3464 8647 13
1234 8483 16
3473 6822 8
4752 6716 4
2265 5050 20
2433 6730 2
1515 7278 3
2195 6874 2
3073 6403 10
925 5395 6
2753 6168 16
695 8227 12
2498 6282 16
2652 9216 13
4760 6373 5
3995 9776 13
3815 5221 2
9471 10000 8
1501 5654 6
1 486 13
229 7557 6
4338 9579 2
3092 6500 11
2764 5593 1
2036 8871 12
2513 8925 2
7880 10000 3
3037 7722 15
3613 8815 5
5485 10000 3
1866 8930 14
4401 7758 9
3172 5146 19
58 7257 14
1 1401 19
13 6787 17
3655 9930 8
9576 10000 8
7650 10000 8
3746 7849 11
4492 8925 19
2447 5179 2
3019 5473 18
1 3948 9
1809 9211 2
1973 9825 19
3570 9776 9
1058 6768 13
1250 8754 7
1142 6638 16
80 8784 1
201 7788 5
3253 5615 3
374 7434 2
1593 8102 2
772 5106 15
2100 6507 9
1 4718 11
3309 8122 17
2374 8472 6
761 9865 11
3112 5630 18
3296 7941 18
4317 6391 1
1967 7234 3
1208 5594 9
1214 9129 1
1532 5637 3
882 6993 5
703 6160 2
3182 7727 17
4331 7066 7
1343 6736 6
1944 8139 3
1710 6209 2
1736 9170 19
1 4672 16
4043 9603 5
3353 5009 3
3545 8779 8
1311 6657 3
2180 9111 8
1 1770 20
4478 6112 9
3831 6572 15
589 7543 18
4114 8459 8
3774 6677 2
694 5800 2
4512 9721 1
3820 6866 10
3037 8808 7
1641 5049 3
3720 7775 1
4757 7499 20
1129 7111 2
416 5200 20
3404 8059 7
602 6838 8
173 6423 4
894 6599 11
2457 7255 20
4728 5446 9
1109 6626 16
1755 5725 14
704 7058 14
607 7124 14
1626 6883 14
1481 6547 12
2108 6918 20
4789 5603 13
926 9237 14
1641 5737 3
4260 9272 6
7013 10000 6
4452 8969 19
415 9421 7
3268 9058 2
7005 10000 16
1734 5841 19
1622 6393 14
3345 8425 14
2609 9412 8
4324 8325 19
3594 8505 6
3290 7904 8
1528 5546 14
1792 6322 11
2682 5865 20
741 7580 16
794 5422 6
4653 7465 12
8000 10000 5
2579 8933 2
4105 8601 3
2336 7995 5
2669 6114 15
4584 9265 14
2678 9704 2
2953 6654 2
1051 9338 10
3427 6940 8
4402 5966 15
3382 6074 11
3007 6320 19
2560 9186 6
2250 7766 7
4623 8012 11
4655 8034 18
7583 10000 18
9688 10000 20
1992 7978 5
8492 10000 7
2442 5621 4
1376 8157 4
4705 6050 19
108 5457 17
731 9173 17
3409 8405 13
2606 9784 13
2911 8885 12
545 6882 2
4385 5890 20
1965 5905 9
2033 6076 1
3701 9621 7
4412 5632 12
4399 8383 12
628 7896 16
683 9233 19
1805 5071 17
3957 7384 2
3110 5350 19
1189 7662 6
282 9630 1
2508 7252 14
3040 9039 7
4568 7404 9
1699 7416 13
4534 9356 8
4633 7749 12
3815 9935 12
58 6189 10
2182 8989 5
2739 5229 2
4478 9542 12
3375 7775 18
2011 5098 1
4012 8337 15
2912 6700 11
585 6636 8
3668 8670 11
2056 8919 5
2577 9998 18
1034 6413 3
2082 5231 19
1074 7846 1
2507 9143 19
4638 8448 8
1199 6303 6
2034 9636 4
1264 5575 3
1 922 6
2240 8673 17
4019 5711 4
2417 8541 20
4379 5712 5
3664 6199 4
2344 5771 11
4187 6838 2
183 8470 17
2843 7107 8
1762 9692 2
2623 8317 8
4978 5288 17
3328 9493 16
1172 9749 11
3445 6190 4
854 5851 1
3418 7415 4
1293 9308 12
3752 9479 10
2347 7982 12
3364 6392 16
1134 8437 14
2136 7729 13
2359 8467 8
2439 7369 6
4804 8658 10
770 8966 8
445 8428 4
636 6465 11
4814 9525 16
3700 6396 6
3150 7378 8
1 4041 13
699 7517 20
1287 9223 6
1729 6322 9
668 5827 2
4159 9616 18
4302 9972 5
1 4379 8
3452 5191 20
4921 9072 2
2873 8408 11
4144 8581 2
2773 9713 2
1966 8039 11
1588 6734 13
1572 9197 20
4135 5295 16
1 4193 3
2435 7853 6
4370 5120 5
3157 6285 18
3433 6050 19
1 4333 13
1139 7306 4
2948 6379 13
1146 6353 15
226 7639 14
2795 7989 7
1 1192 1
3284 7468 13
4813 9556 12
243 8566 11
842 6883 1
106 8313 20
4732 6045 11
2956 6235 18
924 6902 16
1 1373 12
445 8208 14
446 6668 3
2575 9887 4
1441 9530 3
2554 9414 18
2767 5591 11
3603 6283 17
4099 9178 1
3605 8856 14
3311 9675 6
4048 9166 18
2520 5182 20
4999 8986 5
411 7823 18
1353 7090 14
3847 7996 14
652 6596 8
3252 7750 13
644 6281 18
1762 7282 13
3202 6861 10
3574 6485 12
1720 8685 16
4316 8317 5
2351 9062 9
4965 8741 19
4375 6222 17
1789 9275 20
4338 9063 5
3835 5454 13
3005 7155 17
2002 6314 8
1 1875 7
9204 10000 16
2653 8507 2
4801 7574 11
3583 7685 2
2064 5964 20
2330 8217 13
1 3968 19
3232 5702 12
3848 9463 5
3500 7733 14
4281 8825 3
2727 8804 4
431 5681 4
1605 8175 1
2050 5108 19
3166 7195 3
2299 6295 16
4525 6651 13
7539 10000 3
1 1689 2
3621 7874 20
2048 6486 5
421 9797 5
3281 8610 20
2726 7821 15
2312 7502 7
808 5596 15
6187 10000 3
327 5635 19
3742 7788 20
4587 5740 12
1146 7340 1
3877 7508 12
1222 6236 14
1 2418 3
4371 5214 6
4372 7707 13
1579 6602 4
3042 8902 15
130 6470 16
2435 8567 18
2783 9109 9
4865 7035 20
1 1300 18
4184 9673 15
2966 7570 1
1225 9490 5
290 5738 18
1160 7631 17
3076 9719 18
967 9149 19
1827 6026 11
328 5162 4
3617 6004 14
2965 8562 1
32 5069 1
1 4861 20
4461 7677 17
2534 6716 12
1340 6696 14
3604 8061 4
1859 7761 18
3010 5536 17
1936 6614 1
961 5770 8
343 5713 5
4767 9172 17
2065 8807 8
1087 8155 19
8462 10000 14
3483 9005 14
4318 7949 6
2004 7549 9
2662 9750 15
3956 6541 4
3390 6344 4
2994 9468 3
297 5140 7
1012 5056 15
2434 8936 9
352 7374 7
4119 9272 13
3151 7346 4
1356 8610 6
742 5290 13
1370 8551 17
444 6960 5
516 5750 8
4960 5936 14
4484 9593 14
8567 10000 14
3820 6613 19
1209 6908 4
3806 5839 7
1430 5900 14
2308 6489 2
3162 5677 15
3274 7875 5
867 5239 19
1217 9735 1
1947 7970 7
4005 8166 17
3330 5020 2
2055 9567 8
2405 5264 16
228 5117 10
2795 7247 15
1791 5452 14
207 8193 16
1055 6398 7
3306 7005 17
4559 8525 17
2062 8783 13
4605 9944 15
3737 9626 2
2833 5879 1
4524 6795 20
2981 5902 12
2864 6205 11
2995 5680 2
1493 7303 17
101 6925 16
2361 5667 9
13 7818 6
868 9976 1
3271 5485 15
4401 6493 4
270 7304 3
4442 6829 16
1919 5869 5
1613 9182 19
2148 7293 1
4481 7971 13
503 5198 18
1 3644 5
1458 7023 20
3782 9188 9
2423 9431 14
3980 5473 20
2832 9785 7
3014 7508 9
265 5639 12
1000 8407 17
2631 5503 12
3405 6721 7
2314 7216 13
375 9146 19
3048 5894 5
1284 9343 4
2684 9040 11
4495 6770 9
2381 9033 2
664 8251 16
1394 9440 10
4217 5406 11
625 9964 1
4351 5867 7
571 7642 17
632 8842 11
2683 5527 9
248 8815 15
3446 6376 8
3769 6980 8
4227 9251 19
2419 5002 8
611 7944 4
4155 5145 3
4756 6589 1
4531 6192 15
3210 9676 5
1 510 9
2974 8675 9
1691 7254 6
4619 6109 4
4614 5067 19
2349 9414 11
2611 6208 12
4513 8437 10
1017 9376 13
3582 6386 4
3262 7841 15
1224 5194 20
2854 6325 18
2177 5461 7
280 9105 11
2442 9494 16
4528 7351 17
2779 7743 20
1 3617 6
4434 7465 18
4780 8942 3
8886 10000 19
261 7103 9
393 5993 10
5308 10000 7
2922 9095 2
3542 6750 3
1347 5501 6
4048 9935 12
7295 10000 14
430 6561 7
4332 9019 19
3078 9808 8
364 7694 19
1968 9862 16
870 9137 7
524 8155 1
4607 8166 1
4269 9913 2
754 6979 6
3850 9467 18
1010 6980 17
1258 8291 19
4152 6084 15
2223 9544 18
1957 7325 19
1857 8799 11
1189 8249 5
2289 5230 12
4017 7477 14
410 6887 11
2775 8914 1
2992 9318 10
2722 5052 6
2077 7053 4
752 6055 10
2120 8342 12
2117 9272 2
2335 5757 15
1738 5456 4
3305 8147 14
1250 5429 18
4621 8271 12
4707 6337 19
4278 7221 11
528 7574 17
1378 9704 15
1136 5482 8
3977 8365 13
7201 10000 11
3146 8051 12
1515 7183 10
3921 5870 9
4503 5102 10
1068 5341 19
1659 6117 15
2711 6437 8
2060 9804 16
2779 6014 15
4240 9120 11
2589 8448 7
1509 8795 16
2178 6563 4
4348 5251 9
2849 6608 14
3975 6847 2
3101 9517 16
932 7628 9
2603 9922 20
4719 9801 12
3183 7443 19
4181 9870 8
9397 10000 8
4500 8475 17
2176 8978 5
4917 9262 10
3152 5427 16
1800 5852 7
710 6981 14
2917 8755 19
1025 9252 20
212 8220 8
122 7374 20
3125 5108 10
2892 5234 15
2918 7512 2
4066 8165 13
1040 9616 16
2283 7099 14
4413 8778 4
81 7050 18
3686 5965 10
1779 8177 7
2789 7581 1
7249 10000 9
3895 9321 1
152 6459 5
1925 8232 20
2858 7506 16
1949 8596 10
242 5791 8
2980 8316 6
2150 7767 14
1093 5198 6
783 7572 9
89 9254 9
2977 8524 11
4710 6760 12
783 5136 8
3935 7742 17
4152 9514 18
3701 5514 6
1437 6899 1
4218 7164 15
2378 8506 4
1444 9932 5
176 5251 11
1780 7740 13
1603 9603 16
4880 5012 3
1 2339 7
4507 6969 13
313 7288 13
1891 7475 17
1880 6347 7
333 5052 14
4871 5858 14
4413 9234 4
3871 8510 15
3886 7895 11
3596 6203 1
150 9378 17
187 5178 12
4278 5301 7
205 7701 19
2495 6572 3
3522 6046 9
596 8144 7
1728 9366 17
2502 8142 20
2149 7287 9
231 7836 5
4139 9334 17
2702 8952 14
3885 8567 6
3718 6763 19
1323 6063 18
4648 9351 20
3407 7355 15
4456 7464 5
4211 7110 5
1300 5552 12
6273 10000 16
1098 8334 9
4850 8702 20
4319 8179 15
7081 10000 7
3908 9848 14
70 8401 14
3355 5665 6
1831 9089 11
451 6399 15
3830 5902 2
3991 5232 4
2761 8308 12
204 8368 20
4908 9942 7
3088 8447 2
1882 7942 8
4422 8577 20
3279 9637 1
1488 6723 10
1078 5512 1
228 9507 6
4759 5380 8
4311 5445 14
4104 8245 6
3198 5800 15
3392 8664 10
593 8966 12
630 6946 18
4059 9518 19
3892 9847 18
453 5010 9
1889 6874 18
1480 9933 1
4470 7347 1
2185 5183 10
3335 8612 13
1298 9606 13
1810 9019 11
1840 7597 7
3279 9591 6
1739 9907 18
770 9323 5
3035 8088 4
1487 5716 10
1464 9693 16
4270 5896 8
194 8440 10
4157 6048 8
4929 5951 1
1712 5251 4
3853 8955 1
797 5109 20
2983 8677 12
1464 7257 15
3222 9708 3
3810 6548 8
2126 6287 3
2416 5573 12
2016 8324 10
2973 9879 7
7943 10000 11
3073 5672 20
3790 7123 2
1246 5562 5
1 2995 14
1596 6224 11
800 8065 1
1905 7710 10
3793 7265 2
6570 10000 17
2061 6568 1
1726 9832 14
645 9929 5
738 6447 19
4647 7303 6
4552 8718 2
1125 5090 20
1580 9958 12
1 1206 9
4360 7466 3
4936 7231 13
4562 6736 17
656 9197 6
3940 7605 9
2384 9463 1
3795 8568 3
369 9722 9
945 9487 19
2403 5853 7
4961 8613 10
3051 8878 1
739 7973 4
1290 5375 7
2559 9905 10
8362 10000 15
6436 10000 15
379 5198 7
204 9763 16
3687 6463 3
16 5446 12
3576 8285 4
3058 5320 10
732 9341 10
3915 5447 3
2382 7724 2
2865 8399 8
5000 5555 1
4458 5227 12
592 9791 3
4596 6516 3
1585 5092 5
4938 9444 10
1490 9520 13
3202 7423 8
2091 7357 14
4513 7298 10
4452 8417 18
1267 6544 2
3946 6094 4
4943 6990 14
3075 9290 8
2535 7624 18
2113 5894 19
787 5241 10
1626 8325 19
1145 6143 11
4772 6974 17
3524 5931 1
1642 9014 15
353 8755 18
2818 9349 17
2309 7292 13
3819 6020 9
2970 5550 17
1881 5576 14
1985 7121 19
3957 5159 10
8410 10000 13
3961 8773 11
38 9352 20
1214 8294 11
1358 6050 7
1099 8367 17
3867 9511 18
48 7042 4
2960 7923 8
4117 7474 18
2480 8433 11
9732 10000 1
4549 7559 8
4866 5649 11
1 4769 6
3564 8297 9
2991 7672 4
657 7509 6
2381 8403 13
2642 5938 18
3633 8257 7
2969 5674 1
395 8419 11
1327 9268 1
657 8243 1
2686 8822 1
4014 8767 15
2445 7251 4
2159 8153 7
661 5714 6
4564 9043 8
3194 7698 7
2509 7159 2
2269 6391 7
2481 7284 6
4314 7199 7
4373 9102 16
2167 5432 12
2364 6567 10
2167 8981 4
100 8355 12
2957 8972 19
365 7953 4
8316 10000 10
210 6972 8
4640 8429 6
4939 9526 1
1 4590 17
4419 7065 18
3871 7934 18
1842 7057 8
180 5992 5
4861 7673 1
3773 5291 3
1110 5177 12
4191 6054 16
4170 5481 5
4845 7287 17
2153 5300 2
796 6496 3
3804 6829 10
2228 5439 5
4821 9184 6
4437 9116 9
704 9895 15
2833 8247 8
2476 6162 11
2345 9280 2
725 5344 9
2148 9801 15
9886 10000 3
350 7881 14
1950 6989 13
2407 9099 15
2665 9056 11
2699 5123 5
3076 5392 3
3693 9170 17
4784 8272 4
534 8153 2
1692 7942 13
3789 5212 19
2585 7327 12
2594 5031 12
1610 9561 16
2915 5678 11
1 517 1
1643 7547 17
3280 6122 2
9969 10000 8
3243 5170 15
3551 6581 15
2589 9071 13
4972 8890 18
4662 5686 8
1745 8098 11
1 3641 2
2205 6625 20
6065 10000 1
3533 7630 14
2902 5807 5
1680 6344 2
3635 7809 19
2440 7983 11
3827 9399 13
2129 7939 2
3047 5182 6
3450 6232 10
1245 9223 20
5087 10000 18
3126 8905 7
2438 6651 5
3011 8179 6
1875 7971 17
124 6647 8
2091 6813 10
9926 10000 11
3275 8921 9
1271 7563 15
4914 5139 14
1 425 11
53 8747 12
476 9520 5
3037 9136 13
778 6080 13
4132 5878 6
3287 9056 9
4690 5206 14
4709 6551 16
3629 6495 18
3096 8876 1
1514 8456 6
3860 6815 19
1109 5339 12
2208 8032 1
3793 9178 17
2922 5717 2
698 6006 9
1 3363 7
3221 5655 11
4183 6755 12
1603 5277 9
3915 7440 1
3995 8959 11
437 5372 12
4537 6246 13
3281 7708 14
1 1364 7
2392 8206 10
3397 6527 18
3840 7938 3
3165 5946 13
2661 7910 12
1 3416 18
139 9839 8
1038 7113 4
1232 9557 15
2247 9169 4
2099 5469 1
2372 9614 5
2264 6821 8
2883 7513 1
3888 7693 15
4961 7076 12
810 8520 10
2838 8827 15
260 8978 12
1137 6281 4
89 5652 9
182 5597 1
3586 6524 2
1798 6794 14
1 3696 8
3087 8907 7
1596 9938 17
1026 9962 11
92 6837 18
4148 8441 13
1153 7868 5
1083 8411 8
3421 9701 11
1533 7802 17
3364 8746 18
3601 7636 13
5158 10000 18
4075 8830 15
3307 5681 9
1 3749 19
1988 8935 12
2525 7825 16
3030 8587 3
9997 10000 11
1775 7012 12
2382 5166 9
106 9144 5
1 1470 2
4790 7720 10
1721 8943 12
957 7718 2
851 9725 3
1534 5942 12
2056 8559 11
1968 7237 7
2400 5889 20
607 5810 11
3558 6813 6
1597 5054 15
