5000 60000
1336 4510 14
2282 4140 10
674 2804 20
1082 4099 18
1947 4787 11
1709 4669 11
65 4274 8
575 4487 11
1477 3651 5
733 4521 13
1013 4419 10
225 4957 16
228 2971 10
1448 2939 13
2055 2649 15
2192 2705 10
2207 2527 7
2115 3012 13
1286 3173 6
1196 3119 18
1436 3625 13
1242 4235 15
2011 3519 19
421 4577 9
4771 5000 6
1077 3547 18
2162 4843 16
2103 3640 8
1971 4959 2
2394 3623 6
2394 3227 6
1763 3380 13
666 2857 14
590 3938 17
1 537 4
1764 4118 3
1200 3120 9
897 3252 10
1228 3094 3
1772 4032 13
1948 2596 16
1535 3073 3
1907 4970 15
1329 3198 9
159 2621 1
1389 4913 17
268 4883 13
18 4938 17
1867 3030 7
645 2734 3
288 4418 8
2139 3884 5
1446 2966 14
804 3279 16
262 3177 17
1601 2834 16
59 2936 7
496 3126 11
84 3358 19
1548 2986 19
2250 4394 5
1921 2685 20
1005 2922 15
35 3045 12
1979 4548 13
1481 4557 17
724 4132 19
1928 3281 10
648 2992 10
179 4472 20
775 4174 5
1375 4909 7
633 2978 8
1432 4715 5
1129 4947 12
476 3194 6
2074 2847 17
1186 2504 3
127 3085 12
1905 4240 10
735 4100 3
1307 4697 20
488 3994 13
135 3535 2
1804 4118 11
880 3580 20
2331 4724 9
1480 3510 16
1539 3436 9
255 2540 2
2073 2727 12
1777 4948 20
2067 4494 13
1 510 5
2311 3118 3
405 4776 20
115 3713 7
805 2654 1
882 4627 15
1867 3265 8
1485 4908 13
447 2709 10
1431 3512 9
2129 2733 10
669 4271 11
1426 3641 20
624 3405 14
147 4545 4
1064 4645 8
215 4571 16
1151 3689 18
532 3895 11
2183 2935 7
1293 4128 9
1104 4982 16
1030 4661 3
2095 4167 19
689 3090 1
2413 3151 7
1818 3663 12
1932 3627 12
1659 3230 4
4321 5000 2
855 3573 4
503 2956 13
123 3593 2
644 3320 5
1269 4137 8
1899 2681 10
61 4970 15
704 4639 13
348 4749 13
4573 5000 19
966 4765 15
909 4736 2
1506 3161 3
924 4029 8
2265 3135 20
2039 4522 17
1286 4942 4
1531 3542 14
1 459 16
1825 4873 12
1010 4287 6
1 1193 11
1 797 11
701 3401 2
1 494 10
381 3603 9
2209 4358 15
2079 4002 13
988 2720 15
1636 3826 9
1539 3933 10
1551 4552 6
2142 3073 15
402 3686 5
2463 4542 5
825 2554 13
2096 2866 14
501 4999 4
1236 3879 6
1471 4369 2
810 3337 2
271 2743 3
1953 4404 8
2487 4091 11
1970 4871 9
471 3652 3
569 2565 12
2496 2866 1
1008 4068 2
21 3136 2
1 1660 12
139 3532 8
791 4389 13
137 4875 19
1648 3304 9
1688 3705 2
850 4893 20
378 4540 15
1 2132 7
2041 4636 8
962 3099 4
2337 4863 11
2491 4791 3
228 4596 13
1318 2727 4
4570 5000 14
1045 4311 3
1767 4759 5
400 4494 15
4883 5000 8
676 3378 1
1396 2839 13
458 3321 12
3953 5000 17
121 2694 12
2352 4698 7
1176 4754 14
358 4731 19
1859 3990 15
1680 3659 17
958 2983 9
974 2676 10
2370 2663 7
645 3945 16
1260 4670 9
948 4051 4
849 3642 10
8 2922 7
1960 3669 19
1501 2902 9
2225 2864 4
218 2705 7
949 3829 20
1902 3734 1
114 4441 14
1091 2787 1
1566 4184 2
1813 3830 7
1753 3730 9
888 4179 18
999 3319 18
1296 4611 5
547 3383 12
1863 4299 10
1056 3458 20
4 3143 18
4510 5000 17
1 2233 8
2495 3476 3
1701 4436 13
2146 3845 17
2173 3623 19
1072 3390 10
382 2643 10
1612 4496 9
1533 2732 20
1263 4580 9
902 3286 18
1570 3457 1
1 1150 17
2394 3093 4
1 1284 17
2372 4067 12
2511 5000 19
1462 4890 2
1754 4691 17
1 2059 13
390 4952 17
529 3379 17
259 2838 19
1205 3131 6
1315 4021 1
9 3493 18
677 4800 3
2802 5000 7
1842 4107 20
77 3968 11
68 3257 17
1951 3886 20
1428 3788 12
1012 4725 3
1912 2720 12
1 95 7
1 2013 18
1321 4981 12
195 4952 8
652 4409 7
2321 3174 11
927 4099 9
435 3534 3
2476 4272 3
1 37 2
1 171 2
1763 3218 6
614 3918 1
1715 2618 19
346 2972 9
1440 2928 17
34 3186 5
509 3307 5
1096 3954 7
850 4820 2
2234 4218 6
992 4199 13
621 3909 2
2234 4393 7
1845 4780 6
1308 2814 12
1423 3009 6
1613 3291 5
2184 3807 5
314 2841 19
2446 3275 7
1126 4824 19
335 3775 9
2337 2594 11
1887 4759 7
521 4183 7
1 504 3
1432 4139 8
1246 4424 4
2456 4439 7
1642 4121 12
448 4276 15
2351 4347 14
1331 4013 18
2477 4190 8
467 3015 15
1070 3442 17
685 2676 4
1465 4871 3
1124 2944 13
1544 2842 17
175 2800 7
1476 3901 15
1433 4564 12
669 3817 4
955 4733 6
1320 2798 1
1799 3467 3
604 2692 11
1516 3777 11
579 3215 5
1536 4112 2
1256 2984 15
2194 2502 16
1447 3497 8
2235 2802 18
86 3107 8
775 3495 14
1741 4747 17
117 4907 15
2200 3735 7
1724 4018 16
156 4435 2
868 4693 4
994 4267 9
2344 2936 3
595 2763 5
3961 5000 15
1 541 19
731 4235 2
1 675 19
1826 3916 1
513 4778 8
1526 3252 12
1047 4465 11
3635 5000 20
722 3065 12
752 4750 8
2438 3545 12
994 3883 19
1056 2681 7
1955 2572 15
1 93 14
155 3027 11
936 3588 11
379 4865 2
937 3826 12
1636 3250 12
2420 3417 2
883 3904 5
4774 5000 1
2024 3500 14
2163 3209 20
374 3503 12
1636 3064 7
1220 4443 9
3257 5000 4
1398 3844 12
2443 4675 2
1951 2520 16
1313 4570 9
1036 3041 5
1583 3153 14
1 1218 15
386 4338 13
3127 5000 14
360 3295 7
698 3937 12
1 1160 10
570 2978 1
794 2556 14
1415 2743 7
1647 3365 13
1416 2619 2
84 4720 14
2201 2628 12
838 2765 7
563 2679 5
1743 4874 18
2242 2666 14
1167 4451 8
1 933 4
664 3412 9
24 2685 1
462 3846 1
2297 4003 17
4345 5000 12
825 2521 12
758 3677 4
248 3801 7
1746 4561 13
495 3750 13
1129 3063 16
1 549 14
27 2827 1
266 2664 12
2447 2514 2
2259 3547 5
1571 3835 20
2161 3254 11
2085 4556 13
2236 4616 15
278 2963 3
1141 3962 2
313 3796 14
1535 4856 4
1869 2870 2
901 2903 5
912 4532 12
1 544 20
947 3488 13
2160 2696 16
2283 4605 2
531 2910 19
1765 4548 4
4280 5000 20
1376 4102 2
1731 2956 2
2396 2939 17
1113 3575 16
76 2949 20
1821 3383 6
98 4021 5
757 2986 15
1295 2777 12
1519 4692 14
206 2769 15
681 4498 1
1272 4178 7
1024 4132 7
2323 4622 5
1588 2793 6
2507 5000 12
4393 5000 10
945 4605 18
1 2391 6
2322 3685 3
283 3237 8
2279 4052 6
124 2844 12
1410 4349 13
110 4425 12
1090 3659 14
993 4599 16
2202 3701 9
1505 3971 13
2144 3930 1
1174 3726 13
1483 2636 1
641 3818 15
1716 4125 6
2037 4441 17
851 4137 14
627 3096 14
1 1349 16
1470 4029 11
1233 3432 7
1023 4868 17
905 4834 17
1851 2785 18
677 4323 12
2201 2817 18
1184 3055 4
1983 3651 8
485 3467 13
845 3329 4
74 4555 10
2564 5000 20
1142 4196 7
598 3754 3
1505 3267 18
1731 3039 13
4194 5000 7
925 3071 2
546 4680 6
291 3699 5
1717 4573 18
636 3978 15
381 4051 14
4664 5000 17
1174 3570 8
81 4354 6
1368 4359 8
2135 4054 6
561 2685 17
1 236 1
2122 3955 15
1288 4630 9
2321 4685 19
1757 4310 4
1933 3666 7
2390 3089 12
1922 3921 17
830 4877 4
1952 2895 13
270 3908 9
2348 4667 16
2305 3191 3
367 2706 7
1 2323 6
3951 5000 6
2428 4268 15
1318 3920 5
2121 4889 10
512 2914 9
1416 3794 15
275 4531 10
645 2503 15
1898 4588 16
1993 3173 20
980 4571 16
2125 4476 11
1 2440 2
375 3832 14
1182 4277 4
899 4575 13
2003 3439 15
2023 4077 7
1 1939 16
2578 5000 12
95 2937 6
170 3775 10
286 2897 15
1458 4420 12
1 138 1
2151 2559 16
2136 3541 17
1409 2621 4
2399 3608 18
798 3959 17
1685 2689 6
432 4479 12
2056 4412 13
2191 3036 4
759 3196 16
1893 3512 16
105 4177 1
1127 3669 2
838 4500 20
146 4256 4
556 2768 12
1952 4995 14
1058 2533 14
758 3232 6
1846 4822 4
2450 3086 16
343 4353 3
46 3027 4
1 168 1
2182 3031 3
2124 4583 2
1193 3768 10
2389 2584 7
471 3133 3
22 3456 14
1723 4684 9
1232 2970 1
1606 4328 19
995 4646 7
1789 4905 7
255 4326 4
605 4271 5
1201 3799 16
1715 4520 9
849 4510 5
583 4779 9
2086 3970 6
762 3035 12
532 2854 6
1430 2583 16
20 4648 14
1417 2624 5
1114 3193 7
2324 2667 20
822 2733 3
415 4369 2
2019 4603 17
1014 3001 17
1956 2933 20
475 4854 20
2393 2761 18
1 437 17
855 3272 1
1002 3157 17
1981 3413 10
4318 5000 3
1684 3146 2
1676 3034 7
2442 3814 11
2211 4328 11
1651 2765 1
4418 5000 8
1830 2898 14
59 4729 1
956 2892 11
276 3192 15
1504 4069 4
1525 2695 1
1468 3879 18
607 3535 5
4188 5000 13
340 2902 9
2435 3725 10
3827 5000 8
1483 3410 13
1296 2962 10
1565 3848 12
1555 2713 3
1863 2912 15
304 3918 2
1595 3196 13
471 3473 20
4601 5000 12
2431 3533 20
2112 4892 1
2204 3731 15
200 3126 12
755 4409 7
2387 2507 8
1412 4811 16
923 4674 10
1705 4150 4
2454 3805 7
979 2810 11
705 2996 4
2463 3857 12
1847 2999 15
2134 3208 7
1252 3545 14
1 1015 7
2356 3872 3
1947 2999 20
1 753 7
2202 2890 11
1776 2744 7
2220 4923 12
765 2940 18
1375 2979 14
46 3688 5
117 2643 14
703 4457 11
1283 2811 11
4767 5000 19
778 3710 8
379 4920 6
26 4566 11
1200 3686 17
2323 3579 7
1612 3110 20
1527 3265 16
1 1086 8
1823 3929 20
1769 2970 17
1119 4098 13
183 3779 18
1834 4812 1
103 4353 20
508 4917 17
2459 4889 2
946 2972 6
1273 2685 5
1901 2595 13
232 3871 10
461 3313 10
2363 3071 13
971 3527 2
1207 4294 3
1771 3970 17
328 4098 9
1217 2906 3
2046 4301 15
477 3980 11
462 4029 5
291 2714 12
1695 2813 4
2092 3039 16
518 3301 8
4555 5000 10
1183 3740 17
1635 3483 11
188 4129 18
142 3945 1
2309 4182 11
923 2945 5
427 2509 3
1393 4594 7
1 907 19
2964 5000 5
1753 4554 7
624 4186 18
667 4798 20
1663 3341 3
2057 4893 5
1121 4137 9
2387 2510 9
59 4424 7
2139 3198 4
486 4260 1
1 1321 9
2834 5000 15
1772 3731 8
1 1455 9
1108 3292 3
1159 4559 6
366 4812 6
1921 3251 4
698 4436 6
1346 2729 19
302 3004 14
2383 3093 15
532 4921 4
758 4799 4
1436 3820 3
1599 3136 20
759 3195 8
140 3576 2
1109 3723 14
854 3272 13
2223 4083 19
3939 5000 20
1460 4144 5
2402 2870 11
1564 2781 14
858 3716 18
1047 3299 12
1678 3217 9
1979 4125 18
715 3220 18
1850 4210 12
1984 4333 13
2313 4982 18
2471 3698 4
701 4573 12
498 4828 8
1186 4342 8
832 4048 3
1396 3328 17
2221 3095 8
372 3359 6
978 2763 19
723 2848 17
34 2973 7
409 3770 19
691 3439 12
812 3999 2
1798 4217 15
1314 2604 18
392 4609 3
1152 4371 2
1370 2535 10
1146 4793 6
1046 4549 18
1314 2680 13
3809 5000 9
1557 3817 14
2027 3997 10
1632 4958 19
643 4704 4
1485 4467 1
1053 4364 18
1243 4646 17
1 250 4
1781 2619 9
1278 3299 17
1838 4868 7
2201 4335 18
1276 2527 2
58 4988 14
2169 4454 18
224 3045 1
1178 4710 13
904 2944 1
1613 2694 17
1428 3955 19
240 2541 6
1197 4230 3
677 4746 11
872 2673 20
1520 3383 14
225 2963 16
1127 2523 10
361 2682 12
1111 2830 9
696 3451 17
962 4743 9
1662 4218 5
1694 3366 10
1852 4197 3
1357 2780 11
1979 4185 18
646 3733 10
1728 4544 19
637 2825 20
174 4262 9
1424 4037 9
1459 3658 17
188 2681 9
1193 2925 19
1108 3872 15
1 321 5
2322 3929 13
959 4503 9
621 3738 14
1638 4624 4
207 2982 5
1294 3338 18
1150 3519 7
670 3696 6
2033 2860 10
167 2832 8
1154 3368 8
1865 4426 19
1 712 11
716 4655 19
836 4045 9
151 3902 4
297 3048 3
1449 4511 16
876 2983 15
1803 2790 20
2422 2589 18
2208 2999 18
1234 2608 1
2280 2849 1
848 3842 14
1366 3241 12
1 788 6
1986 4666 4
1446 3362 20
1 922 6
2431 3679 8
2368 2626 10
1950 4947 13
416 3635 15
1237 3893 16
364 4387 14
1152 4560 8
652 2858 10
1577 4532 7
1229 4754 2
691 4799 14
10 3533 18
938 3478 18
2471 3713 15
443 3651 6
1443 3844 5
1817 4840 17
450 2832 17
4871 5000 7
1571 3189 6
1343 3074 1
1787 4024 5
1974 4572 14
168 4003 5
597 4290 9
2489 4837 17
867 3695 5
360 3215 3
359 4131 8
1492 3779 13
2401 2857 13
1529 4043 9
1000 3022 11
1305 3167 19
1537 3998 20
3050 5000 7
1286 4317 9
2475 4553 17
1237 2646 1
1835 4356 9
548 4048 6
3042 5000 17
1210 2624 16
192 3773 16
2159 3899 6
1733 3135 14
2207 3421 20
1534 2802 10
174 3244 15
741 2921 10
2064 3718 9
470 3512 19
428 4017 17
1920 3322 17
1555 4016 17
1216 4552 17
1508 4969 4
576 4057 18
597 4093 3
388 3995 20
2385 3928 7
3629 5000 2
333 3695 13
1 1297 17
1 598 16
1392 2812 3
2349 4449 2
1262 3196 3
757 3401 17
1703 4849 18
2250 2979 1
2010 4787 17
848 4229 5
1144 4456 8
2174 3623 3
1 1373 12
1 1507 12
1051 4808 10
1385 3987 4
298 4850 1
1798 3510 17
575 3773 3
790 3440 18
1862 2719 14
1403 2716 9
453 3209 18
547 2937 6
1862 4018 10
822 3064 9
1704 3059 17
2463 4722 6
2349 4362 6
1694 2571 7
1355 3614 3
465 3071 8
2246 3900 2
2410 4514 19
2504 5000 13
2405 4136 14
1699 3153 7
2034 4825 8
1321 4907 13
1870 3746 15
1479 4597 13
394 4996 11
1196 4271 16
1441 4006 1
119 4386 9
1190 3527 10
963 2945 5
676 2748 12
158 3750 5
4782 5000 8
1440 3547 12
551 4307 8
1386 4069 19
638 2653 6
1 2254 3
1169 2570 9
2234 4010 7
960 3265 15
1285 2526 4
1 1794 18
641 4601 12
1 1532 18
1169 3345 5
1 1666 18
1704 3806 8
1911 3459 18
413 4068 12
1693 4159 8
900 4849 9
1959 3109 14
1799 4920 9
1071 3728 1
864 4769 12
1391 2804 9
1440 3915 7
1 2418 3
2425 4990 1
30 2536 10
1351 4437 4
82 4937 3
4288 5000 18
2354 3104 12
2242 4227 8
428 3017 13
2392 3846 14
1264 2694 4
2481 3762 7
1438 4601 18
50 4765 1
343 3381 4
2408 4576 11
213 4908 19
278 3073 11
421 3155 18
1197 4224 1
3044 5000 13
856 3527 1
325 4432 19
3505 5000 4
525 4023 3
553 4138 4
1211 4241 7
1616 4846 5
159 4893 6
1233 3203 14
1527 4668 12
536 3106 2
2253 2571 18
995 4711 4
900 2880 9
360 4030 16
2419 3141 20
1 111 8
3049 5000 8
684 3770 9
1099 3948 8
198 4660 9
1546 4369 13
289 3076 7
933 3454 1
1158 4831 11
481 4404 1
147 2713 11
2477 4321 13
1 2239 14
459 4451 20
1438 3185 2
780 3980 4
643 4257 13
1 2315 9
2238 4403 13
2461 4408 13
1192 3067 12
1706 4184 5
588 2862 5
2180 4108 5
2161 4647 20
2004 4927 3
772 4078 4
904 4770 20
2086 3290 7
1 2496 20
1273 3302 4
252 3313 6
537 3193 8
2169 3739 20
585 3408 5
1229 3711 4
1493 4389 11
2260 2854 19
2455 2756 17
1383 4274 12
1831 3772 5
245 3148 10
1252 3085 5
137 4207 6
684 3457 20
1814 3084 5
1327 4052 18
1330 3786 8
336 4937 10
2484 3911 20
1613 4094 12
395 4205 3
856 2644 17
421 4724 9
1824 4685 6
1589 3328 15
1175 3801 7
1434 3798 8
2315 4739 12
1 305 8
1540 3784 13
1014 3510 4
374 3680 12
172 4114 4
2197 4150 12
56 4357 13
305 3038 3
3 4609 11
3303 5000 15
1800 3710 20
1122 3371 5
206 4227 15
1381 3764 6
2293 3533 6
2474 3920 14
554 4518 16
39 4853 8
1935 3727 6
1137 4920 17
2453 2689 3
1543 4078 3
1593 3079 16
4338 5000 6
446 3334 5
1601 4886 7
156 4585 3
727 4006 2
1987 2655 2
238 3666 20
1689 3568 15
504 3839 8
651 4784 4
1764 3088 3
636 3628 14
201 4047 4
1289 4320 13
1 726 14
1 767 15
2418 3896 2
1086 4079 3
391 3869 18
1263 3440 1
4790 5000 6
1561 4614 20
2284 3010 15
2355 4436 19
1335 4148 15
911 4914 6
1520 4616 3
2192 4136 17
30 3811 8
1393 2934 11
1323 4834 15
373 2682 17
546 2531 9
1046 3533 17
2131 3641 15
228 3383 11
2882 5000 13
2118 3816 4
2374 4516 16
235 3321 1
1430 3281 9
824 4647 19
839 3537 18
1732 4963 18
193 4701 20
1119 3809 20
533 4175 15
646 4623 10
1914 3687 6
1162 3110 13
1353 4159 5
2560 5000 9
1700 2942 11
2121 2536 18
110 3565 16
1993 3798 19
1806 4083 11
1430 3992 20
2266 3011 11
1739 2902 8
694 3843 12
2008 3654 10
104 4237 16
212 4477 16
357 3216 12
1994 4670 9
187 3374 20
1470 3670 1
617 3725 13
1123 4730 11
1630 2600 8
1743 3048 3
312 3346 10
1596 3718 17
1925 4908 12
1713 4412 2
721 2875 18
1527 4241 4
2378 2815 1
1725 4471 7
2198 3721 13
263 3441 2
1 1340 11
2345 4882 11
2057 4569 18
1422 4179 14
2455 4898 4
1301 4918 20
356 2846 17
336 3047 6
43 2665 9
263 2574 13
749 3345 15
431 2541 6
1888 4976 10
1982 3387 9
377 4496 9
1821 2700 6
592 4598 9
1 1766 11
1931 3952 7
1979 4429 4
430 4395 1
2189 4171 3
1463 4853 18
503 3524 19
2453 4854 1
2324 4672 4
1240 4680 6
2247 3120 20
1995 2701 19
1414 2692 4
1268 4660 18
923 3723 8
640 4552 6
1983 3556 20
735 4786 14
1038 2579 18
604 4134 14
1808 3924 1
1854 3810 8
1151 4782 3
481 3798 4
928 4877 9
1989 4714 16
2134 2508 1
1573 3738 6
801 3573 13
647 2684 20
1622 3929 4
3749 5000 2
1130 4956 13
1961 4874 14
1920 4934 2
1350 3117 7
108 2654 6
1285 3280 9
619 4441 5
2411 2651 13
313 4484 17
392 3906 20
2210 3795 20
837 3380 9
4441 5000 8
354 2541 12
1281 2749 8
1324 4038 16
1707 3536 8
1750 2604 4
1 345 1
1 2263 12
478 4869 10
691 3488 14
337 2529 2
550 3858 17
57 4909 6
889 3456 17
2075 2665 19
2105 3714 10
195 4480 17
849 3516 9
1254 4558 8
179 3889 11
2393 2547 12
306 3492 17
1197 3207 15
306 2793 16
260 4527 10
2366 2986 12
428 2938 17
772 3974 2
21 4567 9
619 4087 15
1 2392 18
328 2524 1
2907 5000 11
2833 5000 3
2482 2842 12
1133 4546 8
349 3236 3
1067 4005 5
2431 3837 4
275 4833 1
97 4699 3
485 4114 15
3607 5000 7
1071 4250 6
1804 4368 3
1 90 17
1023 3475 18
2436 4822 11
339 4206 19
437 4477 18
373 2704 20
185 4232 2
6 3901 4
788 3237 18
1053 2776 5
1061 4765 10
1865 4597 11
22 3134 20
2090 3660 10
301 2532 16
1308 2925 5
82 4417 18
107 2746 18
1317 3455 12
3873 5000 19
2491 3478 14
2159 3492 8
1050 3417 20
1055 4063 5
826 4917 10
1122 3267 3
1839 2995 14
1029 3084 14
2112 4388 17
689 4839 20
825 4517 15
1685 3207 2
458 4957 20
1122 2807 18
1339 4801 7
81 2909 2
1480 3750 20
3986 5000 9
109 4643 4
2012 3316 1
182 4528 12
4908 5000 10
2257 4538 14
1507 3329 10
2119 4140 2
2242 4459 8
1567 3056 3
921 3788 4
210 4607 3
1 1047 3
2174 3361 9
1691 4941 9
607 4612 16
1625 3934 11
628 3231 6
1807 3061 12
1407 4174 16
1498 3248 14
100 4941 4
144 3082 15
2486 3095 8
1251 4693 19
68 4559 18
44 4253 6
1932 3488 20
356 2932 5
1123 3652 19
789 4927 3
1875 4812 17
242 4262 10
4965 5000 18
315 4846 19
879 3705 3
1 302 7
1909 4824 3
3574 5000 17
2166 3909 9
468 3597 4
908 3498 14
562 2819 9
2459 4542 2
2196 4277 16
1 1211 3
1907 3394 18
2074 4475 1
1175 3152 16
885 3645 8
798 3359 4
2284 3559 19
790 3744 4
310 4754 4
644 2739 18
1558 4736 13
1386 4780 6
4548 5000 4
466 2756 10
547 2653 7
2288 3484 15
2152 4663 5
496 4179 6
2311 3115 6
555 3045 19
97 2843 14
1997 4335 18
409 2838 13
1215 3541 8
842 2521 16
264 4956 2
627 4813 13
2479 4772 4
1474 3538 9
1005 4196 9
228 3746 10
1678 2536 2
4057 5000 9
72 4923 13
1818 3782 5
2070 4575 11
1 898 14
1375 3543 5
1988 3479 12
1 1894 9
1567 3775 9
430 2933 19
3540 5000 17
1182 3510 12
2072 2551 16
1432 4871 14
558 4883 15
1631 2984 6
1019 2610 15
2452 3149 8
2164 4852 16
77 3978 8
177 4730 19
2294 3128 5
545 2663 4
2050 4638 15
2073 3739 6
85 2936 8
478 2963 11
2016 4083 9
1 1365 15
1256 4321 10
1742 4206 6
483 3679 11
1064 3640 12
3223 5000 8
1085 3344 12
1444 3142 14
337 4883 6
1648 3400 18
598 3514 12
1797 3742 5
830 4345 13
233 4784 10
1826 4391 1
1994 2802 8
699 3256 12
1137 3147 10
1 2053 15
823 4308 17
1958 3083 17
1335 3440 9
1933 2639 10
1975 2717 17
178 3826 3
1586 3063 15
1782 4101 19
208 4456 10
245 3008 6
2412 4078 17
2313 2654 8
679 2770 10
261 2777 2
1389 4791 7
1960 3227 2
1853 3720 1
1802 4674 10
342 2517 15
624 4960 4
1213 3669 10
2100 3476 13
1326 3552 4
1062 4828 18
2078 2539 17
1438 4085 19
1691 2702 9
2400 4386 7
1883 4467 4
2060 4352 2
1350 3538 11
1 2200 11
327 4309 6
2685 5000 4
304 3979 14
1642 4161 9
394 2716 13
1643 4037 4
1348 4520 16
884 2712 10
2352 4824 16
1759 3893 4
1065 3757 18
2086 3006 8
154 3714 18
2285 3340 12
1185 3917 13
1592 2824 1
1558 4987 17
1078 4830 9
1060 3963 13
857 2988 19
2190 4412 19
2452 4236 9
2283 4835 13
1438 2891 15
483 2644 13
2174 2877 2
1625 2774 17
2070 3081 7
496 3076 8
2119 3400 5
679 3477 6
767 3161 16
900 3245 1
632 2602 10
2165 4318 17
1970 3833 14
1532 3202 14
559 4466 12
1814 3092 6
1572 2904 6
2162 2649 12
1326 4166 1
274 3187 19
949 3238 14
572 2648 11
2316 4984 14
406 2603 9
168 3976 10
2438 2548 13
738 2757 9
1135 4084 2
941 4180 3
2643 5000 14
926 3683 18
1864 3638 20
748 3187 14
1084 4077 10
3565 5000 15
861 4569 5
2120 3866 10
2298 4496 14
1410 3052 19
745 2673 4
2084 4409 19
1798 2532 16
1633 3994 9
137 3086 18
2082 3730 3
1225 4815 7
1794 3021 10
1834 3818 3
1177 3778 19
1624 2543 13
1148 3758 2
1522 4720 20
164 3423 14
2022 4708 2
709 2593 7
1579 2673 11
1864 3353 9
1894 4641 16
117 4354 6
481 3966 19
1004 2687 6
943 4902 4
540 3455 11
149 4119 4
1 87 16
1714 3216 13
842 3295 4
25 4763 14
1982 3737 14
457 4709 13
4205 5000 17
450 3587 7
1 897 6
670 3066 17
1225 4280 6
41 3116 4
262 3525 9
61 4156 20
155 3872 4
2083 4115 19
1948 3352 18
2275 3088 1
2171 3332 18
2423 4248 14
459 3057 7
1297 2855 20
1795 2980 16
133 4852 3
997 2989 11
1232 3513 1
1406 3705 10
575 4831 18
2320 4386 5
462 3065 7
96 4937 12
1695 2548 7
391 4431 16
284 2610 4
1029 3553 8
277 3506 15
819 2849 19
1424 4585 5
1630 4956 5
1 269 6
2149 3409 7
1023 4621 8
892 3398 7
1372 2522 7
121 4362 13
876 4276 7
375 4948 10
95 4577 2
2202 3670 5
