1000 10000
345 701 15
332 633 17
142 552 8
141 574 2
141 794 5
209 989 1
498 982 20
438 782 16
348 843 15
995 1000 1
448 690 7
259 786 8
344 776 20
157 959 1
76 845 6
48 507 20
16 619 13
340 628 13
210 971 12
170 726 7
113 630 4
88 508 11
148 565 3
320 565 16
193 970 19
254 512 16
433 785 9
436 934 12
978 1000 1
24 643 16
1 391 5
354 789 6
203 581 19
380 692 9
294 529 19
423 568 4
182 998 16
359 738 6
279 715 18
55 947 5
129 730 15
399 907 2
295 644 3
169 652 10
931 1000 19
911 1000 18
148 807 7
121 987 8
266 860 20
405 991 15
140 612 14
1 379 8
56 662 18
1 117 8
291 764 19
59 825 6
137 759 9
1 18 2
479 506 12
100 580 9
1 257 18
1 413 6
942 1000 10
113 963 18
1 272 3
416 773 12
96 809 12
226 645 15
1 492 6
420 777 11
127 704 2
172 628 11
812 1000 20
434 629 7
128 913 1
46 650 3
391 775 11
242 854 17
59 813 9
103 666 13
4 874 18
71 516 6
201 773 2
1 184 11
472 792 9
498 834 3
597 1000 10
1 321 16
334 936 14
79 506 11
41 756 3
78 810 8
55 740 11
395 891 19
91 907 13
1 314 13
468 994 7
183 811 4
208 859 11
495 555 11
144 692 18
340 609 2
1 306 14
353 792 10
71 599 17
144 768 13
480 613 10
447 587 8
450 541 1
484 661 15
30 880 8
191 901 8
175 946 7
451 727 16
326 502 18
936 1000 3
231 802 4
86 948 5
72 585 5
1 394 19
395 738 19
495 594 16
63 852 12
373 873 13
480 780 15
30 884 19
204 808 10
345 575 12
378 936 4
12 513 11
53 613 12
933 1000 19
422 883 16
393 748 12
401 643 9
138 780 3
236 914 8
369 899 14
215 731 10
139 995 20
482 840 6
20 707 11
215 514 12
54 880 13
433 682 17
106 870 12
345 822 10
182 867 6
175 763 20
442 893 15
437 669 12
80 605 7
683 1000 2
102 617 12
100 556 4
283 932 2
102 974 20
365 817 17
462 930 19
291 892 4
737 1000 13
717 1000 12
222 676 16
239 782 11
62 766 18
72 850 6
189 550 12
124 914 4
262 711 5
138 993 16
280 790 15
602 1000 7
44 513 13
461 859 4
327 714 15
109 713 8
348 593 16
376 983 13
380 767 9
226 644 7
177 733 7
121 773 13
16 943 20
21 689 14
35 750 3
88 906 4
489 920 7
165 882 4
282 692 6
249 969 5
456 515 13
773 1000 9
699 1000 1
310 831 11
39 529 5
291 705 19
971 1000 19
16 954 7
206 732 15
492 891 1
400 738 16
39 538 10
145 789 20
59 976 1
399 877 6
48 969 11
123 808 8
31 639 15
451 679 4
682 1000 1
420 848 10
423 667 14
367 924 18
14 768 8
420 851 15
297 827 7
196 627 8
238 725 17
181 554 19
231 562 7
370 692 6
71 632 7
144 801 3
374 899 11
353 521 3
126 668 2
435 876 4
395 736 15
473 887 16
221 943 11
1 114 7
354 752 20
80 863 18
657 1000 11
377 804 4
261 823 9
103 768 8
78 699 3
369 944 1
256 515 19
190 568 1
1 346 20
204 867 16
423 766 6
83 862 19
300 700 1
438 734 2
297 590 13
46 884 9
322 536 9
317 908 7
353 780 11
904 1000 16
875 1000 1
151 780 7
391 868 14
1 198 14
249 767 18
471 670 3
167 504 20
316 846 7
65 661 5
499 726 10
74 738 3
144 710 19
206 766 2
498 527 5
312 752 7
382 508 14
475 751 17
216 934 7
122 708 8
337 855 10
251 665 4
78 953 17
131 922 11
335 836 3
365 515 17
86 934 17
418 610 8
482 663 14
72 631 4
374 997 20
82 559 4
483 676 14
414 777 12
422 934 9
467 679 16
33 858 18
445 868 1
192 593 14
106 944 16
235 824 1
21 692 4
190 794 10
114 535 16
303 897 7
166 736 19
32 907 7
158 959 14
863 1000 9
164 539 6
441 544 13
923 1000 12
21 562 15
445 990 4
457 661 12
444 549 8
761 1000 10
401 857 6
478 674 13
203 505 13
152 688 3
243 884 18
279 614 19
436 851 3
279 952 14
21 650 20
20 672 14
303 801 16
260 948 16
146 622 10
17 877 14
626 1000 4
170 650 14
295 545 13
465 541 7
177 588 4
152 935 1
97 919 19
152 759 4
397 617 9
465 511 20
338 643 2
124 893 13
558 1000 15
68 885 3
441 779 14
97 937 9
12 880 7
154 690 19
210 963 15
1 37 4
437 830 11
449 918 18
752 1000 2
311 818 16
242 920 10
412 806 8
137 771 8
289 799 8
1 470 7
485 861 19
44 644 12
306 611 14
342 737 15
193 856 13
366 746 6
449 728 15
221 767 12
19 850 6
1 245 10
73 950 19
351 587 7
314 523 12
460 588 15
415 640 13
212 970 4
146 894 14
394 575 7
394 661 10
383 709 13
139 631 2
144 613 7
115 740 3
67 773 16
1 448 2
1 451 7
51 861 12
334 890 8
455 987 8
358 893 19
314 990 13
105 640 20
407 950 17
74 611 4
3 816 18
346 787 19
11 818 17
30 820 10
338 991 1
139 540 5
313 525 6
313 700 7
460 652 13
149 507 20
253 600 9
229 750 11
151 725 5
1 401 11
14 740 14
1 101 15
395 997 3
273 896 8
416 937 14
171 592 8
249 829 12
150 655 2
253 637 12
5 623 1
577 1000 15
710 1000 2
6 800 11
285 997 14
446 999 1
208 901 10
211 989 3
163 549 5
495 951 13
492 802 10
390 665 6
252 670 20
276 796 3
328 878 5
487 813 2
337 837 11
410 524 4
366 627 17
159 695 10
240 733 14
972 1000 9
1 302 18
163 879 1
483 780 5
237 982 20
333 701 14
413 878 4
78 666 15
430 932 8
78 886 18
479 808 18
337 602 6
74 717 12
696 1000 3
494 882 7
126 623 17
1 373 19
290 512 7
299 985 5
57 756 4
180 992 12
585 1000 20
381 682 6
400 644 7
167 969 16
150 878 6
224 741 20
698 1000 10
202 781 6
490 752 6
452 584 10
389 826 6
432 677 1
477 904 11
445 620 4
53 897 15
17 521 20
251 651 2
299 787 3
8 504 9
301 818 20
93 998 12
292 750 7
28 509 1
422 806 13
140 515 4
69 761 19
453 772 7
33 806 17
396 896 7
260 881 17
233 813 3
433 647 11
145 752 6
340 938 3
92 600 12
181 878 11
479 581 1
1 153 5
422 794 16
124 868 11
461 996 11
277 893 3
409 648 11
129 667 16
124 819 11
359 751 2
393 830 15
55 583 14
14 646 7
128 588 19
234 514 10
473 869 15
375 697 14
380 720 20
83 916 2
473 853 7
460 685 3
423 554 18
125 649 11
23 774 7
222 508 16
266 698 15
1 57 14
376 626 20
119 605 6
314 935 11
230 599 5
156 876 9
23 827 18
1 251 1
358 518 12
44 866 8
383 726 8
31 680 18
255 994 12
59 531 3
487 869 3
472 737 9
495 671 1
153 640 10
216 611 3
435 925 6
869 1000 1
379 610 13
128 945 10
6 844 15
423 819 6
246 637 17
451 862 19
570 1000 20
463 629 1
108 982 12
410 872 5
201 722 13
236 503 10
106 584 9
99 585 9
1 72 12
297 595 9
256 841 6
46 975 8
116 969 12
22 989 5
168 521 14
160 524 6
14 835 13
302 839 18
256 655 1
374 970 14
225 944 4
334 904 11
407 913 18
75 645 10
104 917 19
451 873 6
67 846 10
316 930 3
333 585 2
6 525 19
190 681 1
171 858 10
236 829 8
86 927 3
33 942 1
416 858 18
467 740 15
219 592 4
174 780 7
24 682 3
111 591 20
1 493 18
940 1000 1
150 872 4
507 1000 5
446 617 4
353 593 15
172 571 18
126 803 3
483 984 11
186 820 3
1 227 20
53 710 2
406 966 18
201 953 16
102 863 4
263 842 7
437 646 1
329 888 4
194 607 6
376 549 4
20 679 6
191 815 11
332 819 13
441 852 10
163 636 18
203 559 9
224 917 8
50 964 15
60 738 6
137 631 4
63 990 16
87 977 19
17 762 16
300 764 14
412 659 1
397 877 16
102 691 18
80 931 5
255 836 7
68 608 7
274 796 3
450 841 16
69 877 20
331 767 11
53 922 19
76 598 12
130 655 1
312 959 5
69 991 14
68 772 7
351 518 4
215 899 14
213 618 3
427 533 2
117 599 13
76 845 10
134 870 15
489 603 7
1 83 1
357 878 20
488 649 5
23 818 11
20 868 12
631 1000 1
1 44 9
80 553 8
444 794 19
293 519 5
160 754 2
274 696 14
275 988 11
156 601 4
112 905 7
874 1000 15
45 605 19
262 590 14
376 909 13
433 922 18
209 801 11
291 776 20
226 569 11
197 534 13
1 333 4
428 837 6
358 555 13
130 826 17
512 1000 2
461 875 18
295 998 10
164 746 4
391 535 20
245 524 13
444 858 17
51 831 14
427 726 6
500 845 2
375 573 16
47 804 4
488 759 11
342 748 4
156 677 12
1 397 2
95 597 12
359 540 8
78 644 3
394 829 10
137 888 19
59 938 8
337 937 2
107 992 7
122 531 5
367 970 19
30 600 9
43 866 15
127 518 1
270 774 19
177 727 16
181 817 18
47 894 18
294 961 16
479 551 1
330 892 7
617 1000 15
281 873 16
483 841 4
268 652 5
346 722 13
390 973 3
386 820 5
386 906 8
362 533 6
377 551 2
1 177 12
51 890 18
423 654 7
152 987 17
431 654 20
358 686 14
266 951 17
343 668 18
359 958 9
317 503 15
451 723 9
92 904 9
402 770 12
71 724 16
231 931 1
22 792 17
297 516 13
446 877 13
57 741 8
180 537 10
92 999 17
316 955 7
338 554 15
293 647 14
74 888 4
262 894 20
63 544 8
885 1000 18
1 385 18
402 683 16
135 667 12
611 1000 6
322 853 15
316 765 4
369 716 5
299 814 4
181 518 4
49 910 9
204 773 20
13 972 4
309 561 16
150 624 7
8 960 12
163 567 10
9 881 9
166 917 3
331 575 4
304 951 4
62 562 14
119 971 19
599 1000 1
328 516 18
453 807 17
227 913 9
386 970 19
117 935 4
339 782 7
13 542 19
802 1000 2
94 586 10
474 983 12
130 753 12
186 826 7
243 643 13
36 731 8
48 753 14
466 905 15
29 869 13
368 627 2
449 993 7
133 658 5
223 697 12
198 689 17
91 538 1
68 534 5
69 666 13
61 554 18
177 829 2
25 513 13
218 507 14
142 569 7
173 519 20
141 909 14
136 624 8
24 534 11
472 514 7
318 700 6
950 1000 12
37 857 6
389 948 11
49 754 17
254 609 8
330 919 4
165 549 7
186 726 18
360 899 14
146 946 19
379 558 14
259 804 13
190 693 11
105 859 17
230 713 15
405 958 5
245 865 11
332 889 15
258 747 4
396 800 18
4 735 13
404 876 3
263 732 14
481 688 19
40 987 9
1 65 15
1 358 8
407 705 1
234 890 3
384 991 12
88 722 12
322 692 5
68 605 19
428 938 5
411 887 6
432 808 4
380 872 12
670 1000 14
363 785 3
257 859 12
1 312 13
35 830 13
388 967 10
376 702 17
403 608 19
117 987 18
84 699 16
35 552 5
143 508 17
176 686 5
38 517 8
258 571 20
107 511 18
1 68 3
91 537 4
404 700 19
375 540 15
286 784 11
250 829 9
362 612 4
325 602 5
196 706 12
13 640 4
127 729 10
1 415 3
443 990 8
254 790 15
135 582 10
152 832 13
177 618 20
342 845 5
249 600 17
349 843 9
280 766 1
1 292 17
492 644 3
354 828 19
91 879 10
216 774 9
414 671 8
593 1000 20
500 938 5
500 979 6
1 110 13
138 658 2
13 587 6
378 516 16
91 757 20
492 962 19
216 812 8
455 783 19
524 1000 7
200 614 20
131 637 18
135 707 18
1 239 19
293 622 12
216 763 8
94 843 1
13 876 1
64 570 2
385 845 12
410 728 12
373 676 16
433 657 6
167 716 1
215 836 1
159 738 6
5 715 10
248 839 19
272 547 14
490 503 19
313 519 15
328 958 4
203 707 17
413 586 10
215 710 10
171 839 12
288 696 2
332 766 4
374 978 11
207 829 8
495 899 14
122 562 15
62 754 10
160 891 20
450 767 12
279 614 10
450 591 15
182 855 11
466 504 19
20 975 6
242 856 3
78 883 19
178 644 8
357 716 11
154 873 10
121 668 6
17 713 18
426 813 14
493 548 1
456 504 8
210 846 10
414 883 11
487 985 17
380 719 14
145 731 4
381 781 18
328 992 15
436 976 2
182 744 8
136 554 4
336 892 3
80 741 4
32 841 7
170 874 19
319 779 5
70 615 19
359 534 4
1 349 1
287 668 13
162 932 7
433 998 2
146 883 18
12 894 17
81 735 14
384 857 10
363 719 14
96 965 10
263 594 14
448 546 5
222 974 11
409 940 11
138 698 19
379 647 3
409 942 20
292 942 18
481 584 17
441 604 17
529 1000 4
273 756 6
119 547 1
351 724 3
263 985 20
68 920 1
302 664 4
388 516 8
415 515 9
35 893 3
22 733 2
1 374 7
484 526 9
1 71 6
25 901 18
1 291 9
712 1000 8
497 730 16
79 916 10
367 967 3
495 533 3
137 805 10
189 836 10
351 728 14
67 810 10
1 25 11
251 864 18
182 891 17
88 826 16
400 705 19
897 1000 12
197 605 16
403 659 12
98 769 1
1 17 12
412 787 12
495 604 4
460 520 6
331 545 17
1 355 7
391 722 6
467 738 13
390 548 1
185 671 15
330 999 14
1 431 2
68 653 20
1 408 18
435 809 9
115 911 10
1 485 9
156 570 9
496 566 18
233 703 12
1 47 12
66 575 8
435 945 18
487 512 1
458 850 8
468 603 7
1 343 10
30 972 4
447 943 13
426 786 4
471 796 16
386 820 7
203 603 2
120 610 13
459 805 3
828 1000 12
26 604 17
233 950 10
18 827 12
135 899 14
406 899 8
437 647 4
135 857 17
50 583 17
50 784 7
123 691 3
305 694 11
490 665 15
138 503 11
201 898 16
328 699 7
184 826 19
174 930 8
454 566 5
191 840 4
283 946 1
862 1000 1
754 1000 6
30 735 10
471 674 9
726 1000 15
21 857 9
50 909 15
434 715 12
219 992 8
18 903 20
106 862 6
30 689 15
222 977 1
474 860 15
86 901 20
27 691 2
345 778 17
377 960 13
97 723 5
178 501 14
345 567 19
36 735 8
328 854 15
117 877 1
399 741 4
36 594 5
421 557 10
251 655 4
596 1000 15
259 610 15
239 576 20
462 615 14
385 686 6
389 650 13
218 974 4
40 698 3
461 957 10
262 540 8
210 855 6
161 797 12
194 740 16
444 998 14
73 694 18
340 767 4
870 1000 10
302 533 7
31 574 14
28 543 3
283 930 19
137 723 13
438 712 18
384 787 6
166 890 6
166 976 9
133 730 4
1 157 7
415 501 8
214 809 9
452 689 13
492 732 1
1 58 1
99 529 1
60 823 12
263 862 5
456 696 17
282 662 12
294 751 8
299 692 12
461 977 2
266 908 1
853 1000 10
833 1000 9
55 655 2
255 960 5
69 992 13
415 630 14
396 967 12
1 229 4
1 270 5
805 1000 18
40 975 1
366 649 11
425 757 18
1 187 7
505 1000 9
416 688 16
185 503 15
238 869 18
1 46 4
397 679 20
68 727 11
432 732 11
387 961 15
363 808 16
395 577 15
220 648 2
310 687 9
204 996 2
201 783 14
90 553 4
480 565 4
452 749 13
144 694 18
34 835 1
26 737 9
435 636 15
1 293 2
337 620 2
378 699 5
428 538 9
310 638 9
354 668 19
1 168 7
112 880 20
375 723 17
222 883 18
420 714 16
44 824 15
176 593 8
92 659 20
319 868 20
237 590 10
145 899 19
143 785 4
459 515 13
22 605 6
38 989 5
221 813 15
362 698 9
221 950 20
460 969 8
216 706 15
91 676 20
355 574 14
38 503 4
1 459 11
355 954 6
276 799 10
43 850 20
410 872 9
173 711 16
298 699 14
123 655 14
30 947 2
224 557 3
143 792 20
144 754 18
488 976 15
330 917 13
844 1000 15
156 591 15
208 914 8
390 982 1
92 936 18
460 832 16
288 636 4
1 406 13
356 776 7
450 740 6
390 732 11
325 847 16
422 874 15
29 754 13
747 1000 11
106 511 6
1 440 11
18 973 13
355 954 19
90 556 5
1 398 14
474 601 18
364 688 5
909 1000 17
498 610 9
81 516 10
77 711 15
114 545 17
960 1000 6
46 738 18
838 1000 6
413 852 10
348 524 15
349 902 15
335 699 4
36 722 3
36 763 4
486 676 8
114 716 20
459 990 9
77 821 8
184 661 20
393 844 10
459 555 17
97 679 17
316 651 16
345 683 20
85 950 4
90 891 8
20 561 18
232 615 17
405 505 10
312 538 3
432 800 9
256 585 16
171 834 20
202 596 19
82 512 19
259 920 3
68 650 8
316 757 11
190 684 6
21 983 14
243 830 17
432 948 1
37 970 4
302 869 11
52 905 2
89 739 4
250 760 4
85 672 9
136 816 6
343 586 8
60 582 5
23 552 4
308 688 19
384 510 12
376 647 4
16 952 9
230 655 10
445 985 16
28 652 1
76 833 4
130 571 11
247 643 13
49 930 7
300 904 11
446 935 20
319 816 10
274 563 11
96 569 12
206 505 20
226 960 8
185 702 14
1 261 11
43 719 10
148 567 20
160 534 3
339 725 14
154 808 17
76 958 12
403 553 19
109 976 11
132 652 4
108 936 6
112 563 18
168 702 14
59 913 6
488 812 13
47 994 11
1 147 3
309 599 7
338 790 4
472 933 7
428 947 3
38 592 10
234 557 8
145 795 17
1 360 3
443 539 8
334 978 6
156 885 9
394 725 1
966 1000 4
1 59 11
47 625 6
127 708 8
371 949 13
358 744 10
131 795 5
428 962 18
1 154 19
223 539 7
416 594 18
330 559 10
252 575 5
10 962 7
84 745 17
91 900 5
63 788 9
79 836 2
480 977 16
330 679 11
216 890 12
361 527 13
180 734 20
1 226 16
434 647 5
452 841 20
248 576 13
458 675 9
471 659 13
144 802 6
103 815 6
260 958 2
479 991 11
350 948 5
25 806 1
301 833 2
119 849 7
95 999 9
326 737 1
147 701 19
126 764 13
430 628 4
126 965 3
337 605 4
231 973 2
231 510 12
297 736 20
23 847 18
481 597 4
188 559 15
1 382 17
232 685 10
494 574 5
188 906 15
462 642 15
159 668 4
319 523 2
304 921 8
264 821 11
73 623 6
417 551 14
1 361 15
300 572 11
53 643 7
171 517 18
360 715 6
276 640 4
418 718 16
17 780 8
386 796 15
389 583 12
417 544 11
335 803 8
283 641 13
21 629 9
167 820 7
919 1000 11
481 932 7
61 529 16
41 530 4
405 952 3
462 965 8
162 891 13
142 763 12
489 518 9
248 750 17
344 884 17
242 606 6
486 768 15
194 745 12
684 1000 4
251 597 1
259 728 9
498 691 15
133 540 17
372 518 4
461 836 15
271 734 7
384 584 16
432 638 15
255 803 10
230 930 4
263 570 7
302 878 7
667 1000 4
384 535 16
360 904 12
203 986 10
168 948 4
243 969 15
473 786 10
400 904 7
371 986 1
76 599 13
355 948 2
72 784 10
493 765 5
44 672 14
294 930 12
553 1000 3
27 872 11
88 590 5
274 568 9
756 1000 4
188 574 2
172 565 5
26 774 1
331 976 18
31 775 19
473 994 16
451 554 4
233 676 17
258 689 3
638 1000 2
1 307 10
201 612 13
736 1000 7
493 887 8
491 750 9
185 699 13
28 797 19
1 434 7
257 544 5
1 437 12
268 567 7
18 823 1
189 902 17
467 539 5
193 906 16
217 594 9
260 573 4
221 942 10
177 535 13
921 1000 11
1 353 18
177 714 15
265 851 7
71 898 13
482 770 1
27 511 18
1 387 16
375 665 14
321 501 16
92 895 6
217 726 20
714 1000 14
68 886 19
362 698 11
458 654 5
397 956 20
476 882 14
624 1000 3
123 819 3
584 1000 1
378 509 4
309 867 11
250 946 9
152 612 14
281 535 16
228 746 13
221 623 14
338 977 19
354 767 13
289 943 9
98 743 18
681 1000 11
333 634 8
139 628 7
1 151 18
88 691 19
86 536 3
321 657 17
366 951 17
156 970 13
498 542 15
317 774 15
322 756 20
487 692 2
285 527 18
256 963 15
410 936 9
236 567 14
446 969 11
454 844 6
107 605 20
52 723 1
176 696 13
309 748 9
1 315 18
18 848 20
86 626 17
466 505 6
807 1000 20
215 623 5
423 871 13
494 979 1
297 696 16
178 529 12
24 540 10
20 984 2
402 943 12
317 713 18
101 829 12
309 736 12
222 530 12
482 644 9
74 943 12
474 665 18
861 1000 10
316 568 20
77 951 12
12 765 2
157 536 3
127 728 17
299 697 13
396 574 4
356 889 20
483 576 20
157 714 9
80 718 11
448 697 7
179 709 17
337 702 18
279 556 9
62 708 19
458 999 12
308 901 8
348 709 12
744 1000 5
169 930 2
218 729 1
247 722 2
347 764 4
86 895 16
300 824 7
304 971 18
339 886 15
41 687 19
227 959 12
37 938 17
432 871 12
246 860 3
80 789 12
417 770 18
421 821 5
275 736 12
356 816 13
462 920 10
118 794 17
36 531 19
442 878 12
296 583 17
307 951 17
465 708 7
420 541 11
546 1000 8
473 582 6
291 718 8
383 858 10
109 889 4
484 780 1
51 560 2
416 542 19
484 537 14
488 942 4
809 1000 16
432 813 20
178 699 18
112 586 4
36 808 17
298 538 19
52 881 10
467 738 4
391 961 13
11 899 1
46 574 5
1 115 16
238 868 8
2 984 1
496 665 15
367 666 15
415 940 17
1 286 19
415 764 20
151 683 3
394 741 11
346 764 3
252 579 5
1 362 14
1 477 1
3 770 18
205 718 4
161 784 18
212 516 7
515 1000 9
476 957 14
91 993 13
119 606 9
135 679 2
487 785 6
42 596 8
366 673 7
1 230 16
325 755 13
107 858 13
422 983 2
120 756 14
497 787 15
188 830 9
634 1000 18
282 897 19
240 819 12
499 534 11
349 632 6
67 525 16
102 682 4
1 301 17
228 627 9
186 549 2
71 553 19
54 724 9
301 833 4
179 536 10
1 336 11
363 869 15
160 711 14
219 967 6
297 797 2
186 982 5
1 35 19
417 502 3
248 723 11
260 509 6
192 919 5
511 1000 7
195 550 18
490 641 12
174 948 2
418 767 18
480 809 16
442 641 20
311 565 11
126 988 2
336 511 7
219 855 7
473 984 1
478 790 9
315 928 4
69 808 5
441 655 15
150 589 19
102 955 4
231 653 12
224 813 12
420 970 1
90 606 17
490 747 7
481 573 12
230 546 3
571 1000 16
52 811 10
33 984 18
411 789 3
25 729 11
401 839 15
61 862 19
216 926 20
138 950 20
310 505 10
142 758 20
52 845 8
434 992 14
210 760 2
582 1000 7
61 679 19
429 572 12
415 589 4
364 624 9
247 800 17
303 796 1
445 740 13
157 542 7
1 145 1
777 1000 18
497 619 2
424 534 4
52 791 14
207 992 20
496 777 5
2 591 4
431 870 3
409 636 9
398 623 2
374 732 3
51 585 6
23 607 10
295 965 2
725 1000 18
285 954 4
16 988 2
31 722 10
230 911 6
257 514 7
488 657 11
1 8 9
291 655 20
134 958 17
89 831 13
371 681 13
465 941 17
314 643 19
101 795 14
429 944 18
10 659 13
1 483 9
1 87 9
278 823 6
464 835 4
287 919 17
172 736 10
36 558 18
257 939 11
1 418 1
112 648 11
246 972 2
95 998 3
590 1000 16
4 848 17
220 590 1
821 1000 8
40 921 11
480 919 11
188 699 12
464 948 2
22 526 10
398 600 4
108 732 17
31 839 19
152 802 19
406 555 15
1 285 7
119 801 10
321 523 6
135 714 14
103 626 6
493 833 16
422 620 5
1 26 12
35 985 14
262 755 17
139 656 14
233 816 12
496 924 14
1 364 7
1 498 7
727 1000 1
423 895 9
406 802 13
399 982 15
1 181 7
114 561 16
70 871 6
689 1000 3
30 905 9
167 675 20
127 823 1
11 861 19
1 368 18
34 693 19
228 959 15
162 549 7
491 981 14
362 625 6
407 590 16
208 655 17
348 600 1
59 935 13
34 759 6
338 653 18
407 886 14
70 658 19
253 900 17
414 701 14
268 615 12
252 676 19
471 695 6
192 954 17
340 522 4
231 637 2
449 634 1
339 514 11
466 884 4
479 821 20
114 956 6
276 631 12
199 545 20
320 843 10
118 840 1
38 736 20
418 651 19
203 509 8
430 940 16
341 555 19
457 737 4
130 713 1
469 938 12
623 1000 4
275 745 6
118 813 19
336 608 8
133 982 5
279 731 12
85 626 5
724 1000 6
380 966 5
259 786 7
161 735 11
340 711 10
457 943 1
170 869 18
278 787 4
3 679 14
97 724 6
432 651 11
117 936 7
186 617 15
445 594 14
360 924 11
465 511 17
578 1000 13
424 650 5
501 1000 6
189 764 6
214 749 17
369 793 16
319 737 14
433 701 14
327 852 14
44 769 4
4 763 15
117 883 9
368 723 13
1 32 7
419 596 16
311 510 18
330 673 9
506 1000 12
178 924 17
124 603 5
31 997 4
330 791 1
117 761 19
262 575 7
156 809 5
169 948 7
347 779 4
348 902 18
428 883 9
1 420 8
11 696 11
269 650 2
6 801 18
188 590 3
22 740 11
194 855 11
358 626 9
91 790 3
16 595 18
255 633 19
1 119 16
1 238 4
44 910 20
3 728 10
149 825 20
140 764 3
10 969 1
201 586 17
496 656 12
359 980 9
210 898 17
321 906 1
391 785 18
395 791 3
270 720 7
30 549 2
109 930 20
479 619 9
249 674 14
342 896 18
298 993 12
1 149 16
1 223 2
986 1000 5
88 909 20
408 683 20
217 705 18
471 835 1
249 651 3
205 641 15
26 787 10
715 1000 15
88 883 4
136 822 16
435 542 8
958 1000 18
237 640 11
1 179 16
491 613 10
106 588 6
10 786 14
131 647 3
285 990 8
163 593 8
338 637 8
361 550 1
367 689 14
363 839 17
361 987 2
153 986 13
1 89 15
128 896 9
1 465 6
1 88 19
374 585 7
247 577 2
407 614 14
70 801 2
1 123 13
435 667 16
14 966 7
361 520 14
147 951 13
214 593 1
783 1000 14
1 461 8
42 542 16
114 707 17
301 571 6
318 923 20
236 504 15
480 905 9
49 556 1
214 723 3
20 795 2
63 634 17
220 670 11
421 872 1
232 807 4
380 534 3
418 855 12
401 985 1
70 926 10
479 759 15
1 290 18
